197497,197497,-nan,-nan,-nan
197660,197660,31.2410200253,121.4854268951,37.6970887426
197661,197661,31.2410509358,121.4853582582,32.1672016946
197662,197662,31.2410441155,121.4853784285,33.4667582732
197663,197663,31.2410467109,121.4853340406,31.6846069175
197664,197664,31.2410607297,121.4853489078,40.8243746070
197665,197665,31.2410662860,121.4853290737,27.8719468340
197666,197666,31.2411061423,121.4853370344,28.1328670091
197667,197667,31.2409406853,121.4853112166,-13.4132735117
197668,197668,31.2410404762,121.4854222726,23.0521936488
197669,197669,31.2410406228,121.4852155953,-0.9479528288
197670,197670,31.2410091900,121.4853938612,27.8450268589
197671,197671,31.2410137689,121.4853999616,45.6631559414
197672,197672,31.2409706540,121.4854836722,44.9812676394
197673,197673,31.2409488782,121.4853449986,21.6789411266
197674,197674,31.2409527286,121.4853131185,17.7466914798
197675,197675,31.2410117168,121.4853402243,40.8022556489
197676,197676,31.2410748259,121.4854154901,29.2184900799
197677,197677,31.2409797428,121.4852751219,30.9207589252
197678,197678,31.2409543688,121.4853124439,39.7901231249
197679,197679,31.2408802692,121.4852591641,46.3226435333
197680,197680,31.2408948618,121.4851794783,17.5654355849
197681,197681,31.2408420183,121.4851901768,44.1185903153
197682,197682,31.2409143643,121.4851982587,32.2766480267
197683,197683,31.2408159068,121.4851665234,40.4005340615
197684,197684,31.2406712649,121.4849592561,67.3404419389
197685,197685,31.2409027124,121.4851773371,25.7219682418
197686,197686,31.2408865305,121.4851483728,26.5414855028
197687,197687,31.2409266637,121.4851464497,27.0922399248
197688,197688,31.2407953141,121.4850584595,44.5671088712
197689,197689,31.2408819648,121.4850618567,24.5634223702
197690,197690,31.2406322741,121.4849125897,21.7037301235
197691,197691,31.2408209696,121.4850319244,43.7520438473
197692,197692,31.2409643967,121.4850622148,31.3984337901
197693,197693,31.2410031193,121.4849937350,39.7984775908
197694,197694,31.2407823372,121.4850442134,17.2745688882
197695,197695,31.2410386828,121.4849836161,42.1654759830
197696,197696,31.2410093930,121.4849776357,34.6313706513
197697,197697,31.2408936844,121.4850433151,48.6373732104
197698,197698,31.2408395043,121.4849993700,48.0812336220
197699,197699,31.2408989085,121.4849657279,37.8184608042
197700,197700,31.2409662278,121.4849610768,26.0797596042
197701,197701,31.2407618340,121.4848539078,46.4775427646
197702,197702,31.2408906250,121.4848902612,32.9008595266
197703,197703,31.2408640582,121.4848697042,38.4771540676
197704,197704,31.2409410192,121.4848250043,36.5783905836
197705,197705,31.2408209874,121.4847732517,47.9973156426
197706,197706,31.2408801653,121.4848400470,39.6938205290
197707,197707,31.2409208014,121.4847882858,45.9976600557
197708,197708,31.2408851150,121.4848171115,31.8805467404
197709,197709,31.2409264669,121.4847999997,30.5594455786
197710,197710,31.2408941291,121.4847549011,54.7306059816
197711,197711,31.2409173690,121.4847283286,60.5390686659
197712,197712,31.2407695348,121.4844933629,80.0597392877
197713,197713,31.2406740556,121.4844848796,100.9843599573
197714,197714,31.2402577169,121.4837716550,227.8539662574
197715,197715,31.2406157199,121.4847276421,0.0790662047
197716,197716,31.2408106057,121.4846737489,62.1781647809
197717,197717,31.2407749361,121.4846442703,74.2602641679
197718,197718,31.2408854155,121.4846375801,61.4140507670
197719,197719,31.2407899021,121.4846210852,63.8745152371
197720,197720,31.2409005942,121.4846067097,52.6040525208
197721,197721,31.2408403822,121.4845520204,66.0345770657
197722,197722,31.2408744735,121.4846593289,42.7501930287
197723,197723,31.2408089161,121.4846617220,70.1830816424
197724,197724,31.2406540314,121.4845938054,24.5905364137
197725,197725,31.2407603950,121.4845236875,58.4885895228
197726,197726,31.2407299573,121.4844789243,63.9223826334
197727,197727,31.2407811837,121.4844996709,60.8201367804
197728,197728,31.2407533538,121.4844844391,64.1146845121
197729,197729,31.2407197090,121.4844725309,74.9848406886
197730,197730,31.2406549303,121.4844605516,55.3178390567
197731,197731,31.2407473423,121.4844187173,67.5754102687
197732,197732,31.2407237574,121.4844186423,59.5724861683
197733,197733,29.8799760742,121.3558536201,-558377.4301997737
197734,197734,31.2405814208,121.4840615350,105.5145016861
197735,197735,31.2405695274,121.4840535194,99.4043933228
197736,197736,31.2406571151,121.4841345180,83.2859549714
197737,197737,31.2407770147,121.4843224495,64.0092336324
197738,197738,31.2406788233,121.4841340060,99.8086271382
197739,197739,31.2407102546,121.4843638591,59.5721213205
197740,197740,31.2406742929,121.4843377160,37.3864900738
197741,197741,29.0986760172,121.4179734177,-516073.4827996473
197742,197742,31.2407022361,121.4843033635,75.9982116074
197743,197743,31.2406765969,121.4842831248,75.3567902106
197744,197744,31.2407014444,121.4842543318,76.7131491072
197745,197745,31.2406247244,121.4840902142,94.1001439498
197746,197746,31.2406467630,121.4841072899,88.6431845247
197747,197747,31.2405832525,121.4840587896,98.9604518095
197748,197748,31.2406360592,121.4841669523,84.3216259361
197749,197749,31.2407022813,121.4841645459,76.4553488957
197750,197750,31.2406557867,121.4840589425,79.9790940698
197751,197751,31.2406387271,121.4841060641,86.6262612046
197752,197752,31.2406239220,121.4841164020,75.8711476988
197753,197753,31.2406008548,121.4840920805,80.1058262992
197754,197754,31.2406156335,121.4835683910,134.4092581276
197755,197755,31.2405359021,121.4837443700,113.6840352400
197756,197756,31.2406257237,121.4838584694,100.3060628115
197757,197757,31.2405555364,121.4836614023,124.8263210829
197758,197758,31.2406284164,121.4840293971,68.3102542609
197759,197759,31.2406278893,121.4839982047,70.1708428282
197760,197760,31.2406250544,121.4839635315,57.3989939477
197761,197761,31.2406503759,121.4839616918,57.0456566026
197762,197762,31.2406398776,121.4839111147,57.5101560430
197763,197763,31.2406096760,121.4839388206,56.8788541870
197764,197764,31.2406325247,121.4838103172,70.7863119160
197765,197765,31.2406296900,121.4838862145,79.2462669033
197766,197766,31.2406098832,121.4837078049,108.2856937765
197767,197767,31.2406631037,121.4839016037,81.3621249169
197768,197768,31.2406666265,121.4838523086,73.5030801908
197769,197769,31.2406637997,121.4838477230,59.7239039618
197770,197770,31.2406778071,121.4838213511,72.8987934756
197771,197771,31.2406129201,121.4836458399,79.6266492758
197772,197772,31.2406434085,121.4837166831,71.1909713175
197773,197773,31.2405860612,121.4836605764,75.0485655132
197774,197774,31.2406075017,121.4837652618,51.5752315095
197775,197775,31.2405992799,121.4837647544,47.6872838735
197776,197776,31.2406029048,121.4837254567,53.8517844733
197777,197777,31.2405999876,121.4837007162,55.6522746744
197778,197778,31.2405826332,121.4836886546,61.0510460310
197779,197779,31.2405632216,121.4837039782,54.7560322071
197780,197780,31.2405496525,121.4836620965,51.3404617969
197781,197781,31.2405405250,121.4836719451,43.8178178023
197782,197782,31.2406023539,121.4836336365,27.9856895697
197783,197783,31.2405662256,121.4836132954,30.3249793908
197784,197784,31.2405701629,121.4835632872,38.2070664731
197785,197785,31.2405173745,121.4836225786,49.3131731009
197786,197786,31.2405999299,121.4836067512,65.5626012506
197787,197787,31.2406639744,121.4835640045,63.3529040398
197788,197788,31.2406838647,121.4835719529,50.8897270358
197789,197789,31.2405573276,121.4835084067,61.2674393024
197790,197790,31.2406319224,121.4835533478,57.3964249034
197791,197791,31.2405022484,121.4835464566,65.7352199440
197792,197792,31.2405307654,121.4835259884,68.7920186328
197793,197793,31.2405919903,121.4834899706,47.7019464000
197794,197794,31.2404402207,121.4833253045,70.9328885770
197795,197795,31.2404695466,121.4833749186,58.7477036666
197796,197796,31.2404818978,121.4833304444,61.3514476013
197797,197797,31.2404729825,121.4834328553,37.1083827217
197798,197798,31.2405086701,121.4834434510,37.2398630903
197799,197799,31.2405430333,121.4834115644,29.0579424841
197800,197800,31.2405169449,121.4833904275,55.5953463529
197801,197801,31.2405720132,121.4833835499,28.9592222323
197802,197802,31.2404427228,121.4831672836,82.0815364306
197803,197803,31.2404514339,121.4831730053,75.4001237832
197804,197804,31.2404898743,121.4833397016,39.3242941762
197805,197805,31.2405284715,121.4832503852,55.5095185477
197806,197806,31.2401633075,121.4830567683,57.8481686756
197807,197807,31.2404927236,121.4832397243,58.6313304938
197808,197808,31.2399844973,121.4829773353,64.2999549224
197809,197809,31.2405051653,121.4832573811,45.3870786224
197810,197810,31.2404958507,121.4833418846,58.5873229713
197811,197811,31.2405238993,121.4833182551,27.4023916114
197812,197812,31.2403993133,121.4831555849,56.8243380489
197813,197813,31.2404860382,121.4833402347,41.1344925113
197814,197814,31.2405239243,121.4833102424,11.5374578908
197815,197815,31.2405097403,121.4833308602,6.9029837825
197816,197816,31.2405178366,121.4833253661,0.9528322427
197817,197817,31.2404196907,121.4832297224,34.4478966489
197818,197818,31.2404793209,121.4832742339,28.2362847679
197819,197819,31.2403737646,121.4831638305,41.8831901493
197820,197820,31.2403165087,121.4831234141,41.7537101415
197821,197821,31.2401815993,121.4830467805,49.7518463168
197822,197822,31.2404286469,121.4832165428,40.9334610535
197823,197823,31.2403148388,121.4831464440,32.8874507339
197824,197824,31.2404280291,121.4832174696,31.9373591948
197825,197825,31.2403646258,121.4831972144,48.3387035278
197826,197826,31.2403717323,121.4831928285,51.0002186388
197827,197827,31.2404706049,121.4832820496,43.7900803881
197828,197828,31.2402552770,121.4831582971,52.3177803416
197829,197829,31.2404848928,121.4831785367,25.4650979348
197830,197830,31.2405039756,121.4832858605,19.8800365608
197831,197831,31.2404530571,121.4832067187,36.3055647879
197832,197832,31.2404566431,121.4831847059,21.0869575472
197833,197833,31.2404457253,121.4831805692,27.4518563389
197834,197834,31.2405039289,121.4831612740,30.9701199874
197835,197835,31.2404791740,121.4831711849,40.0640941902
197836,197836,31.2404918602,121.4832235393,36.8431413233
197837,197837,31.2403541271,121.4831539720,28.7094985421
197838,197838,31.2403542695,121.4831494916,31.2936545169
197839,197839,31.2403797032,121.4831343006,19.7672780737
197840,197840,31.2403923605,121.4831105238,25.2369892975
197841,197841,31.2404283988,121.4831049581,32.0440904526
197842,197842,31.2404391316,121.4830960325,42.0949606060
197843,197843,31.2404284819,121.4830822483,47.9782970340
197844,197844,31.2403868616,121.4830658372,47.5857417040
197845,197845,31.2403517658,121.4830622107,36.6416506408
197846,197846,31.2403689433,121.4830576890,39.4918809793
197847,197847,31.2404212930,121.4830103895,46.8551817817
197848,197848,31.2402511839,121.4830300138,18.0898422672
197849,197849,31.2401902510,121.4830376940,8.2423031690
197850,197850,31.2403531327,121.4829977420,34.0397194302
197851,197851,31.2402621490,121.4829509672,24.7013668026
197852,197852,31.2402897449,121.4829586606,24.5996680141
197853,197853,31.2403511096,121.4829208587,23.9864037222
197854,197854,31.2403042714,121.4829179048,25.7101377702
197855,197855,31.2402831764,121.4829145523,23.7803139357
197856,197856,31.2403052703,121.4829035096,26.6585088282
197857,197857,31.2402830142,121.4828966358,24.8537336906
197858,197858,31.2402903994,121.4828499144,32.5713776156
197859,197859,31.2401886136,121.4826179144,67.5271170165
197860,197860,31.2402500394,121.4827854818,46.2577737573
197861,197861,31.2402643772,121.4827813118,37.2467842846
197862,197862,31.2401835367,121.4827283360,45.4905754031
197863,197863,31.2402653751,121.4827618808,54.8115176738
197864,197864,31.2403032934,121.4827069527,46.2744100816
197865,197865,31.2402725031,121.4827309557,44.9644472445
197866,197866,31.2402532052,121.4827148075,50.1834958978
197867,197867,31.2402819762,121.4826885648,56.2099808844
197868,197868,31.2402312979,121.4824595430,96.9569651160
197869,197869,31.2402189388,121.4826119055,54.0830363082
197870,197870,31.2403022063,121.4826753348,45.7532320716
197871,197871,31.2402842382,121.4826669128,53.3778932144
197872,197872,31.2401764665,121.4825935602,47.4580853201
197873,197873,31.2402897824,121.4826335951,47.0096449072
197874,197874,31.2402636874,121.4826407745,47.6849922971
197875,197875,31.2402576181,121.4826556002,48.1123514110
197876,197876,31.2400794848,121.4826498412,20.3570676193
197877,197877,31.2401823229,121.4826287238,37.6966664024
197878,197878,31.2400611606,121.4826311114,15.0239349611
197879,197879,31.2402169506,121.4826039966,53.7218160461
197880,197880,31.2401736092,121.4825920417,42.9256741832
197881,197881,31.2401918804,121.4825737145,43.5254535098
197882,197882,31.2401878788,121.4825571696,32.6623666539
197883,197883,31.2401314275,121.4824691245,39.3800286097
197884,197884,31.2402327470,121.4818998227,171.6613168557
197885,197885,31.2406098096,121.4822560493,153.8306498562
197886,197886,31.2401924926,121.4824491680,33.9573442712
197887,197887,31.2401619698,121.4824441447,56.2991111902
197888,197888,31.2400791028,121.4820919125,106.8882686071
197889,197889,31.2399723630,121.4817894171,153.4844395370
197890,197890,31.2399102378,121.4817563718,141.9308825172
197891,197891,31.2401301807,121.4819241268,128.7226150877
197892,197892,31.2400846665,121.4823627919,35.0698075809
197893,197893,31.2401518307,121.4819292770,121.5562160202
197894,197894,31.2401896921,121.4823399608,53.5524766390
197895,197895,31.2402155509,121.4822364255,57.2159779292
197896,197896,31.2401679111,121.4823232577,35.6457258031
197897,197897,31.2403165858,121.4821253428,91.6665440610
197898,197898,31.2401539882,121.4823128670,12.4331337063
197899,197899,31.2400914025,121.4819146547,97.1229782317
197900,197900,31.2401595841,121.4822802449,24.3112704502
197901,197901,31.2400875130,121.4822489084,-2.5604758431
197902,197902,31.2400718919,121.4822224677,-13.2501456829
197903,197903,31.2400882733,121.4822154051,-8.4598488421
197904,197904,31.2401182909,121.4822296650,5.7429804861
197905,197905,31.2400897144,121.4822233307,16.8259012804
197906,197906,31.2400848631,121.4821936428,33.7351316485
197907,197907,31.2401717174,121.4820452485,63.3072538906
197908,197908,31.2400064907,121.4819999136,53.8664849772
197909,197909,31.2399562813,121.4818391876,82.9593134609
197910,197910,31.2400774778,121.4820202179,76.0123548813
197911,197911,31.2401156012,121.4820377395,84.7980626869
197912,197912,31.2401384869,121.4820937034,59.8894429644
197913,197913,31.2401549089,121.4819432004,51.8478115165
197914,197914,31.2400951072,121.4820492440,53.7884281161
197915,197915,31.2401003922,121.4820354214,51.4110620852
197916,197916,31.2401069068,121.4821671088,91.2614372586
197917,197917,31.2401386416,121.4820126886,122.1983049398
197918,197918,31.2399821283,121.4819990416,-6.7609614438
197919,197919,31.2400647848,121.4819533565,10.3868327599
197920,197920,31.2400249040,121.4817890946,44.7240029138
197921,197921,31.2400209418,121.4818934392,-1.0341856473
197922,197922,31.2400944317,121.4818699526,59.6816727684
197923,197923,31.2401786855,121.4818064180,64.3572086079
197924,197924,31.2402815511,121.4817512765,53.7690954353
197925,197925,31.2402363520,121.4818088012,-3.8836711965
197926,197926,31.2401705476,121.4817868313,48.5125530032
197927,197927,31.2402089770,121.4817313801,14.4809943544
197928,197928,31.2401919735,121.4817038324,19.7322436244
197929,197929,31.2402206977,121.4816527080,10.0729085571
197930,197930,31.2402204193,121.4815971057,1.7025888845
197931,197931,31.2403397244,121.4822840228,95.3498860612
197932,197932,31.2401911527,121.4817561740,18.4925377727
197933,197933,31.2402319931,121.4818168492,26.2181861806
197934,197934,31.2402423463,121.4810935750,-71.4148355549
197935,197935,31.2402733676,121.4818340165,42.8625423341
197936,197936,31.2402282528,121.4814886398,-21.8131410725
197937,197937,31.2402458946,121.4817803784,27.0904696865
197938,197938,31.2403563933,121.4823975134,92.2457246405
197939,197939,31.2403110224,121.4820734998,118.9571807842
197940,197940,31.2403793573,121.4821738104,109.2798262315
197941,197941,31.2403530601,121.4820680788,117.3725461743
197942,197942,31.2403440645,121.4813283317,-44.2932059967
197943,197943,31.2403414307,121.4813346228,-36.9186611747
197944,197944,31.2403590982,121.4816044661,-0.0571993638
197945,197945,31.2404124717,121.4815645640,-5.2058763860
197946,197946,-nan,-nan,-6292741.6544055268
197947,197947,-nan,-nan,-6292741.6544055268
197948,197948,31.2405361612,121.4815517672,-10.7532987343
197949,197949,31.2405615010,121.4814579294,-28.0762537110
197950,197950,31.2405825701,121.4813229343,-55.4071514893
197951,197951,31.2405419909,121.4815328457,-43.6302516785
197952,197952,31.2405698102,121.4815051685,-34.5500596639
197953,197953,31.2405070538,121.4814218064,-79.2426488804
197954,197954,31.2405588549,121.4814701549,-24.9781882768
197955,197955,31.2405639918,121.4815571423,-1.6640585312
197956,197956,31.2405484135,121.4815748037,8.3104527978
197957,197957,31.2405719389,121.4815538482,11.5359915758
197958,197958,31.2405827223,121.4815363999,17.9057611332
197959,197959,31.2405816371,121.4815245425,18.5841561307
197960,197960,-nan,-nan,-6292741.6544055268
197961,197961,31.2406642774,121.4821984381,123.6613139458
197962,197962,31.2407240959,121.4825131554,167.7264807729
197963,197963,31.2406593623,121.4817102902,26.3846566414
197964,197964,31.2407112931,121.4820265797,83.7501814655
197965,197965,31.2407125886,121.4815747394,33.4350922922
197966,197966,31.2407482320,121.4817822847,68.6552870204
197967,197967,31.2406989852,121.4817976203,47.0123582201
197968,197968,31.2408191894,121.4823947110,161.5688352424
197969,197969,31.2407444439,121.4816020563,59.7443864638
197970,197970,31.2408111939,121.4817081031,45.7335148134
197971,197971,31.2407373568,121.4814923200,50.5572134175
197972,197972,31.2407511254,121.4817166498,39.7930669719
197973,197973,31.2406153199,121.4817406442,-34.2576161258
197974,197974,31.2408716246,121.4816448737,21.8117572292
197975,197975,31.2406644971,121.4816709044,-11.5774004452
197976,197976,31.2408502721,121.4816641296,60.9306646724
197977,197977,31.2409435508,121.4816567040,74.0123823485
197978,197978,31.2408730282,121.4815960593,54.2341851137
197979,197979,31.2409468424,121.4816176800,61.7438701630
197980,197980,31.2409518812,121.4815896733,73.8342165976
197981,197981,31.2409745598,121.4815968990,90.4698855871
197982,197982,31.2410822016,121.4817131849,101.4834338421
197983,197983,31.2410653940,121.4816268770,80.6321365428
197984,197984,31.2410660432,121.4816750883,79.2618540083
197985,197985,31.2410496850,121.4815680720,58.5446068099
197986,197986,31.2409927336,121.4816903134,60.7708772890
197987,197987,31.2410348511,121.4816440209,54.4410517483
197988,197988,31.2410609074,121.4815832687,42.3168718252
197989,197989,31.2409991252,121.4816003999,42.6959220057
197990,197990,31.2413006986,121.4816382975,77.1301070585
197991,197991,31.2410794979,121.4816616409,37.6379376599
197992,197992,31.2410375219,121.4816212002,36.5230779939
197993,197993,31.2409293818,121.4818204443,-13.6688721359
197994,197994,31.2409844582,121.4817776594,61.9225278035
197995,197995,31.2409425000,121.4817753059,113.6870689277
197996,197996,31.2410332416,121.4816524901,74.0843945065
197997,197997,31.2410158474,121.4816233704,-12.7189234682
197998,197998,31.2410096584,121.4815683013,23.7016544808
197999,197999,31.2409829011,121.4815403994,44.8701223283
198000,198000,31.2409587949,121.4815822022,74.4112918407
198001,198001,31.2408968782,121.4815735874,47.1306219173
198002,198002,31.2408776000,121.4815209581,18.3095617934
198003,198003,31.2410532075,121.4814319848,25.9648698332
198004,198004,31.2409390329,121.4814220124,28.2713437281
198005,198005,31.2406468751,121.4814242536,-65.5137174201
198006,198006,31.2408528632,121.4814356099,1.4525692370
198007,198007,31.2408475741,121.4814170132,4.8993615234
198008,198008,31.2408426608,121.4813689198,13.7993620178
198009,198009,31.2408728332,121.4813422477,8.9645177696
198010,198010,31.2405653848,121.4818611805,-95.8878899902
198011,198011,31.2410673126,121.4812529889,25.6962536875
198012,198012,31.2410206220,121.4812855008,42.6528414911
