197496,197496,31.2411350456,121.4857656583,18.2817485338,0.1868583468,-0.0566739805,-0.1861579754,-0.0015677272,0.0013968691,0.0019607385,-0.0041323637,0.0025908719,0.0014505860,5
197497,197497,31.2411341558,121.4857641779,18.0660527443,0.1790197106,-0.0496896349,-0.1763542830,-0.0057000910,0.0039877411,0.0034113245,-0.0015643996,0.0022106496,0.0012468080,11
197498,197498,31.2411334301,121.4857626139,17.8738903728,0.1505192557,-0.0297509295,-0.1592976607,-0.0072644906,0.0061983907,0.0046581324,-0.0074393847,0.0061730132,0.0029172589,11
197499,197499,31.2411323988,121.4857610981,17.7137112710,0.1141968029,0.0012410239,-0.1360069987,-0.0147038753,0.0123714039,0.0075753913,0.0087539705,-0.0078143563,-0.0070839839,10
197500,197500,31.2411315241,121.4857598724,17.6026319644,0.0412655740,0.0626031936,-0.0984330542,-0.0060199357,0.0046195617,0.0005480785,0.0016673548,-0.0005804285,-0.0035992669,10
197501,197501,31.2411303893,121.4857587169,17.6006907191,0.0111658956,0.0857010022,-0.0956926615,-0.0043525809,0.0040391332,-0.0030511883,0.0044082295,-0.0067172753,-0.0059642861,10
197502,197502,31.2411300157,121.4857592637,17.8484649256,-0.0105970090,0.1058966683,-0.1109486032,0.0000556486,-0.0026781420,-0.0090154744,-0.0016332779,0.0028772023,0.0024241037,11
197504,197504,31.2411280647,121.4857582428,17.9102552505,-0.0101949482,0.0865470933,-0.1760854013,-0.0023044378,0.0014794150,-0.0055126448,0.0024920778,0.0000898787,-0.0004718503,8
197505,197505,31.2411268760,121.4857573780,17.8225907020,-0.0217171374,0.0939441685,-0.2036486251,0.0001876400,0.0015692938,-0.0059844950,-0.0038922836,0.0044476758,0.0006144056,8
197506,197506,31.2411245911,121.4857574202,17.8410117429,-0.0207789376,0.1017906373,-0.2335711003,-0.0037046436,0.0060169696,-0.0053700895,0.0023799059,-0.0003252386,-0.0001567326,7
197507,197507,31.2411223843,121.4857565649,17.7994784907,-0.0393021558,0.1318754851,-0.2604215476,-0.0013247377,0.0056917309,-0.0055268221,0.0005680938,0.0003745775,-0.0002208019,8
197508,197508,31.2411194245,121.4857562053,17.8016627740,-0.0459258445,0.1603341398,-0.2880556578,-0.0007566439,0.0060663084,-0.0057476239,-0.0001193053,-0.0000949814,0.0000159880,7
197509,197509,31.2411161546,121.4857552779,17.7902949347,-0.0497090641,0.1906656819,-0.3167937774,-0.0008759492,0.0059713270,-0.0057316359,0.0008293008,-0.0007870594,0.0006818696,6
197510,197510,31.2411124853,121.4857541725,17.7844392470,-0.0540888100,0.2205223169,-0.3454519569,-0.0000466484,0.0051842676,-0.0050497663,0.0008861940,-0.0027397985,0.0008481522,8
197511,197511,31.2411084718,121.4857529130,17.7867099321,-0.0543220519,0.2464436551,-0.3707007883,0.0008395457,0.0024444691,-0.0042016141,0.0009478039,-0.0025829941,0.0004418430,9
197512,197512,31.2411040370,121.4857514894,17.7883965281,-0.0501243236,0.2586660006,-0.3917088586,0.0017873495,-0.0001385250,-0.0037597710,0.0013674690,-0.0040672204,0.0001921417,9
197513,197513,31.2410994255,121.4857497682,17.7847612759,-0.0411875759,0.2579733758,-0.4105077139,0.0031548185,-0.0042057454,-0.0035676293,-0.0019511952,0.0010069745,0.0018005238,6
197514,197514,31.2410946676,121.4857478452,17.7609399679,-0.0254134833,0.2369446489,-0.4283458605,0.0012036233,-0.0031987709,-0.0017671056,-0.0008338424,-0.0015475301,0.0007504758,9
197515,197515,31.2410898738,121.4857457981,17.7127071994,-0.0193953670,0.2209507944,-0.4371813883,0.0003697809,-0.0047463010,-0.0010166298,-0.0006454317,0.0000198624,0.0002877408,7
197516,197516,31.2410846422,121.4857439762,17.7225479001,-0.0175464625,0.1972192894,-0.4422645371,-0.0002756508,-0.0047264386,-0.0007288890,0.0019609216,-0.0033902478,0.0012868040,7
197517,197517,31.2410798660,121.4857419260,17.6321695077,-0.0189247164,0.1735870964,-0.4459089820,0.0016852708,-0.0081166864,0.0005579150,-0.0002473654,-0.0008859091,0.0006550461,9
197518,197518,31.2410742712,121.4857405062,17.6400545079,-0.0104983625,0.1330036646,-0.4431194071,0.0014379054,-0.0090025955,0.0012129611,-0.0015785831,0.0009357660,0.0004239501,13
197519,197519,31.2410696532,121.4857392676,17.4591028193,-0.0033088354,0.0879906871,-0.4370546015,-0.0001406777,-0.0080668295,0.0016369113,-0.0009953750,0.0044311151,-0.0009955348,9
197520,197520,31.2410657029,121.4857383437,17.2089243420,-0.0040122237,0.0476565398,-0.4288700452,-0.0011360527,-0.0036357144,0.0006413765,-0.0001409544,0.0010903037,-0.0012538383,12
197521,197521,31.2410637206,121.4857386017,16.9565307764,-0.0096924870,0.0294779680,-0.4256631629,-0.0012770071,-0.0025454107,-0.0006124618,-0.0014283810,0.0012611858,0.0013949580,8
197522,197522,31.2410614214,121.4857387965,16.6675753960,-0.0160775224,0.0167509146,-0.4287254720,-0.0027053881,-0.0012842249,0.0007824962,0.0000162710,-0.0005450481,0.0001965980,9
197523,197523,31.2410572570,121.4857385327,16.4993486102,-0.0296044628,0.0103297902,-0.4248129910,-0.0026891171,-0.0018292730,0.0009790942,-0.0000458970,-0.0034753162,-0.0006745357,11
197524,197524,31.2410525732,121.4857389043,16.2977275852,-0.0430500483,0.0011834254,-0.4199175199,-0.0027350141,-0.0053045892,0.0003045585,-0.0010399484,0.0005575486,-0.0000217136,9
197525,197525,31.2410492664,121.4857392143,16.0848109153,-0.0567251188,-0.0253395206,-0.4183947272,-0.0037749625,-0.0047470406,0.0002828449,-0.0007774947,0.0001830953,0.0000317772,8
197526,197526,31.2410455128,121.4857397397,15.8781217652,-0.0755999312,-0.0490747236,-0.4169805027,-0.0045524572,-0.0045639453,0.0003146221,-0.0012354589,0.0010507940,-0.0007546690,10
197527,197527,31.2410421628,121.4857400941,15.5790148988,-0.0983622172,-0.0718944502,-0.4154073922,-0.0057879161,-0.0035131514,-0.0004400469,-0.0018046096,0.0019044130,-0.0019456432,12
197528,197528,31.2410389772,121.4857406133,15.2852697983,-0.1273017979,-0.0894602070,-0.4176076268,-0.0075925258,-0.0016087384,-0.0023856901,-0.0010501495,0.0009505849,-0.0000457652,11
197529,197529,31.2410374286,121.4857418624,15.0254129181,-0.1652644267,-0.0975038991,-0.4295360774,-0.0086426753,-0.0006581535,-0.0024314554,-0.0011156121,0.0022236116,0.0001177394,8
197530,197530,31.2410338526,121.4857437667,14.8085294185,-0.2084778032,-0.1007946667,-0.4416933542,-0.0097582875,0.0015654581,-0.0023137159,0.0014389418,0.0006253347,0.0008575313,8
197531,197531,31.2410299970,121.4857467888,14.6189337487,-0.2572692405,-0.0929673763,-0.4532619339,-0.0083193456,0.0021907928,-0.0014561846,0.0005552224,-0.0003933702,0.0020267597,9
