549936,549936,22.3304988856,114.1795143053,10.6100137875
549937,549937,22.3304964926,114.1795201617,10.0283557522
549938,549938,22.3304965561,114.1795203124,10.0116321509
549939,549939,22.3304974446,114.1795173266,10.0776741957
549940,549940,22.3304967089,114.1795188979,10.1780548971
549941,549941,22.3304980466,114.1795169666,10.7511623089
549942,549942,22.3304955324,114.1795198855,9.7362479444
549943,549943,22.3304938872,114.1795242011,9.6961637299
549944,549944,22.3304937087,114.1795251891,9.8246368572
549945,549945,22.3304955212,114.1795204642,10.5733454763
549946,549946,22.3304912084,114.1795300753,9.9126664787
549947,549947,22.3304912507,114.1795310988,10.0358400922
549948,549948,22.3304884173,114.1795382158,9.5012864402
549949,549949,22.3304909476,114.1795330514,10.4087832795
549950,549950,22.3304911325,114.1795318305,10.8334754021
549951,549951,22.3304900302,114.1795381208,10.4388006655
549952,549952,22.3304890250,114.1795434398,10.1502886225
549953,549953,22.3304876103,114.1795517486,9.6174210901
549954,549954,22.3304899000,114.1795187744,18.1990041965
549955,549955,22.3304912381,114.1795234063,17.8829150255
549956,549956,22.3304983117,114.1795147812,18.8270892398
549957,549957,22.3305036154,114.1795103153,19.3606808283
549958,549958,22.3305053792,114.1795102806,19.7073684040
549959,549959,22.3305090995,114.1795095587,19.9146502578
549960,549960,22.3305114193,114.1795167467,19.1860397823
549961,549961,22.3305340357,114.1795089477,19.6224188114
549962,549962,22.3305589861,114.1795017862,19.5609664530
549963,549963,22.3305903799,114.1794948331,22.2846847894
549964,549964,22.3306238531,114.1795006932,20.9371782349
549965,549965,22.3306616102,114.1794961737,19.9075473078
549966,549966,22.3307111818,114.1795217189,12.2937713297
549967,549967,22.3307538910,114.1795188316,10.9345998424
549968,549968,22.3307969439,114.1795241398,13.0696123997
549969,549969,22.3308375962,114.1795137014,10.3343745574
549970,549970,22.3308779194,114.1795256869,12.0889514813
549971,549971,22.3309162499,114.1795278329,12.8631368636
549972,549972,22.3309553397,114.1795271353,13.6217992676
549973,549973,22.3309885676,114.1795593399,7.0749599950
549974,549974,22.3310336555,114.1795384746,10.5107676781
549975,549975,22.3310766576,114.1795427255,8.7421519864
549976,549976,22.3311170609,114.1795386048,5.4332046639
549977,549977,22.3311593611,114.1795516993,6.3691652976
549978,549978,22.3311990729,114.1795655357,4.5093994362
549979,549979,22.3312461558,114.1795521651,10.0622037410
549980,549980,22.3312985035,114.1795279588,17.4728580853
549981,549981,22.3313449581,114.1795349429,17.2212891347
549982,549982,22.3313930714,114.1795427620,16.7505370716
549983,549983,22.3314421884,114.1795477539,15.5176207664
549984,549984,22.3314933458,114.1795542008,15.0362524199
549985,549985,22.3315466740,114.1795565833,14.7669063905
549986,549986,22.3315988501,114.1795661885,15.0056841238
549987,549987,22.3316516164,114.1795813090,16.2898309881
549988,549988,22.3316986251,114.1796003843,21.1507202042
549989,549989,22.3317473282,114.1796040110,20.7721335572
549990,549990,22.3317969939,114.1795829390,25.3462701940
549991,549991,22.3318408339,114.1795923273,24.3327548677
549992,549992,22.3318802375,114.1795993951,24.2775865731
549993,549993,22.3319134243,114.1796062845,22.5208788050
549994,549994,22.3319292128,114.1796271767,21.1718573560
549995,549995,22.3319486034,114.1796449469,19.8679124980
549996,549996,22.3319614534,114.1796634058,19.9508215733
549997,549997,22.3319633150,114.1796944485,20.6743451592
549998,549998,22.3319582162,114.1797351736,19.1484936143
549999,549999,22.3319565345,114.1797752521,18.0622424076
550000,550000,22.3319580005,114.1798144644,17.9651413211
550001,550001,22.3319615842,114.1798700283,21.3404943528
550002,550002,22.3319595035,114.1799185821,21.8191845184
550003,550003,22.3319556004,114.1799656294,20.5489037542
550004,550004,22.3319529388,114.1800177034,20.4088595325
550005,550005,22.3319494540,114.1800701362,20.4251863747
550006,550006,22.3319424875,114.1801229477,17.5969813559
550007,550007,22.3319380033,114.1801683653,14.4640943433
550008,550008,22.3319364736,114.1802209855,15.0934956666
550009,550009,22.3319350280,114.1802723242,15.8408134070
550010,550010,22.3319341913,114.1803269509,17.7342168420
550011,550011,22.3319341863,114.1803802982,18.9952762892
550012,550012,22.3319280111,114.1804283664,18.0456965419
550013,550013,22.3319267953,114.1804765320,18.1343064313
550014,550014,22.3319219176,114.1805217850,18.2993996701
550015,550015,22.3319179814,114.1805632565,17.0739598693
550016,550016,22.3319130187,114.1806065913,15.8795692606
550017,550017,22.3319090145,114.1806458479,14.8522266136
550018,550018,22.3319095827,114.1806908091,16.8805129623
550019,550019,22.3319065822,114.1807246380,17.0964436438
550020,550020,22.3319062757,114.1807599212,17.4024675649
550021,550021,22.3319028348,114.1807945118,19.3641175132
550022,550022,22.3318995993,114.1808241670,19.9203342200
550023,550023,22.3318922333,114.1808446700,19.3106870144
550024,550024,22.3318788307,114.1808666961,19.8593059211
550025,550025,22.3318565295,114.1808658679,19.4027948810
550026,550026,22.3318257558,114.1808425885,7.3639788324
550027,550027,22.3318051667,114.1808509074,8.7186910345
550028,550028,22.3317844691,114.1808556701,10.8420196793
550029,550029,22.3317593919,114.1808598626,11.8964397090
550030,550030,22.3317317165,114.1808659942,13.0073275647
550031,550031,22.3316851391,114.1808484523,12.0644701322
550032,550032,22.3316485666,114.1808516131,13.0362996883
550033,550033,22.3316042790,114.1808749091,9.1589252151
550034,550034,22.3315666076,114.1808732475,10.3890492548
550035,550035,22.3315245768,114.1808678787,8.9950914927
550036,550036,22.3314999369,114.1808414320,13.5838001575
550037,550037,22.3314621925,114.1808474531,18.2439835383
550038,550038,22.3314211623,114.1808397361,17.0285342035
