GPS_week,GPS_tow,Latitude(deg),Longitude(deg),Altitude(m)
2166,137272.000,22.29921218,114.17834589,4.770
2166,137273.000,22.29921799,114.17834494,4.770
2166,137274.000,22.29921799,114.17834494,4.770
2166,137275.000,22.29921547,114.17834724,4.770
2166,137276.000,22.29921852,114.17834718,4.770
2166,137277.000,22.29921883,114.17834784,4.770
2166,137278.000,22.29921936,114.17834741,4.770
2166,137279.000,22.29921944,114.17834650,4.770
2166,137280.000,22.29921626,114.17834553,4.770
2166,137281.000,22.29921625,114.17834550,4.770
2166,137282.000,22.29921624,114.17834548,4.770
2166,137283.000,22.29921559,114.17834237,4.770
2166,137284.000,22.29921334,114.17834256,4.770
2166,137285.000,22.29919694,114.17834326,4.770
2166,137286.000,22.29920550,114.17833825,4.770
2166,137287.000,22.29915524,114.17833253,4.770
2166,137288.000,22.29910829,114.17832409,4.770
2166,137289.000,22.29906777,114.17831590,4.770
2166,137290.000,22.29905963,114.17832906,4.770
2166,137291.000,22.29907740,114.17828178,4.770
2166,137292.000,22.29907542,114.17828927,4.770
2166,137293.000,22.29906615,114.17827897,4.770
2166,137294.000,22.29884266,114.17794823,4.770
2166,137295.000,22.29884280,114.17794755,4.770
2166,137296.000,22.29884280,114.17794755,4.770
2166,137297.000,22.29883398,114.17793450,4.770
2166,137298.000,22.29882866,114.17793557,4.770
2166,137299.000,22.29880931,114.17791465,4.770
2166,137300.000,22.29880173,114.17790949,4.770
2166,137301.000,22.29880140,114.17790930,4.770
2166,137302.000,22.29881643,114.17791283,4.770
2166,137303.000,22.29884103,114.17791535,4.770
2166,137304.000,22.29887430,114.17790172,4.770
2166,137305.000,22.29885558,114.17790416,4.770
2166,137306.000,22.29886579,114.17790972,4.770
2166,137307.000,22.29886746,114.17791216,4.770
2166,137308.000,22.29884492,114.17792521,4.770
2166,137309.000,22.29883811,114.17793906,4.770
2166,137310.000,22.29882014,114.17792069,4.770
2166,137311.000,22.29882012,114.17792068,4.770
2166,137312.000,22.29882409,114.17792314,4.770
2166,137313.000,22.29883789,114.17793179,4.770
2166,137314.000,22.29880884,114.17790542,4.770
2166,137315.000,22.29879756,114.17789988,4.770
2166,137316.000,22.29879755,114.17789988,4.770
2166,137317.000,22.29879347,114.17789730,4.770
2166,137318.000,22.29879278,114.17789713,4.770
2166,137319.000,22.29879948,114.17789935,4.770
2166,137320.000,22.29879350,114.17789731,4.770
2166,137321.000,22.29879948,114.17789935,4.770
2166,137322.000,22.29882236,114.17790290,4.770
2166,137323.000,22.29880885,114.17790039,4.770
2166,137324.000,22.29879967,114.17789446,4.770
2166,137325.000,22.29880152,114.17789412,4.770
2166,137326.000,22.29882600,114.17790290,4.770
2166,137327.000,22.29880154,114.17789412,4.770
2166,137328.000,22.29878932,114.17788299,4.770
2166,137329.000,22.29879543,114.17788455,4.770
2166,137330.000,22.29879542,114.17788455,4.770
2166,137331.000,22.29878907,114.17788318,4.770
2166,137332.000,22.29878933,114.17788299,4.770
2166,137333.000,22.29878907,114.17788317,4.770
2166,137334.000,22.29878880,114.17788337,4.770
2166,137335.000,22.29879235,114.17788958,4.770
2166,137336.000,22.29879964,114.17789446,4.770
2166,137337.000,22.29879329,114.17788915,4.770
2166,137338.000,22.29879280,114.17787677,4.770
2166,137339.000,22.29878704,114.17787568,4.770
2166,137340.000,22.29878620,114.17787647,4.770
2166,137341.000,22.29879076,114.17787077,4.770
2166,137342.000,22.29880581,114.17785482,4.770
2166,137343.000,22.29879076,114.17787077,4.770
2166,137344.000,22.29878619,114.17787648,4.770
2166,137345.000,22.29878654,114.17787615,4.770
2166,137346.000,22.29878704,114.17787568,4.770
2166,137347.000,22.29878598,114.17787668,4.770
2166,137348.000,22.29878652,114.17787617,4.770
2166,137349.000,22.29878619,114.17787648,4.770
2166,137350.000,22.29878465,114.17787312,4.770
2166,137351.000,22.29879464,114.17786547,4.770
2166,137352.000,22.29879020,114.17786728,4.770
2166,137353.000,22.29879465,114.17786547,4.770
2166,137354.000,22.29878652,114.17787617,4.770
2166,137355.000,22.29879464,114.17786547,4.770
2166,137356.000,22.29880581,114.17785482,4.770
2166,137357.000,22.29878649,114.17787619,4.770
2166,137358.000,22.29878702,114.17787570,4.770
2166,137359.000,22.29878651,114.17787617,4.770
2166,137360.000,22.29871233,114.17781855,4.770
2166,137361.000,22.29872275,114.17781331,4.770
2166,137362.000,22.29877798,114.17785107,4.770
2166,137363.000,22.29878138,114.17786274,4.770
2166,137364.000,22.29879139,114.17786759,4.770
2166,137365.000,22.29878863,114.17787557,4.770
2166,137366.000,22.29880574,114.17785468,4.770
2166,137367.000,22.29880085,114.17786567,4.770
2166,137368.000,22.29880557,114.17783414,4.770
2166,137369.000,22.29880625,114.17783678,4.770
2166,137370.000,22.29881065,114.17780941,4.770
2166,137371.000,22.29881483,114.17780329,4.770
2166,137372.000,22.29881965,114.17779188,4.770
2166,137373.000,22.29882707,114.17779776,4.770
2166,137374.000,22.29884238,114.17780272,4.770
2166,137375.000,22.29884235,114.17780272,4.770
2166,137376.000,22.29918072,114.17772288,4.770
2166,137377.000,22.29919349,114.17773794,4.770
2166,137378.000,22.29918579,114.17772915,4.770
2166,137379.000,22.29917729,114.17771995,4.770
2166,137380.000,22.29917736,114.17772001,4.770
2166,137381.000,22.29917724,114.17771990,4.770
2166,137382.000,22.29917717,114.17771983,4.770
2166,137383.000,22.29917721,114.17771987,4.770
2166,137384.000,22.29917676,114.17771947,4.770
2166,137385.000,22.29917666,114.17771938,4.770
2166,137386.000,22.29917667,114.17771939,4.770
2166,137387.000,22.29917617,114.17771895,4.770
2166,137388.000,22.29917613,114.17771891,4.770
2166,137389.000,22.29918402,114.17772773,4.770
2166,137390.000,22.29918362,114.17772743,4.770
2166,137391.000,22.29918402,114.17772774,4.770
2166,137392.000,22.29918394,114.17772767,4.770
2166,137393.000,22.29918258,114.17772546,4.770
2166,137394.000,22.29918261,114.17772548,4.770
2166,137395.000,22.29918279,114.17772559,4.770
2166,137396.000,22.29918768,114.17773090,4.770
2166,137397.000,22.29918260,114.17772548,4.770
2166,137398.000,22.29918242,114.17772537,4.770
2166,137399.000,22.29918199,114.17772512,4.770
2166,137400.000,22.29918180,114.17772501,4.770
2166,137401.000,22.29918178,114.17772500,4.770
2166,137402.000,22.29918155,114.17772488,4.770
2166,137403.000,22.29918151,114.17772486,4.770
2166,137404.000,22.29918173,114.17772497,4.770
2166,137405.000,22.29918485,114.17772822,4.770
2166,137406.000,22.29918776,114.17773194,4.770
2166,137407.000,22.29918960,114.17773093,4.770
2166,137408.000,22.29937272,114.17735869,4.770
2166,137409.000,22.29936814,114.17735418,4.770
2166,137410.000,22.29937208,114.17735829,4.770
2166,137411.000,22.29937203,114.17735832,4.770
2166,137412.000,22.29936877,114.17735155,4.770
2166,137413.000,22.29936441,114.17734542,4.770
2166,137414.000,22.29937059,114.17735728,4.770
2166,137415.000,22.29937136,114.17735637,4.770
2166,137416.000,22.29937034,114.17735654,4.770
2166,137417.000,22.29936803,114.17735391,4.770
2166,137418.000,22.29937074,114.17735918,4.770
2166,137419.000,22.29937398,114.17736100,4.770
2166,137420.000,22.29937139,114.17735972,4.770
2166,137421.000,22.29937452,114.17736082,4.770
2166,137422.000,22.29937142,114.17735669,4.770
2166,137423.000,22.29991615,114.17737650,4.770
2166,137424.000,22.29937355,114.17735938,4.770
2166,137425.000,22.29937288,114.17735933,4.770
2166,137426.000,22.29987605,114.17734699,4.770
2166,137427.000,22.29937286,114.17735932,4.770
2166,137428.000,22.29937411,114.17735937,4.770
2166,137429.000,22.29937396,114.17735950,4.770
2166,137430.000,22.29937658,114.17736238,4.770
2166,137431.000,22.29943290,114.17740827,4.770
2166,137432.000,22.29946935,114.17741643,4.770
2166,137433.000,22.29937488,114.17735122,4.770
2166,137434.000,22.29938557,114.17732727,4.770
2166,137435.000,22.29976261,114.17741951,4.770
2166,137436.000,22.29974846,114.17743163,4.770
2166,137437.000,22.29975126,114.17743272,4.770
2166,137438.000,22.29975164,114.17743294,4.770
2166,137439.000,22.29976254,114.17742228,4.770
2166,137440.000,22.29975172,114.17743299,4.770
2166,137441.000,22.29976225,114.17742084,4.770
2166,137442.000,22.29976189,114.17742124,4.770
2166,137443.000,22.29976271,114.17742000,4.770
2166,137444.000,22.29976290,114.17742065,4.770
2166,137445.000,22.29976479,114.17742053,4.770
2166,137446.000,22.29976215,114.17742177,4.770
2166,137447.000,22.29976272,114.17742003,4.770
2166,137448.000,22.29976193,114.17742133,4.770
2166,137449.000,22.29976217,114.17742182,4.770
2166,137450.000,22.29976393,114.17742277,4.770
2166,137451.000,22.29976635,114.17742286,4.770
2166,137452.000,22.29976225,114.17742266,4.770
2166,137453.000,22.29946706,114.17745086,4.770
2166,137454.000,22.29975810,114.17742255,4.770
2166,137455.000,22.29976198,114.17742207,4.770
2166,137456.000,22.29975506,114.17743173,4.770
2166,137457.000,22.29975577,114.17743249,4.770
2166,137458.000,22.29975204,114.17743259,4.770
2166,137459.000,22.29975541,114.17743312,4.770
2166,137460.000,22.29975838,114.17743220,4.770
2166,137461.000,22.29975874,114.17742947,4.770
2166,137462.000,22.29975540,114.17743310,4.770
2166,137463.000,22.29975463,114.17743239,4.770
2166,137464.000,22.29975463,114.17743239,4.770
2166,137465.000,22.29975463,114.17743239,4.770
2166,137466.000,22.29975464,114.17743240,4.770
2166,137467.000,22.29975883,114.17743025,4.770
2166,137468.000,22.29976171,114.17743254,4.770
2166,137469.000,22.29975465,114.17743237,4.770
2166,137470.000,22.29975435,114.17743151,4.770
2166,137471.000,22.29976219,114.17743148,4.770
2166,137472.000,22.29975935,114.17742658,4.770
2166,137473.000,22.29975399,114.17743042,4.770
2166,137474.000,22.29955561,114.17742920,4.770
2166,137475.000,22.29937054,114.17735020,4.770
2166,137476.000,22.29937078,114.17735045,4.770
2166,137477.000,22.29937167,114.17735023,4.770
2166,137478.000,22.29937754,114.17726879,4.770
2166,137479.000,22.29937778,114.17734507,4.770
2166,137480.000,22.29947041,114.17740254,4.770
2166,137481.000,22.29953191,114.17740542,4.770
2166,137482.000,22.29941672,114.17735090,4.770
2166,137483.000,22.29937196,114.17734672,4.770
2166,137484.000,22.29937241,114.17734257,4.770
2166,137485.000,22.29996169,114.17739361,4.770
2166,137486.000,22.29996015,114.17739458,4.770
2166,137487.000,22.29947176,114.17739226,4.770
2166,137488.000,22.29946829,114.17741916,4.770
2166,137489.000,22.29989543,114.17746087,4.770
2166,137490.000,22.29996203,114.17739354,4.770
2166,137491.000,22.29996833,114.17739193,4.770
2166,137492.000,22.29995605,114.17739305,4.770
2166,137493.000,22.29994485,114.17739645,4.770
2166,137494.000,22.29995595,114.17739383,4.770
2166,137495.000,22.29996328,114.17739245,4.770
2166,137496.000,22.29995746,114.17739214,4.770
2166,137497.000,22.29996048,114.17739302,4.770
2166,137498.000,22.29995827,114.17739279,4.770
2166,137499.000,22.29995963,114.17739291,4.770
2166,137500.000,22.29995467,114.17739308,4.770
2166,137501.000,22.29996422,114.17739264,4.770
2166,137502.000,22.29995907,114.17739228,4.770
2166,137503.000,22.29995555,114.17739247,4.770
2166,137504.000,22.29994970,114.17739260,4.770
2166,137505.000,22.29994896,114.17740230,4.770
2166,137506.000,22.29975074,114.17743483,4.770
2166,137507.000,22.29937098,114.17735104,4.770
2166,137508.000,22.29977505,114.17740500,4.770
2166,137509.000,22.29936874,114.17734304,4.770
2166,137510.000,22.29976151,114.17740454,4.770
2166,137511.000,22.29976052,114.17741670,4.770
2166,137512.000,22.29936894,114.17733262,4.770
2166,137513.000,22.29936807,114.17734282,4.770
2166,137514.000,22.29975952,114.17741182,4.770
2166,137515.000,22.29936507,114.17734206,4.770
2166,137516.000,22.29975946,114.17741759,4.770
2166,137517.000,22.29976016,114.17741475,4.770
2166,137518.000,22.29976143,114.17741429,4.770
2166,137519.000,22.29949030,114.17734231,4.770
2166,137520.000,22.29934350,114.17723973,4.770
2166,137521.000,22.29933852,114.17723474,4.770
2166,137522.000,22.29934705,114.17724388,4.770
2166,137523.000,22.29945045,114.17730130,4.770
2166,137524.000,22.29933414,114.17722751,4.770
2166,137525.000,22.29975754,114.17742880,4.770
2166,137526.000,22.29976085,114.17743230,4.770
2166,137527.000,22.29976171,114.17743123,4.770
2166,137528.000,22.29976170,114.17743121,4.770
2166,137529.000,22.29976570,114.17743308,4.770
2166,137530.000,22.29978979,114.17745845,4.770
2166,137531.000,22.29986494,114.17749549,4.770
2166,137532.000,22.29979536,114.17746575,4.770
2166,137533.000,22.29976088,114.17743236,4.770
2166,137534.000,22.29976050,114.17743233,4.770
2166,137535.000,22.29976130,114.17743105,4.770
2166,137536.000,22.29976277,114.17742088,4.770
2166,137537.000,22.29983648,114.17749507,4.770
2166,137538.000,22.29989564,114.17746727,4.770
2166,137539.000,22.29976143,114.17740980,4.770
2166,137540.000,22.29988985,114.17747718,4.770
2166,137541.000,22.29984948,114.17749757,4.770
2166,137542.000,22.29952974,114.17739869,4.770
2166,137543.000,22.29976071,114.17740953,4.770
2166,137544.000,22.29953221,114.17739837,4.770
2166,137545.000,22.29953821,114.17741013,4.770
2166,137546.000,22.29976120,114.17743108,4.770
2166,137547.000,22.29977196,114.17743843,4.770
2166,137548.000,22.29988164,114.17747824,4.770
2166,137549.000,22.29986162,114.17749759,4.770
2166,137550.000,22.29981852,114.17748564,4.770
2166,137551.000,22.29981711,114.17748518,4.770
2166,137552.000,22.29984570,114.17750645,4.770
2166,137553.000,22.29976508,114.17743279,4.770
2166,137554.000,22.29987955,114.17747592,4.770
2166,137555.000,22.29983553,114.17749542,4.770
2166,137556.000,22.29983582,114.17749489,4.770
2166,137557.000,22.29986155,114.17749792,4.770
2166,137558.000,22.29976511,114.17743283,4.770
2166,137559.000,22.29976678,114.17743482,4.770
2166,137560.000,22.29977140,114.17743763,4.770
2166,137561.000,22.29981013,114.17747949,4.770
2166,137562.000,22.29980332,114.17747788,4.770
2166,137563.000,22.29976611,114.17743394,4.770
2166,137564.000,22.29982015,114.17748900,4.770
2166,137565.000,22.29984565,114.17749825,4.770
2166,137566.000,22.29976608,114.17743390,4.770
2166,137567.000,22.29976663,114.17742151,4.770
2166,137568.000,22.29984840,114.17749753,4.770
2166,137569.000,22.29974938,114.17742544,4.770
2166,137570.000,22.29991074,114.17743028,4.770
2166,137571.000,22.29950385,114.17735625,4.770
2166,137572.000,22.29956635,114.17747637,4.770
2166,137573.000,22.29979611,114.17746686,4.770
2166,137574.000,22.29978174,114.17745027,4.770
2166,137575.000,22.29976805,114.17743325,4.770
2166,137576.000,22.29976795,114.17743563,4.770
2166,137577.000,22.29976798,114.17743567,4.770
2166,137578.000,22.29978175,114.17745066,4.770
2166,137579.000,22.29978172,114.17745021,4.770
2166,137580.000,22.29978173,114.17745059,4.770
2166,137581.000,22.29986556,114.17748596,4.770
2166,137582.000,22.29987715,114.17749145,4.770
2166,137583.000,22.29991119,114.17742614,4.770
2166,137584.000,22.29990926,114.17742842,4.770
2166,137585.000,22.29980398,114.17746336,4.770
2166,137586.000,22.29989275,114.17745790,4.770
2166,137587.000,22.29978872,114.17745667,4.770
2166,137588.000,22.29977986,114.17745267,4.770
2166,137589.000,22.29981822,114.17748378,4.770
2166,137590.000,22.29980390,114.17747593,4.770
2166,137591.000,22.29978014,114.17745080,4.770
2166,137592.000,22.29982361,114.17748177,4.770
2166,137593.000,22.29991357,114.17741426,4.770
2166,137594.000,22.29991247,114.17739994,4.770
2166,137595.000,22.29979415,114.17746405,4.770
2166,137596.000,22.29978899,114.17746560,4.770
2166,137597.000,22.29979402,114.17746768,4.770
2166,137598.000,22.29953079,114.17740855,4.770
2166,137599.000,22.29975201,114.17743940,4.770
2166,137600.000,22.29978176,114.17745861,4.770
2166,137601.000,22.29977065,114.17741929,4.770
2166,137602.000,22.29981736,114.17747940,4.770
2166,137603.000,22.29981620,114.17747899,4.770
2166,137604.000,22.29990887,114.17743416,4.770
2166,137605.000,22.29981785,114.17746930,4.770
2166,137606.000,22.29979968,114.17747499,4.770
2166,137607.000,22.29979344,114.17745977,4.770
2166,137608.000,22.29990721,114.17743286,4.770
2166,137609.000,22.29991024,114.17742902,4.770
2166,137610.000,22.29990282,114.17745778,4.770
2166,137611.000,22.29990124,114.17746172,4.770
2166,137612.000,22.29985017,114.17747467,4.770
2166,137613.000,22.29990174,114.17745963,4.770
2166,137614.000,22.29989158,114.17748009,4.770
2166,137615.000,22.29989487,114.17747644,4.770
2166,137616.000,22.29986211,114.17748078,4.770
2166,137617.000,22.29985916,114.17749778,4.770
2166,137618.000,22.29984601,114.17748797,4.770
2166,137619.000,22.29988239,114.17748563,4.770
2166,137620.000,22.29986457,114.17747706,4.770
2166,137621.000,22.29979922,114.17747534,4.770
2166,137622.000,22.29981920,114.17748170,4.770
2166,137623.000,22.29978498,114.17746625,4.770
2166,137624.000,22.29977733,114.17745239,4.770
2166,137625.000,22.29978579,114.17747123,4.770
2166,137626.000,22.29978224,114.17746340,4.770
2166,137627.000,22.29977755,114.17745901,4.770
2166,137628.000,22.29977866,114.17746007,4.770
2166,137629.000,22.29976802,114.17746148,4.770
2166,137630.000,22.29978404,114.17747194,4.770
2166,137631.000,22.29977256,114.17745887,4.770
2166,137632.000,22.29976854,114.17747028,4.770
2166,137633.000,22.29975132,114.17747429,4.770
2166,137634.000,22.29976549,114.17743497,4.770
2166,137635.000,22.29953442,114.17739907,4.770
2166,137636.000,22.29953184,114.17739810,4.770
2166,137637.000,22.29957796,114.17747019,4.770
2166,137638.000,22.29954939,114.17742029,4.770
2166,137639.000,22.29955134,114.17742178,4.770
2166,137640.000,22.29924273,114.17780120,4.770
2166,137641.000,22.29924208,114.17780162,4.770
2166,137642.000,22.29924335,114.17780131,4.770
2166,137643.000,22.29924331,114.17780063,4.770
2166,137644.000,22.29924287,114.17780045,4.770
2166,137645.000,22.29924209,114.17779738,4.770
2166,137646.000,22.29922293,114.17778480,4.770
2166,137647.000,22.29922999,114.17778669,4.770
2166,137648.000,22.29922705,114.17778547,4.770
2166,137649.000,22.29920076,114.17775731,4.770
2166,137650.000,22.29920075,114.17775730,4.770
2166,137651.000,22.29919696,114.17775409,4.770
2166,137652.000,22.29919757,114.17775508,4.770
2166,137653.000,22.29919654,114.17775329,4.770
2166,137654.000,22.29919616,114.17775278,4.770
2166,137655.000,22.29919618,114.17775280,4.770
2166,137656.000,22.29919579,114.17775228,4.770
2166,137657.000,22.29920412,114.17776172,4.770
2166,137658.000,22.29920396,114.17776148,4.770
2166,137659.000,22.29920377,114.17776175,4.770
2166,137660.000,22.29920352,114.17776206,4.770
2166,137661.000,22.29920364,114.17776186,4.770
2166,137662.000,22.29920370,114.17776222,4.770
2166,137663.000,22.29920381,114.17776208,4.770
2166,137664.000,22.29920383,114.17776211,4.770
2166,137665.000,22.29920386,114.17776214,4.770
2166,137666.000,22.29920407,114.17776178,4.770
2166,137667.000,22.29919681,114.17775434,4.770
2166,137668.000,22.29920563,114.17776545,4.770
2166,137669.000,22.29891465,114.17784079,4.770
2166,137670.000,22.29888098,114.17790739,4.770
2166,137671.000,22.29887024,114.17790376,4.770
2166,137672.000,22.29887682,114.17792015,4.770
2166,137673.000,22.29887721,114.17791869,4.770
2166,137674.000,22.29887700,114.17791972,4.770
2166,137675.000,22.29887707,114.17791957,4.770
2166,137676.000,22.29886211,114.17792177,4.770
2166,137677.000,22.29886362,114.17792299,4.770
2166,137678.000,22.29886311,114.17792335,4.770
2166,137679.000,22.29886281,114.17792164,4.770
2166,137680.000,22.29884586,114.17790227,4.770
2166,137681.000,22.29884285,114.17791297,4.770
2166,137682.000,22.29883696,114.17794451,4.770
2166,137683.000,22.29883555,114.17794499,4.770
2166,137684.000,22.29881491,114.17790401,4.770
2166,137685.000,22.29881306,114.17790093,4.770
2166,137686.000,22.29882166,114.17791845,4.770
2166,137687.000,22.29882675,114.17793235,4.770
2166,137688.000,22.29881303,114.17790092,4.770
2166,137689.000,22.29882218,114.17791301,4.770
2166,137690.000,22.29881944,114.17790428,4.770
2166,137691.000,22.29882848,114.17792896,4.770
2166,137692.000,22.29882793,114.17791497,4.770
2166,137693.000,22.29881949,114.17791064,4.770
2166,137694.000,22.29882616,114.17791996,4.770
2166,137695.000,22.29883016,114.17792647,4.770
2166,137696.000,22.29883663,114.17792982,4.770
2166,137697.000,22.29884073,114.17793883,4.770
2166,137698.000,22.29884728,114.17794887,4.770
2166,137699.000,22.29884488,114.17796141,4.770
2166,137700.000,22.29885270,114.17795050,4.770
2166,137701.000,22.29885170,114.17795866,4.770
2166,137702.000,22.29885171,114.17795864,4.770
2166,137703.000,22.29885232,114.17795755,4.770
2166,137704.000,22.29884541,114.17796233,4.770
2166,137705.000,22.29884512,114.17796278,4.770
2166,137706.000,22.29884214,114.17795494,4.770
2166,137707.000,22.29883712,114.17794402,4.770
2166,137708.000,22.29882919,114.17794105,4.770
2166,137709.000,22.29882754,114.17794103,4.770
2166,137710.000,22.29883358,114.17795286,4.770
2166,137711.000,22.29881801,114.17792976,4.770
2166,137712.000,22.29883346,114.17794691,4.770
2166,137713.000,22.29882353,114.17793781,4.770
2166,137714.000,22.29883362,114.17795252,4.770
2166,137715.000,22.29883411,114.17794476,4.770
2166,137716.000,22.29882647,114.17794146,4.770
2166,137717.000,22.29882648,114.17794145,4.770
2166,137718.000,22.29882647,114.17794146,4.770
2166,137719.000,22.29883346,114.17794691,4.770
2166,137720.000,22.29881954,114.17793114,4.770
2166,137721.000,22.29883725,114.17795345,4.770
2166,137722.000,22.29883121,114.17795021,4.770
2166,137723.000,22.29883241,114.17795153,4.770
2166,137724.000,22.29883855,114.17795367,4.770
2166,137725.000,22.29883249,114.17795144,4.770
2166,137726.000,22.29883860,114.17795520,4.770
2166,137727.000,22.29883857,114.17795426,4.770
2166,137728.000,22.29883790,114.17795254,4.770
2166,137729.000,22.29883880,114.17795480,4.770
2166,137730.000,22.29884193,114.17795484,4.770
2166,137731.000,22.29884203,114.17795430,4.770
2166,137732.000,22.29883265,114.17794935,4.770
2166,137733.000,22.29883192,114.17794985,4.770
2166,137734.000,22.29883244,114.17794903,4.770
2166,137735.000,22.29883242,114.17794822,4.770
2166,137736.000,22.29883685,114.17795536,4.770
2166,137737.000,22.29865033,114.17829245,4.770
2166,137738.000,22.29890418,114.17828778,4.770
2166,137739.000,22.29884031,114.17796324,4.770
2166,137740.000,22.29884049,114.17796253,4.770
2166,137741.000,22.29858741,114.17827501,4.770
2166,137742.000,22.29860728,114.17829378,4.770
2166,137743.000,22.29864611,114.17834451,4.770
2166,137744.000,22.29859787,114.17829814,4.770
2166,137745.000,22.29861229,114.17829018,4.770
2166,137746.000,22.29859455,114.17828825,4.770
2166,137747.000,22.29864374,114.17833153,4.770
2166,137748.000,22.29862698,114.17830647,4.770
2166,137749.000,22.29862611,114.17829206,4.770
2166,137750.000,22.29862620,114.17829197,4.770
2166,137751.000,22.29864099,114.17833080,4.770
2166,137752.000,22.29864280,114.17833874,4.770
2166,137753.000,22.29879823,114.17834879,4.770
2166,137754.000,22.29859439,114.17831078,4.770
2166,137755.000,22.29857217,114.17827238,4.770
2166,137756.000,22.29883924,114.17795676,4.770
2166,137757.000,22.29884262,114.17795608,4.770
2166,137758.000,22.29884104,114.17795672,4.770
2166,137759.000,22.29885409,114.17793867,4.770
2166,137760.000,22.29884118,114.17795492,4.770
2166,137761.000,22.29884546,114.17794089,4.770
2166,137762.000,22.29884383,114.17794379,4.770
2166,137763.000,22.29882274,114.17790886,4.770
2166,137764.000,22.29885457,114.17792677,4.770
2166,137765.000,22.29884645,114.17794182,4.770
2166,137766.000,22.29884794,114.17792794,4.770
2166,137767.000,22.29885671,114.17793525,4.770
2166,137768.000,22.29885673,114.17793527,4.770
2166,137769.000,22.29885675,114.17793527,4.770
2166,137770.000,22.29886432,114.17792605,4.770
2166,137771.000,22.29885581,114.17791757,4.770
2166,137772.000,22.29886345,114.17792678,4.770
2166,137773.000,22.29886432,114.17792606,4.770
2166,137774.000,22.29886344,114.17792677,4.770
2166,137775.000,22.29886344,114.17792678,4.770
2166,137776.000,22.29886120,114.17792852,4.770
2166,137777.000,22.29886120,114.17792852,4.770
2166,137778.000,22.29886117,114.17792849,4.770
2166,137779.000,22.29886344,114.17792677,4.770
2166,137780.000,22.29885607,114.17793159,4.770
2166,137781.000,22.29885223,114.17793544,4.770
2166,137782.000,22.29885977,114.17793387,4.770
2166,137783.000,22.29885359,114.17793022,4.770
2166,137784.000,22.29882832,114.17790842,4.770
2166,137785.000,22.29882634,114.17792642,4.770
2166,137786.000,22.29882742,114.17793007,4.770
2166,137787.000,22.29884796,114.17794481,4.770
2166,137788.000,22.29884600,114.17794377,4.770
2166,137789.000,22.29884255,114.17794504,4.770
2166,137790.000,22.29884138,114.17794585,4.770
2166,137791.000,22.29884225,114.17794490,4.770
2166,137792.000,22.29884121,114.17794569,4.770
2166,137793.000,22.29883293,114.17794835,4.770
2166,137794.000,22.29900506,114.17826811,4.770
2166,137795.000,22.29895896,114.17826862,4.770
2166,137796.000,22.29893387,114.17830510,4.770
2166,137797.000,22.29894001,114.17830931,4.770
2166,137798.000,22.29893261,114.17830667,4.770
2166,137799.000,22.29891888,114.17830915,4.770
2166,137800.000,22.29895287,114.17834497,4.770
2166,137801.000,22.29894817,114.17829184,4.770
2166,137802.000,22.29895090,114.17829652,4.770
2166,137803.000,22.29894006,114.17831016,4.770
2166,137804.000,22.29894006,114.17831016,4.770
2166,137805.000,22.29895321,114.17831250,4.770
2166,137806.000,22.29896928,114.17831592,4.770
2166,137807.000,22.29891211,114.17832817,4.770
2166,137808.000,22.29897897,114.17832699,4.770
2166,137809.000,22.29895455,114.17829908,4.770
2166,137810.000,22.29893103,114.17828609,4.770
2166,137811.000,22.29895155,114.17833505,4.770
2166,137812.000,22.29905466,114.17833243,4.770
2166,137813.000,22.29898625,114.17828997,4.770
2166,137814.000,22.29883332,114.17794767,4.770
2166,137815.000,22.29883599,114.17794814,4.770
2166,137816.000,22.29882842,114.17793024,4.770
2166,137817.000,22.29882270,114.17791050,4.770
2166,137818.000,22.29882442,114.17790172,4.770
2166,137819.000,22.29881945,114.17789074,4.770
2166,137820.000,22.29882777,114.17789319,4.770
2166,137821.000,22.29882453,114.17788851,4.770
2166,137822.000,22.29882276,114.17788587,4.770
2166,137823.000,22.29882406,114.17788999,4.770
2166,137824.000,22.29881422,114.17788758,4.770
2166,137825.000,22.29881421,114.17788758,4.770
2166,137826.000,22.29881270,114.17788608,4.770
2166,137827.000,22.29882437,114.17789019,4.770
2166,137828.000,22.29882381,114.17788974,4.770
2166,137829.000,22.29882907,114.17789199,4.770
2166,137830.000,22.29882887,114.17789196,4.770
2166,137831.000,22.29882888,114.17789196,4.770
2166,137832.000,22.29882835,114.17789209,4.770
2166,137833.000,22.29882803,114.17789182,4.770
2166,137834.000,22.29882800,114.17789181,4.770
2166,137835.000,22.29882799,114.17789181,4.770
2166,137836.000,22.29882802,114.17789181,4.770
2166,137837.000,22.29882813,114.17789183,4.770
2166,137838.000,22.29882579,114.17789091,4.770
2166,137839.000,22.29882906,114.17789199,4.770
2166,137840.000,22.29882672,114.17789212,4.770
2166,137841.000,22.29882414,114.17789002,4.770
2166,137842.000,22.29882414,114.17789001,4.770
2166,137843.000,22.29882945,114.17789230,4.770
2166,137844.000,22.29882903,114.17789199,4.770
2166,137845.000,22.29882802,114.17789181,4.770
2166,137846.000,22.29882634,114.17789651,4.770
2166,137847.000,22.29882617,114.17789661,4.770
2166,137848.000,22.29881799,114.17790120,4.770
2166,137849.000,22.29882834,114.17790836,4.770
2166,137850.000,22.29882446,114.17790778,4.770
2166,137851.000,22.29882620,114.17790783,4.770
2166,137852.000,22.29882573,114.17790787,4.770
