GPS Time(s),Lat(deg),Lon(deg),height(m),SD_E(m),SD_N(m),SD_U(m)
377202.00000000,31.24075280,121.50287350,15.37700000,0.01200000,0.00800000,0.01900000
377203.00000000,31.24075108,121.50287219,15.39200000,0.01200000,0.00900000,0.02000000
377204.00000000,31.24075055,121.50286423,15.39800000,0.01200000,0.00800000,0.01900000
377205.00000000,31.24075791,121.50285544,15.40600000,0.01200000,0.00800000,0.01900000
377206.00000000,31.24076903,121.50284889,15.40600000,0.01200000,0.00900000,0.01900000
377207.00000000,31.24077660,121.50283996,15.42400000,0.01100000,0.00800000,0.01800000
377208.00000000,31.24078465,121.50282970,15.41100000,0.01100000,0.00700000,0.01700000
377209.00000000,31.24079386,121.50282049,15.44300000,0.01000000,0.00700000,0.01700000
377210.00000000,31.24080262,121.50281305,15.46500000,0.01000000,0.00700000,0.01700000
377211.00000000,31.24081214,121.50280490,15.45100000,0.01000000,0.00700000,0.01700000
377212.00000000,31.24082155,121.50279584,15.41900000,0.01000000,0.00700000,0.01700000
377213.00000000,31.24083228,121.50278867,15.42400000,0.01000000,0.00700000,0.01700000
377214.00000000,31.24084339,121.50278186,15.44000000,0.01000000,0.00700000,0.01700000
377215.00000000,31.24085398,121.50277273,15.45900000,0.01000000,0.00700000,0.01700000
377216.00000000,31.24086469,121.50276341,15.45200000,0.00900000,0.00700000,0.01700000
377217.00000000,31.24087474,121.50275520,15.39900000,0.00900000,0.00700000,0.01700000
377218.00000000,31.24088608,121.50274887,15.38500000,0.00900000,0.00700000,0.01600000
377219.00000000,31.24089788,121.50274213,15.39400000,0.00900000,0.00700000,0.01600000
377220.00000000,31.24090900,121.50273511,15.39400000,0.00900000,0.00700000,0.01700000
377221.00000000,31.24091949,121.50272777,15.35300000,0.00900000,0.00800000,0.01700000
377222.00000000,31.24093038,121.50272128,15.39200000,0.01000000,0.00900000,0.01800000
377223.00000000,31.24094234,121.50271629,15.41100000,0.01000000,0.00800000,0.01800000
377224.00000000,31.24095509,121.50271425,15.36500000,0.01000000,0.00800000,0.01800000
377225.00000000,31.24096769,121.50271140,15.36300000,0.01100000,0.00900000,0.01800000
377226.00000000,31.24097984,121.50270802,15.38600000,0.01000000,0.00700000,0.01700000
377227.00000000,31.24099232,121.50270413,15.37500000,0.01000000,0.00700000,0.01600000
377228.00000000,31.24100449,121.50269922,15.35500000,0.01000000,0.00700000,0.01600000
377229.00000000,31.24101603,121.50269299,15.33000000,0.01000000,0.00700000,0.01600000
377230.00000000,31.24102798,121.50268757,15.33100000,0.01000000,0.00700000,0.01600000
377231.00000000,31.24103990,121.50268220,15.35400000,0.01000000,0.00700000,0.01600000
377232.00000000,31.24105298,121.50267763,15.36600000,0.01000000,0.00700000,0.01600000
377233.00000000,31.24106532,121.50267193,15.35000000,0.01000000,0.00700000,0.01600000
377234.00000000,31.24107707,121.50266393,15.36000000,0.01000000,0.00700000,0.01600000
377235.00000000,31.24108852,121.50265622,15.55600000,0.01100000,0.00700000,0.01700000
377236.00000000,31.24109868,121.50264764,15.62600000,0.01200000,0.00700000,0.01800000
377237.00000000,31.24110978,121.50263991,15.63000000,0.01300000,0.00800000,0.02100000
377238.00000000,31.24112083,121.50263123,15.62600000,0.01500000,0.00800000,0.02400000
377239.00000000,31.24113211,121.50262247,15.60900000,0.01700000,0.00900000,0.02800000
377240.00000000,31.24114312,121.50261338,15.59800000,0.01800000,0.00900000,0.03200000
377241.00000000,31.24115428,121.50260479,15.63700000,0.02100000,0.01000000,0.03700000
377242.00000000,31.24116520,121.50259642,15.66000000,0.02300000,0.01200000,0.04200000
377243.00000000,31.24117646,121.50258912,15.64800000,0.02700000,0.01400000,0.04700000
377244.00000000,31.24118738,121.50258059,15.63400000,0.03300000,0.01800000,0.05300000
377245.00000000,31.24119876,121.50257184,15.62100000,0.04000000,0.02300000,0.05900000
377246.00000000,31.24121066,121.50256246,15.65500000,0.04700000,0.02800000,0.06500000
377247.00000000,31.24122228,121.50255386,15.68600000,0.05500000,0.03300000,0.07200000
377248.00000000,31.24123407,121.50254542,15.67300000,0.06300000,0.03800000,0.07800000
377249.00000000,31.24124596,121.50253650,15.65400000,0.06500000,0.03900000,0.07900000
377250.00000000,31.24125732,121.50252786,15.67400000,0.06500000,0.03900000,0.07900000
377251.00000000,31.24126871,121.50251815,15.70800000,0.06600000,0.04000000,0.08000000
377252.00000000,31.24127979,121.50250886,15.70100000,0.07000000,0.04300000,0.08200000
377253.00000000,31.24129100,121.50250023,15.67300000,0.07800000,0.04800000,0.08700000
377254.00000000,31.24130274,121.50249123,15.66300000,0.08900000,0.05700000,0.09500000
377255.00000000,31.24131465,121.50248280,15.69500000,0.10400000,0.06600000,0.10700000
377256.00000000,31.24132740,121.50247504,15.73500000,0.11900000,0.07500000,0.12200000
377257.00000000,31.24133921,121.50246673,15.72400000,0.13300000,0.08300000,0.13900000
377258.00000000,31.24135007,121.50245679,15.72200000,0.13800000,0.08600000,0.14600000
377259.00000000,31.24136145,121.50244714,15.77700000,0.14300000,0.08900000,0.15200000
377260.00000000,31.24137380,121.50243925,15.78500000,0.14700000,0.09100000,0.15800000
377261.00000000,31.24138572,121.50243060,15.75800000,0.15000000,0.09300000,0.16400000
377262.00000000,31.24139740,121.50242200,15.73100000,0.15300000,0.09400000,0.16900000
377263.00000000,31.24140841,121.50241327,15.76300000,0.15500000,0.09500000,0.17500000
377264.00000000,31.24141971,121.50240453,15.77400000,0.15700000,0.09600000,0.18000000
377265.00000000,31.24143098,121.50239562,15.76600000,0.15200000,0.09200000,0.17900000
377266.00000000,31.24144249,121.50238658,15.73400000,0.14800000,0.08900000,0.17800000
377267.00000000,31.24145392,121.50237717,15.73200000,0.14700000,0.08800000,0.18000000
377268.00000000,31.24146501,121.50236808,15.76600000,0.14900000,0.08900000,0.18400000
377269.00000000,31.24147630,121.50235964,15.79700000,0.15400000,0.09200000,0.19400000
377270.00000000,31.24148758,121.50235090,15.78100000,0.15500000,0.09200000,0.20400000
377271.00000000,31.24149951,121.50234206,15.75700000,0.15100000,0.08500000,0.20700000
377272.00000000,31.24151163,121.50233311,15.78800000,0.15000000,0.08000000,0.21000000
377273.00000000,31.24152325,121.50232497,15.80000000,0.15000000,0.07500000,0.21300000
377274.00000000,31.24153492,121.50231615,15.77100000,0.15000000,0.07400000,0.21600000
377275.00000000,31.24154676,121.50230689,15.74400000,0.15000000,0.07200000,0.21900000
377276.00000000,31.24155892,121.50229776,15.78300000,0.15000000,0.07200000,0.22100000
377277.00000000,31.24157095,121.50228849,15.78900000,0.15000000,0.07200000,0.22400000
377278.00000000,31.24158267,121.50227899,15.77100000,0.15000000,0.07200000,0.22700000
377279.00000000,31.24159458,121.50227019,15.73900000,0.15000000,0.07100000,0.22900000
377280.00000000,31.24160597,121.50226100,15.74700000,0.14900000,0.07100000,0.23100000
377281.00000000,31.24161704,121.50225212,15.77900000,0.14900000,0.07000000,0.23300000
377282.00000000,31.24162815,121.50224368,15.79800000,0.14800000,0.07000000,0.23500000
377283.00000000,31.24163893,121.50223477,15.79400000,0.14700000,0.06900000,0.23600000
377284.00000000,31.24165023,121.50222660,15.77800000,0.14700000,0.06900000,0.23800000
377285.00000000,31.24166203,121.50221852,15.77300000,0.14600000,0.06800000,0.23900000
377286.00000000,31.24167270,121.50221012,15.79300000,0.14500000,0.06800000,0.24000000
377287.00000000,31.24168298,121.50220212,15.81500000,0.14400000,0.06700000,0.24000000
377288.00000000,31.24169352,121.50219493,15.82800000,0.14300000,0.06700000,0.24000000
377289.00000000,31.24170404,121.50218732,15.83600000,0.14100000,0.06600000,0.24000000
377290.00000000,31.24171442,121.50217953,15.80100000,0.14000000,0.06600000,0.23900000
377291.00000000,31.24172492,121.50217112,15.76700000,0.13700000,0.06600000,0.23600000
377292.00000000,31.24173561,121.50216336,15.76600000,0.13500000,0.06500000,0.23200000
377293.00000000,31.24174665,121.50215576,15.78500000,0.13200000,0.06500000,0.22600000
377294.00000000,31.24175727,121.50214882,15.78500000,0.13000000,0.06500000,0.22400000
377295.00000000,31.24176781,121.50214108,15.77600000,0.12800000,0.06400000,0.22300000
377296.00000000,31.24177816,121.50213306,15.76100000,0.12700000,0.06400000,0.22200000
377297.00000000,31.24178919,121.50212473,15.74300000,0.12600000,0.06400000,0.22200000
377298.00000000,31.24180028,121.50211673,15.74700000,0.12500000,0.06300000,0.22100000
377299.00000000,31.24181044,121.50210855,15.76800000,0.12500000,0.06300000,0.22100000
377300.00000000,31.24182053,121.50210058,15.78100000,0.12400000,0.06300000,0.22200000
377301.00000000,31.24183136,121.50209314,15.77300000,0.12300000,0.06300000,0.22200000
377302.00000000,31.24184218,121.50208561,15.74800000,0.12300000,0.06300000,0.22200000
377303.00000000,31.24185239,121.50207714,15.74700000,0.12200000,0.06300000,0.22300000
377304.00000000,31.24186268,121.50206873,15.74000000,0.12200000,0.06300000,0.22300000
377305.00000000,31.24187321,121.50206066,15.73700000,0.12100000,0.06300000,0.22400000
377306.00000000,31.24188322,121.50205172,15.75300000,0.12100000,0.06300000,0.22400000
377307.00000000,31.24189195,121.50204174,15.76600000,0.12100000,0.06300000,0.22500000
