1623297167.74004078,2161,359567.74004078,22.33050896,114.18075792,18.68471734,-172.69694449,2.51635917,1.91352320
1623297167.87444949,2161,359567.87444949,22.33050713,114.18075850,18.68762399,-170.59677151,2.38999248,1.84167686
1623297168.00932837,2161,359568.00932837,22.33050479,114.18075934,18.69561399,-168.30256330,2.35017398,1.66614050
1623297168.14087605,2161,359568.14087605,22.33050359,114.18075997,18.70013354,-165.85458302,2.39931856,1.84159912
1623297168.27337170,2161,359568.27337170,22.33050243,114.18076038,18.69661361,-163.58274909,2.77292545,2.03394370
1623297168.40933752,2161,359568.40933752,22.33050099,114.18076105,18.68421725,-161.42740083,2.97591509,2.18372793
1623297168.54076934,2161,359568.54076934,22.33049960,114.18076181,18.67897992,-159.44732992,2.93069362,2.38688689
1623297168.67607689,2161,359568.67607689,22.33049790,114.18076284,18.67983191,-157.68608035,2.51251432,2.22867542
1623297168.81128120,2161,359568.81128120,22.33049554,114.18076395,18.68002349,-156.07075279,2.31582949,1.98079460
1623297168.94323349,2161,359568.94323349,22.33049333,114.18076484,18.68048051,-155.00050212,2.44184432,2.04385134
1623297169.07539868,2161,359569.07539868,22.33049162,114.18076546,18.69079454,-154.22211829,2.58434761,2.04781597
1623297169.21116996,2161,359569.21116996,22.33048971,114.18076626,18.69910706,-153.62562594,2.50320429,1.95105357
1623297169.34404540,2161,359569.34404540,22.33048816,114.18076680,18.71373534,-153.14919222,2.32545412,2.03851106
1623297169.47809482,2161,359569.47809482,22.33048656,114.18076724,18.72681850,-152.94841012,2.38787920,1.95598130
1623297169.60974908,2161,359569.60974908,22.33048504,114.18076773,18.72555991,-153.15211408,2.51078832,1.95676235
1623297169.74376583,2161,359569.74376583,22.33048308,114.18076834,18.72711730,-153.45076317,2.56387045,1.92143228
1623297169.87733889,2161,359569.87733889,22.33048128,114.18076912,18.71887885,-153.85385591,2.49147237,1.94451049
1623297170.01085353,2161,359570.01085353,22.33047912,114.18076982,18.71156458,-154.48879628,2.51908463,1.69780878
1623297170.14318919,2161,359570.14318919,22.33047687,114.18077046,18.71102833,-155.48931387,2.56765695,1.56132530
1623297170.27796054,2161,359570.27796054,22.33047501,114.18077067,18.71220132,-156.81151387,2.60823293,1.43225322
1623297170.41229653,2161,359570.41229653,22.33047308,114.18077109,18.70363083,-158.12471486,2.39870142,1.36819227
1623297170.54528689,2161,359570.54528689,22.33047046,114.18077172,18.69991222,-159.53529467,2.32581676,1.16977389
1623297170.67810440,2161,359570.67810440,22.33046752,114.18077230,18.69351916,-161.19332031,2.29387219,1.07781972
1623297170.81226754,2161,359570.81226754,22.33046492,114.18077278,18.68438210,-162.81237330,2.30982406,1.09775918
1623297170.94565749,2161,359570.94565749,22.33046293,114.18077297,18.67597972,-164.41045611,2.35841115,1.05815990
1623297171.07915425,2161,359571.07915425,22.33046084,114.18077328,18.67005229,-165.90598375,2.35293687,0.93287115
1623297171.21416712,2161,359571.21416712,22.33045803,114.18077351,18.66292410,-167.63279013,2.45514237,0.83951558
1623297171.34645033,2161,359571.34645033,22.33045477,114.18077374,18.64626150,-169.30012572,2.62379680,0.66961283
1623297171.48155570,2161,359571.48155570,22.33045274,114.18077392,18.63725965,-170.54979913,2.79586993,0.67647038
1623297171.61491203,2161,359571.61491203,22.33045051,114.18077403,18.62553790,-171.76409040,2.86198244,0.70294521
1623297171.74594426,2161,359571.74594426,22.33044845,114.18077432,18.61560893,-172.69181169,2.83904046,0.71511712
1623297171.88325810,2161,359571.88325810,22.33044593,114.18077459,18.60129745,-173.58089181,2.71195085,0.73158693
1623297172.01437426,2161,359572.01437426,22.33044359,114.18077477,18.58904089,-174.22969713,2.71152616,0.74300400
1623297172.14674950,2161,359572.14674950,22.33044069,114.18077482,18.57686742,-174.88248723,2.72433014,0.71524771
1623297172.28306580,2161,359572.28306580,22.33043857,114.18077501,18.57362515,-175.24518566,2.70419993,0.65280532
1623297172.41501570,2161,359572.41501570,22.33043705,114.18077516,18.57021098,-175.35717853,2.74283810,0.63816819
1623297172.54858327,2161,359572.54858327,22.33043446,114.18077500,18.56251031,-175.85296506,2.87270743,0.63945039
1623297172.68072939,2161,359572.68072939,22.33043193,114.18077498,18.54799063,-176.21132897,2.90421904,0.70362323
1623297172.81944251,2161,359572.81944251,22.33042936,114.18077516,18.54617215,-176.55660631,2.85141529,0.79099461
1623297172.94820023,2161,359572.94820023,22.33042758,114.18077525,18.53860665,-176.74492711,2.78538510,0.82801481
1623297173.08375096,2161,359573.08375096,22.33042497,114.18077523,18.53496433,-177.16342300,2.87814809,0.79535524
1623297173.21633101,2161,359573.21633101,22.33042248,114.18077508,18.53539889,-177.65354253,3.03205160,0.69185313
1623297173.34845877,2161,359573.34845877,22.33041919,114.18077493,18.52256156,-178.09325215,3.04944220,0.59505670
