197636,197636,-nan,-nan,-6292741.6544055268
197638,197638,-nan,-nan,-6292741.6544055268
197639,197639,-nan,-nan,-nan
197640,197640,31.2400148214,121.4850688405,-23.5472103005
197641,197641,-nan,-nan,-nan
197642,197642,31.2396197620,121.4850281023,-81.3179523253
197643,197643,31.2400505994,121.4848777830,1.9832908519
197644,197644,31.2404972159,121.4848410952,109.9405285239
197645,197645,-nan,-nan,-6292741.6544055268
197646,197646,-nan,-nan,-6292741.6544055268
197647,197647,-nan,-nan,-nan
197648,197648,-nan,-nan,-nan
197650,197650,-nan,-nan,-nan
197651,197651,-nan,-nan,-6292741.6544055268
197652,197652,31.2410868456,121.4854472194,37.7290430189
197653,197653,-nan,-nan,-6292741.6544055268
197654,197654,-nan,-nan,-6292741.6544055268
197655,197655,-nan,-nan,-6292741.6544055268
197656,197656,31.2406702789,121.4860909876,190.1571950929
197657,197657,-nan,-nan,-6292741.6544055268
197658,197658,-nan,-nan,-6292741.6544055268
197659,197659,-nan,-nan,-6292741.6544055268
197660,197660,-nan,-nan,-6292741.6544055268
197661,197661,-nan,-nan,-6292741.6544055268
197662,197662,-nan,-nan,-6292741.6544055268
197663,197663,-nan,-nan,-6292741.6544055268
197664,197664,31.0661731892,119.7055957927,-36943.6628290559
197665,197665,30.4773713889,120.3278079748,-2170.7834507134
197666,197666,-nan,-nan,-6292741.6544055268
197667,197667,-5.0622850634,-6.6660994706,-1512499.5438844441
197668,197668,-nan,-nan,-6292741.6544055268
197669,197669,26.2816243253,128.1128269494,2397771.9773290167
197670,197670,-nan,-nan,-6292741.6544055268
197671,197671,30.2981118382,121.3031900752,-7276.9018596402
197672,197672,-nan,-nan,-6292741.6544055268
197673,197673,-nan,-nan,-6292741.6544055268
197674,197674,-nan,-nan,-6292741.6544055268
197675,197675,-nan,-nan,-6292741.6544055268
197676,197676,31.2410876725,121.4855094735,45.1692984234
197677,197677,30.4136709564,122.3690536578,172691.1569336800
197678,197678,29.1696710296,122.8793410701,71497.6600332563
197679,197679,-nan,-nan,-6292741.6544055268
197680,197680,32.0082465071,101.4661694419,-1874272.4649534705
197681,197681,-nan,-nan,-6292741.6544055268
197682,197682,-nan,-nan,-6292741.6544055268
197683,197683,-nan,-nan,-6292741.6544055268
