197636,197636,-nan,-nan,-6292741.6544055268
197806,197806,31.2404801584,121.4833825170,41.2943749608
197807,197807,31.2404633667,121.4832852740,46.1054516037
197808,197808,31.2404451630,121.4833109910,44.3695312682
197809,197809,31.2405031226,121.4832374298,33.4065994193
197810,197810,31.2405474814,121.4832371288,41.5346051932
197811,197811,31.2405162864,121.4832722107,49.1552070768
197812,197812,31.2404194663,121.4833264430,40.2202433274
197816,197816,31.2403297694,121.4832215064,33.1728399181
197817,197817,31.2403032472,121.4832288833,18.2180763496
197818,197818,31.2403084028,121.4832146656,5.3495467382
197819,197819,31.2403673154,121.4833240347,20.0894995567
197822,197822,31.2404118901,121.4833265129,29.9644384245
197823,197823,31.2404556494,121.4833931492,40.7230277930
197824,197824,31.2404797681,121.4833088952,41.2575693475
197825,197825,31.2404740208,121.4832800839,49.6141485237
197826,197826,31.2404265109,121.4832894572,56.0912629805
197827,197827,31.2404432881,121.4832874915,79.0673651533
197828,197828,31.2404641286,121.4832232816,46.6726189511
197829,197829,31.2404836695,121.4831862440,37.3647087329
197832,197832,31.2404466590,121.4831533536,39.4013925126
197833,197833,31.2404292582,121.4831839980,20.1055009981
197836,197836,31.2404776249,121.4831847421,33.0082149385
197837,197837,31.2404680256,121.4831682819,43.0509336644
197840,197840,31.2405019331,121.4831765495,43.9221208376
197841,197841,31.2404920884,121.4831213681,37.3502155681
197842,197842,31.2405000383,121.4831093595,43.8749031518
197843,197843,31.2404836843,121.4831117882,39.7864073708
197844,197844,31.2404826576,121.4830669876,41.9412910943
197845,197845,31.2404524715,121.4830427959,44.5433906513
197846,197846,31.2404566219,121.4829953606,47.4644773736
197847,197847,31.2404450962,121.4830090110,48.3881776298
197851,197851,31.2403871230,121.4829739248,32.8224981574
197852,197852,31.2403358483,121.4829624067,18.2709422839
197853,197853,31.2403435803,121.4829707692,19.4516762771
197854,197854,31.2403320633,121.4829577717,16.7184211338
197855,197855,31.2403549555,121.4829050691,47.9258225552
197858,197858,31.2403227150,121.4829204944,25.7059296198
197859,197859,31.2402877553,121.4828640974,20.2838302291
197860,197860,31.2403035783,121.4828576078,20.1601276808
197861,197861,31.2402781020,121.4828599315,16.8223623059
197863,197863,31.2402807445,121.4828415467,18.0241379709
197864,197864,31.2403081792,121.4828072197,37.4334927350
197865,197865,31.2402610485,121.4828350040,10.0253165871
197866,197866,31.2402878911,121.4827920850,23.7406476546
197867,197867,31.2402743319,121.4827707091,22.7019900650
197868,197868,31.2402699612,121.4827982572,25.2794604207
197869,197869,31.2402799462,121.4827555939,39.6772326075
197873,197873,31.2402342622,121.4827992555,24.4280062903
197874,197874,31.2402557708,121.4826972959,42.9730365646
197875,197875,31.2402488437,121.4826920953,42.7124867292
197876,197876,31.2402413301,121.4826888216,53.0452512686
197877,197877,31.2402237520,121.4826322120,51.8305005991
197879,197879,31.2402305093,121.4826291827,49.2378525341
197880,197880,31.2402399393,121.4825955302,49.9216214077
197883,197883,31.2402354848,121.4826165369,47.0266526832
197884,197884,31.2402036155,121.4825967237,39.2882629211
197885,197885,31.2402408954,121.4825280587,60.1182462763
197886,197886,31.2402504829,121.4824984730,65.8730359080
197887,197887,31.2402424958,121.4824342255,64.4223325698
197888,197888,31.2402280857,121.4824499283,66.0454708863
197889,197889,31.2402227165,121.4824037777,63.7805555754
197890,197890,31.2402158572,121.4823741107,62.4187156791
197891,197891,31.2402047761,121.4823517402,61.1845504038
197892,197892,31.2402185552,121.4823260206,66.6793242461
197893,197893,31.2402299286,121.4823408179,65.5335078331
197894,197894,31.2401827997,121.4824470209,37.8850188239
197895,197895,31.2402225301,121.4823397683,63.9163295191
197896,197896,31.2402022816,121.4823461251,62.8691686870
197897,197897,31.2402074994,121.4823108426,61.0702452811
197898,197898,31.2402370254,121.4823100792,54.9153220894
197899,197899,31.2402247926,121.4823270647,62.2025175304
197900,197900,31.2402418284,121.4823131868,74.3013453408
197901,197901,31.2402572839,121.4822825599,79.1980773219
197902,197902,31.2402533730,121.4822357300,81.9598766017
197903,197903,31.2402205601,121.4822187491,77.6410549213
197904,197904,31.2402089167,121.4822061406,62.7717481464
197905,197905,31.2402164336,121.4821766742,50.7558373133
197906,197906,31.2401844011,121.4821495943,56.7644017739
197908,197908,31.2402062994,121.4821079420,70.8022865461
197911,197911,31.2401847202,121.4821598532,41.3923228005
197912,197912,31.2402438235,121.4821240085,66.7325284455
197913,197913,31.2401893467,121.4820698084,89.0904584835
197914,197914,31.2401779022,121.4821620870,74.1504046790
197915,197915,31.2401444672,121.4821394292,82.1522937058
197916,197916,31.2401010120,121.4820833991,63.7498083717
197917,197917,31.2400777679,121.4819589582,44.4495030813
197918,197918,31.2400594536,121.4820399588,68.7098091569
197919,197919,31.2400447987,121.4819494905,36.0386901329
197920,197920,31.2400525981,121.4819488323,47.6466072647
197922,197922,31.2401236966,121.4820700544,88.0632927793
197924,197924,31.2401582278,121.4820989571,96.9487854147
197925,197925,31.2401499142,121.4820791488,86.9665858643
197926,197926,31.2401634105,121.4819497162,52.5121209142
197927,197927,31.2401620750,121.4820955095,91.0265149580
197928,197928,31.2402938026,121.4822256868,114.2605624753
197929,197929,31.2403779008,121.4823689195,131.0499536244
197930,197930,31.2402372059,121.4821573330,103.0350692683
197931,197931,31.2403477528,121.4822385061,121.7161324473
197932,197932,31.2402734906,121.4821821208,110.7270462074
197934,197934,31.2404227180,121.4823607697,144.3610132035
197935,197935,31.2404294110,121.4823588823,135.1404456318
197936,197936,31.2404190453,121.4823401019,136.2686222341
197937,197937,31.2404485521,121.4823588686,135.1471257081
197939,197939,31.2404723404,121.4823499845,146.1281061202
197941,197941,31.2403163199,121.4821337576,93.9736941031
197943,197943,31.2403389145,121.4821671619,96.8895577344
197944,197944,31.2403559626,121.4819411151,61.8646930132
197945,197945,31.2403428572,121.4820880826,100.8524393879
197946,197946,31.2403540120,121.4821168495,105.9087306371
197947,197947,31.2404393600,121.4821998947,121.1065145662
197949,197949,31.2405307305,121.4822540081,131.2217481580
197950,197950,31.2405875401,121.4823025669,132.6826830076
197953,197953,31.2405860068,121.4822471611,136.3155913686
197954,197954,31.2406335838,121.4823469807,150.2008388163
197955,197955,31.2405895853,121.4822463320,126.6186772294
197956,197956,31.2406020489,121.4822487543,127.3749060557
197959,197959,31.2405958864,121.4822070141,119.6258249081
197960,197960,31.2406513321,121.4822704666,130.2387134208
197963,197963,31.2406480214,121.4821153184,101.0879278669
197964,197964,31.2407467117,121.4822845923,128.9645271316
197965,197965,31.2407401205,121.4821076601,98.4004960336
197967,197967,31.2407513246,121.4820768786,100.7786226585
197968,197968,31.2407600554,121.4820851894,101.4631754221
197969,197969,31.2407142024,121.4818581197,65.3971983742
197970,197970,31.2407064633,121.4818043800,54.1176716091
197971,197971,31.2407100075,121.4817802389,52.6231389856
197972,197972,31.2407487183,121.4817847676,58.7238158706
197974,197974,31.2407648567,121.4817470459,59.1675751189
197975,197975,31.2407952413,121.4817003856,59.0830731209
197976,197976,31.2408257529,121.4817203690,71.3516214371
197977,197977,31.2408384481,121.4816989247,65.7752120054
197978,197978,31.2408541428,121.4817144261,61.3349421339
197979,197979,31.2408115885,121.4815701089,45.9100779733
197980,197980,31.2408780525,121.4816876957,63.3055501667
197982,197982,31.2408850600,121.4817074366,60.8936890057
197983,197983,31.2409117695,121.4816757110,71.6843335215
197985,197985,31.2409269084,121.4816752924,79.3234950181
197986,197986,31.2409686048,121.4816838271,79.9394884298
197987,197987,31.2410016665,121.4817035823,67.6046410103
197988,197988,31.2410165419,121.4817094536,68.7248600588
197990,197990,31.2411445730,121.4818708542,87.9568292175
197992,197992,31.2411423738,121.4818703968,90.9758442741
197993,197993,31.2410352612,121.4817520443,59.4934390034
197994,197994,31.2411385571,121.4818543354,74.2209020837
197995,197995,31.2410878565,121.4817776697,57.3784290346
197996,197996,31.2411996278,121.4818144241,74.1088980913
197997,197997,31.2411979094,121.4817530073,77.4072809974
197998,197998,31.2411810514,121.4817196182,75.3168286267
197999,197999,31.2411466450,121.4816672983,63.4626056157
198000,198000,31.2411558554,121.4816429310,66.9128882544
198002,198002,31.2411347071,121.4815545961,58.2611895955
198003,198003,31.2411309657,121.4815273094,64.1206184849
198004,198004,31.2411282079,121.4814593784,63.7074106164
198005,198005,31.2411191262,121.4814072031,58.7628291850
198006,198006,31.2411124457,121.4813673157,61.7180738714
198007,198007,31.2411040937,121.4813643166,53.5532094413
198008,198008,31.2410869921,121.4813112161,55.2543836738
198009,198009,31.2411209258,121.4813343756,58.0834608849
198011,198011,31.2411816938,121.4813190280,59.1848882163
198012,198012,31.2411411556,121.4812581683,56.1446147620
198013,198013,31.2411091632,121.4811072939,30.6842681332
198014,198014,31.2411315073,121.4812444544,50.1061521448
198015,198015,31.2411189728,121.4812047055,51.5124142982
198017,198017,31.2411319412,121.4812203514,49.5452668751
198018,198018,31.2411190539,121.4811592818,48.5948512227
198021,198021,31.2412037846,121.4811188428,56.6189439538
198022,198022,31.2411931713,121.4809929771,66.8029684152
198023,198023,31.2412327464,121.4809794149,74.8172985398
198025,198025,31.2412299526,121.4809531271,77.3650418695
198026,198026,31.2411014316,121.4809389213,61.1975259885
198027,198027,31.2411107959,121.4809461964,61.9644899069
198028,198028,31.2410830050,121.4809707183,54.0733589919
198029,198029,31.2410541827,121.4809816647,39.5691215123
198030,198030,31.2410813232,121.4809905088,38.5492631722
198032,198032,31.2410475213,121.4809763533,35.8637600023
198033,198033,31.2410807671,121.4809362013,38.5525098314
198035,198035,31.2410802734,121.4808881984,48.5137884299
198036,198036,31.2412400797,121.4808284145,106.5619071047
198037,198037,31.2410387620,121.4808999833,49.7593559029
198038,198038,31.2410345281,121.4808756016,47.2256151419
198040,198040,31.2410350945,121.4808441304,42.1789530364
198043,198043,31.2410474932,121.4808620474,49.1744446561
198044,198044,31.2410939840,121.4808594583,49.1879650173
198045,198045,31.2410853299,121.4809918039,48.7302221804
198046,198046,31.2410620564,121.4809223061,45.8598115504
198048,198048,31.2410200187,121.4809735626,33.2619787532
198049,198049,31.2409200522,121.4809472248,40.9066373057
198050,198050,31.2409955626,121.4809619795,35.4573885532
198051,198051,31.2410984049,121.4809409702,47.9411617071
198052,198052,31.2408396776,121.4808708803,34.0751358683
198053,198053,31.2409636567,121.4808781411,30.5991360265
198054,198054,31.2408207482,121.4808712129,25.9659252594
198056,198056,31.2408856316,121.4808753374,12.4690365891
198057,198057,31.2408905117,121.4808438087,14.4587261227
198058,198058,31.2408114752,121.4808491020,1.8859667440
198059,198059,31.2407367102,121.4808438192,19.9583151461
198060,198060,31.2409404571,121.4808324213,21.3925259191
198061,198061,31.2408677736,121.4807953949,14.4567148077
198062,198062,31.2407076111,121.4807861518,-3.2453532834
198063,198063,31.2409697398,121.4807937601,32.0532910355
198064,198064,31.2409782156,121.4807734047,37.3212954150
198066,198066,31.2408921735,121.4806805203,57.4234820228
198067,198067,31.2408443081,121.4807814571,23.4922883858
198068,198068,31.2408419123,121.4807286213,22.3504138636
198069,198069,31.2408611066,121.4807009060,23.8775529208
198070,198070,31.2407979969,121.4806475385,12.8558307930
198071,198071,31.2408058213,121.4806254918,11.2792715799
198073,198073,31.2408059371,121.4806060047,14.1003328589
198077,198077,31.2408124228,121.4805794078,19.0837020970
198078,198078,31.2408978292,121.4805792436,50.4548740080
198079,198079,31.2408494167,121.4805248716,21.4979816055
198080,198080,31.2408728372,121.4804831324,0.4983267735
198081,198081,31.2408339983,121.4804561370,-5.0692915131
198083,198083,31.2409753805,121.4804343237,23.6933397216
198084,198084,31.2408796620,121.4804260533,12.8911912786
198087,198087,31.2408692706,121.4804080738,10.6282374169
198088,198088,31.2407830437,121.4804444017,-1.0874190678
198089,198089,31.2407684548,121.4804349437,-11.9623915711
198091,198091,31.2407635361,121.4804144868,-10.0819687450
198092,198092,31.2411437427,121.4802259539,38.7829534034
198093,198093,31.2410529686,121.4802108994,27.7122129709
198094,198094,31.2409150296,121.4801919050,54.1941282844
198095,198095,31.2409635629,121.4801599571,44.2658400322
198096,198096,31.2409726712,121.4801425021,47.5585110477
198097,198097,31.2408350686,121.4802035733,35.7085480962
198098,198098,31.2408615013,121.4801931076,41.8939549807
198099,198099,31.2408466356,121.4802358648,46.2541724715
198100,198100,31.2408076364,121.4802150885,49.1826513506
198101,198101,31.2405556662,121.4799478343,63.9274049916
198102,198102,31.2407617262,121.4802244254,64.7842758855
198103,198103,31.2407586685,121.4802007456,56.9657306829
198104,198104,31.2406654254,121.4800626776,80.5069982032
198105,198105,31.2406782842,121.4800337201,79.0632078851
198107,198107,31.2406259085,121.4800188648,82.5088511449
198108,198108,31.2406104630,121.4799709398,86.3706261166
198109,198109,31.2405752311,121.4800170702,92.1854308590
198110,198110,31.2405262482,121.4799337797,84.8974925852
198111,198111,31.2404977504,121.4798825522,86.8203608487
198112,198112,31.2404456040,121.4798427616,88.8242138936
198113,198113,31.2404291402,121.4798646626,83.6746860257
198114,198114,31.2404268456,121.4798214431,98.6556003117
198116,198116,31.2403884034,121.4798600636,93.2184487151
198117,198117,31.2403605319,121.4798180574,97.9882262730
198119,198119,31.2403459037,121.4798555751,86.4291963083
198120,198120,31.2403085083,121.4798303143,86.2596072105
198121,198121,31.2402759008,121.4799013158,83.5580418533
198122,198122,31.2401903137,121.4799007322,84.9824856838
198124,198124,31.2400939147,121.4798126217,62.0183308707
198127,198127,31.2401163362,121.4798255494,77.9945244260
198128,198128,31.2400614690,121.4798317356,60.0094619038
198129,198129,31.2400744893,121.4798888608,76.9032153522
198130,198130,31.2400630165,121.4798927440,81.3716848362
198131,198131,31.2400091195,121.4798828768,85.4591641279
198132,198132,31.2400342718,121.4799060761,87.2134948907
198134,198134,31.2400203140,121.4799523378,91.3685842358
198136,198136,31.2400209987,121.4799189221,85.4039766268
198137,198137,31.2400157650,121.4799297375,85.6269099652
198138,198138,31.2400075814,121.4799586914,84.2767492952
198139,198139,31.2399815839,121.4799638818,86.3863321178
198140,198140,31.2399685938,121.4799564962,81.0913032234
198142,198142,31.2399653764,121.4799505757,77.9134886051
198143,198143,31.2399475475,121.4799854709,82.2925155448
198144,198144,31.2399402138,121.4800188382,90.5288001762
198145,198145,31.2399187605,121.4800098515,90.3180512875
198146,198146,31.2398941175,121.4800201615,84.6822520310
198147,198147,31.2398553420,121.4800316956,88.5303926117
198149,198149,31.2398550492,121.4800186781,84.0872530310
198150,198150,31.2398350619,121.4799966242,82.8592533518
198153,198153,31.2397915639,121.4801311146,113.6001152318
198154,198154,31.2397819126,121.4800662390,89.4921798505
198155,198155,31.2397808822,121.4800578716,85.5207848209
198157,198157,31.2397775500,121.4800742450,91.1514506214
198158,198158,31.2397570998,121.4800779491,88.4655668142
198159,198159,31.2397503658,121.4800931155,90.5706746827
198160,198160,31.2397158514,121.4800572331,86.7334232178
198161,198161,31.2396779565,121.4801306164,98.6617592826
198162,198162,31.2396784622,121.4800959516,108.7659566254
198163,198163,31.2396647267,121.4800739240,111.9556391183
198164,198164,31.2396343549,121.4800849227,121.1181256509
198165,198165,31.2395811574,121.4801037559,128.0839823327
198166,198166,31.2395974449,121.4800613674,119.4080862222
198167,198167,31.2395980118,121.4800554064,125.6859845741
198169,198169,31.2396122958,121.4800698887,134.5999921494
198171,198171,31.2395794787,121.4800644594,129.4726088414
198172,198172,31.2396194593,121.4800395039,124.3240664004
198173,198173,31.2396357109,121.4801028242,130.1985176175
198174,198174,31.2395518725,121.4801567090,132.0070946851
198175,198175,31.2395750663,121.4801290042,141.4556000123
198177,198177,31.2395322923,121.4801266562,151.0238208978
198178,198178,31.2394675317,121.4802103216,152.5911999323
198182,198182,31.2394617175,121.4802312469,152.3876450404
198183,198183,31.2395071719,121.4803075406,168.3420600163
198184,198184,31.2395736953,121.4804638012,153.8200017256
198185,198185,31.2396219745,121.4804969951,151.9898866281
198186,198186,31.2396779984,121.4806078895,154.7612224012
198187,198187,31.2397003448,121.4807313859,135.7253170048
198188,198188,31.2398599429,121.4806679711,184.0028998156
198190,198190,31.2397860888,121.4809357249,95.5409419665
198193,198193,31.2397963538,121.4808832240,101.6450924566
198194,198194,31.2398146767,121.4809326534,105.1841859563
198195,198195,31.2398192117,121.4809256957,105.1148810016
198196,198196,31.2397955698,121.4809428484,74.8213093865
198197,198197,31.2398396707,121.4809685094,103.3096013710
198198,198198,31.2398347550,121.4809820148,102.3733726546
198200,198200,31.2398458364,121.4810105529,100.2142617629
198202,198202,31.2398677305,121.4809963073,95.6503797678
198203,198203,31.2398617974,121.4809990641,96.3130341211
198204,198204,31.2398466877,121.4810385871,85.1431372770
198205,198205,31.2398541906,121.4810063959,85.3297762080
198206,198206,31.2398356824,121.4810181186,83.1154079549
198208,198208,31.2397616331,121.4811078889,80.1745012339
198209,198209,31.2397583730,121.4811519350,67.6465391878
198211,198211,31.2398043377,121.4811506882,77.0400522018
198212,198212,31.2397996208,121.4811701960,74.4320659946
198215,198215,31.2397802105,121.4811779053,68.6371140156
198216,198216,31.2397994667,121.4811551025,66.3552491730
198217,198217,31.2397888664,121.4811918789,74.4436220890
198218,198218,31.2397974110,121.4812312715,70.0832237170
198219,198219,31.2397769554,121.4812570346,67.5204766985
198220,198220,31.2397920480,121.4812967274,73.7559836064
198221,198221,31.2398092941,121.4813510113,65.3810689419
198222,198222,31.2398001678,121.4813142627,69.1867032201
198223,198223,31.2398186763,121.4813244126,77.4954480336
198224,198224,31.2398086553,121.4813527813,66.0536751081
198225,198225,31.2398067871,121.4813281284,71.3280696719
198226,198226,31.2397897350,121.4812828114,71.0034314231
198227,198227,31.2398068233,121.4813078888,73.9903128103
198228,198228,31.2398490356,121.4812888422,60.3752228982
198229,198229,31.2398703762,121.4812626488,42.4758069656
198230,198230,31.2398619764,121.4812458206,59.1110367296
198231,198231,31.2398426111,121.4812794548,47.1020753458
198232,198232,31.2398598351,121.4813365334,46.8214446283
198233,198233,31.2398571866,121.4813213479,51.3327791860
198234,198234,31.2398870760,121.4813331632,49.3471958554
198235,198235,31.2398334431,121.4811255850,92.0253188012
198236,198236,31.2398367587,121.4811174025,81.5221573094
198237,198237,31.2398985972,121.4813223466,52.7522198739
198239,198239,31.2398955478,121.4813739485,55.0771906068
198240,198240,31.2399360414,121.4814265318,52.8135103926
198241,198241,31.2399400138,121.4814230904,61.7441125003
198242,198242,30.4850478837,122.1401080582,20827.5512271822
198244,198244,30.4882383243,122.1720632002,43646.0300084885
198246,198246,30.3211224929,122.1765709655,18048.4949024036
198248,198248,31.2399088150,121.4816421016,62.4917298814
198249,198249,31.2399232621,121.4816837560,62.2241030834
198250,198250,31.2399485928,121.4816981420,64.6576489339
198252,198252,31.2399970042,121.4816949503,67.9632861619
198254,198254,31.2400102585,121.4816575975,67.1254031024
198256,198256,31.2401073258,121.4817286134,75.1158101162
198257,198257,31.2400084231,121.4817115591,75.5966570511
198258,198258,31.2398935711,121.4818443526,48.7292937199
198259,198259,31.2399661507,121.4817829072,73.2397947886
198260,198260,31.2399702254,121.4818266780,79.9869316444
198261,198261,31.2399853056,121.4818230230,66.0274259044
198264,198264,31.2399433753,121.4818492473,66.2280538647
198265,198265,31.2399763184,121.4818498845,64.5439014006
198267,198267,31.2400057844,121.4818875845,73.6156941395
198268,198268,31.2400246100,121.4818637175,75.4669840326
198269,198269,31.2401314801,121.4818607104,88.0261354914
198270,198270,31.2401262638,121.4818975592,84.6019634911
198272,198272,31.2402197096,121.4817547085,58.9324038941
198273,198273,31.2402143131,121.4817594666,55.3710312052
198274,198274,31.2402204859,121.4818255029,54.9620647548
198275,198275,31.2402261627,121.4817887863,55.3433656535
198276,198276,31.2402520417,121.4820493452,98.1697880851
198277,198277,31.2402289187,121.4819414085,105.5086411251
198278,198278,31.2403486378,121.4817284584,75.1198647978
198279,198279,31.2402918551,121.4820076711,114.7058609270
198280,198280,31.2402964709,121.4821507908,117.1445451225
198281,198281,31.2403108473,121.4822503284,117.2210409755
198282,198282,31.2402824321,121.4821797812,109.0906486708
198283,198283,31.2403063531,121.4822436302,113.1051390064
198284,198284,31.2403199421,121.4820909164,95.5466622713
