197641,63.8035467399,455.0137282378,
197642,65.0599819598,441.8813240356,
197643,136.9267638194,168.3926831442,
197644,174.7036036427,176.5301578517,
197645,166.2136322548,166.5432767091,
197646,170.3532975482,172.0065511137,
197647,168.9959124366,170.1853101233,
197648,168.2101089127,168.6940954648,
197650,129.5813936845,159.2113919893,
197651,117.2640145824,171.1441700554,
197652,43.5539650792,59.6016945352,
197653,35.1551544765,42.5782646134,
197654,17.3559642091,25.6525074835,
197655,14.3329463229,27.9487310394,
197656,11.3572264924,25.8910179578,
197657,10.0059792645,25.5313673185,
197658,13.6431317041,23.6423504453,
197659,12.0174423886,24.7404884620,
197660,12.4609107199,24.2468041697,
197661,11.0156008565,24.6255202302,
197662,10.2971441334,26.4665714551,
197663,2.7779099691,30.4155676496,
197664,1.9765195680,26.4961886969,
197665,3.2283797752,20.2494867521,
197666,3.8611790247,21.0517685027,
197667,3.8285046358,20.4303734934,
197668,5.2460073471,19.9529219633,
197669,8.3556111548,23.8026962148,
197670,9.8333776814,25.4174453023,
197671,11.6591122354,23.2992387975,
197672,13.3530159621,21.5218549975,
197673,14.8792780294,22.3730251217,
197674,16.2632326707,23.5576468334,
197675,15.4260002585,23.7405685603,
197676,19.8577854032,28.2417756183,
197677,22.3744133846,30.4899842512,
197678,21.8078399237,28.5711075880,
197679,23.1717230679,29.2836444403,
197680,23.2560453759,29.2557254899,
197681,24.5772565423,30.6177806340,
197682,21.3909595709,25.1012269118,
197683,19.8948948131,22.2988891485,
197684,18.1926064016,20.7946098243,
197685,19.4645252223,19.4910724063,
197686,18.9345418549,19.0579014459,
197687,19.1931734075,19.2838160326,
197688,19.4340082322,19.5185158405,
197689,16.1640651799,16.3360739799,
197690,15.3182446614,15.4016793664,
197691,16.6762029704,16.7948003139,
197692,16.7880181933,16.9169653765,
197693,14.3936834514,14.4278329838,
197694,13.4305038046,13.4307360922,
197695,12.7624795453,12.7626229982,
197696,12.4389854779,12.4401508692,
197697,12.2711440749,12.2738231753,
197698,11.9750115929,11.9796348933,
197699,11.4897393029,11.4958028801,
197700,14.0470513797,15.2001672238,
197701,16.2883490312,16.5361986626,
197702,16.2186025618,16.4466034361,
197703,15.9747545919,16.2170855135,
197704,20.6909816851,21.3322209406,
197705,24.4297021543,25.6906715108,
197706,27.0800708808,28.0394012575,
197707,29.2269062316,29.9377799303,
197708,29.5505334424,30.2102315118,
197709,29.7486100010,30.4718554990,
197710,29.9702707614,30.6385525484,
197711,30.5447152319,31.1989297244,
197712,31.7431237829,32.3070990193,
197713,31.8764251196,32.3682531809,
197714,31.9640439443,32.3293632767,
197715,32.5707324247,32.9279100527,
197716,32.8255283376,33.1180487007,
197717,33.0987743618,33.3295846905,
197718,37.8562214131,37.9009623553,
197719,38.6518718396,38.6766724125,
197720,38.8221716792,38.8360169335,
197721,39.2231084531,39.2275159808,
197722,39.2255209135,39.2255870828,
197723,38.2269825754,38.2272657604,
197724,37.8206653701,37.8990243036,
197725,38.2463628678,38.3612862450,
197726,38.4873508098,38.6387760036,
197727,37.3400586519,37.4674383399,
197728,37.4954973299,37.6406295922,
197729,37.7447015565,37.9301846792,
197730,37.6920448369,37.9115983731,
197731,37.1458290568,37.2976355431,
197732,37.2859724828,37.4737504298,
197733,37.5318832643,37.7853420999,
197734,37.5118609272,37.7987086236,
197735,35.0755108656,35.2628793601,
197736,35.1310635954,35.3692363880,
197737,35.2430859252,35.5369992606,
197738,35.6115775929,35.9243834107,
197739,35.2536314677,35.6324323971,
197740,34.3947066196,34.8930484374,
197741,20.2957111620,29.4934915383,
197742,20.4239012724,29.9784797121,
197743,21.5452193755,31.1203394465,
197744,21.2791270812,31.4009796457,
197745,12.3269306958,44.4068246757,
197746,11.6200585333,45.2943328712,
197747,10.6980510687,46.3352897952,
197748,9.8142403567,47.3581247847,
197749,11.2697585509,50.2188744020,
197750,10.6457422361,51.5428922177,
197751,9.8102716487,52.3770048022,
197752,9.2440991867,53.6428101594,
197753,8.5075423064,54.8707839805,
197754,13.9492920958,85.8914670311,
197755,7.7090549589,90.7663901683,
197756,8.6838334455,93.5404337365,
197757,9.7176718543,96.1507022423,
197758,10.3320915290,97.8577608436,
197759,10.7917401255,99.3296818401,
197760,4.8922642100,103.2663005042,
197761,5.5756214876,105.5863142937,
197762,5.9515764124,108.7648585022,
197764,7.0805546902,113.0143427432,
197765,7.6083585662,115.5132059130,
197767,8.5839474398,119.8341793626,
197768,8.9266313645,121.9492554230,
197769,9.4866385163,124.1351162695,
197770,5.0810377255,130.7809492541,
197771,19.4463878160,185.0623545123,
197772,16.4492428509,149.9860563526,
197773,23.8589757583,194.9692715206,
197774,20.7169348114,188.2828477032,
197775,20.2605597375,189.8887930915,
197776,20.7558136881,192.3673374161,
197777,21.2787278550,194.6843061093,
