197641,1190754.6310792149,-255879.1373191417,1190761.4009393267,-255942.5806920868,
197642,1190754.3343197459,-255879.2077619140,1190759.8331871391,-255944.0349453327,
197643,1190753.2824844583,-255879.1564468414,1190651.3786514900,-255970.6143468634,
197644,1190752.2475195364,-255878.9429583572,1190609.4827420686,-255979.6383775197,
197645,1190751.2710598959,-255878.3886321026,1190617.7680659390,-255977.4033893455,
197646,1190749.9806403513,-255877.7077300872,1190611.6617606978,-255977.1468245971,
197647,1190748.7392347020,-255877.1435017193,1190612.0175060024,-255976.4752052267,
197648,1190747.6153117809,-255876.4963491540,1190611.8756896406,-255975.8411815391,
197650,1190745.3778848588,-255875.2248950361,1190653.5555664003,-255966.6579274813,
197651,1190744.2639234648,-255874.6135682101,1190666.3539717202,-255962.2542467511,
197652,1190742.8476828136,-255874.4758476902,1190715.0258321241,-255907.9854358454,
197653,1190741.4001149144,-255874.8995898018,1190719.0416696016,-255902.0286297674,
197654,1190739.9499020907,-255875.2093684185,1190723.0391868625,-255879.1154155381,
197655,1190738.3361495489,-255875.0400148914,1190724.0331929303,-255875.9667199479,
197656,1190736.8638117237,-255874.6339259331,1190725.5208232873,-255874.0654130199,
197657,1190735.3461608568,-255874.4314034520,1190725.7940898361,-255877.4109269470,
197658,1190733.7149853287,-255874.4411832721,1190725.6537751178,-255885.4480871343,
197659,1190732.0822542708,-255874.4849027722,1190725.8214216102,-255884.7426264943,
197660,1190730.4954315142,-255874.5848916085,1190724.9538289635,-255885.7457579341,
197661,1190728.8626745013,-255874.6792423520,1190725.1417919947,-255885.0473904799,
197662,1190727.2258933529,-255874.8299547952,1190725.2892221576,-255884.9433361282,
197663,1190725.6018136779,-255874.9833711245,1190728.2940819475,-255875.6678237238,
197664,1190724.0371154957,-255875.2158655758,1190723.9346540021,-255873.2420035632,
197665,1190722.5471445723,-255875.2821663340,1190721.4755754375,-255872.2368132243,
197666,1190721.0865872118,-255875.2311442338,1190721.8231017420,-255871.4408606287,
197667,1190719.6191679090,-255875.4750848925,1190722.3249461954,-255872.7665407057,
197668,1190718.2480078184,-255875.9386061622,1190722.5599861001,-255872.9507245742,
197669,1190717.0372142065,-255876.7352079133,1190724.5351992107,-255873.0478703038,
197670,1190715.8955394463,-255877.6151763101,1190724.7993409659,-255873.4417322739,
197671,1190714.7979908290,-255878.5666774623,1190724.2481452413,-255871.7380993013,
197672,1190713.6604375646,-255879.4581413210,1190722.4802873528,-255869.4325099196,
197673,1190712.4770068459,-255880.3616151864,1190723.1880824927,-255870.0337028531,
197674,1190711.3888046185,-255881.2648138965,1190723.5396683980,-255870.4551309079,
197675,1190710.3093378209,-255882.1245032746,1190722.7621393567,-255873.0201516840,
197676,1190709.1605340054,-255882.9920493115,1190725.3568585298,-255871.5024578036,
197677,1190708.0146390081,-255883.9638040677,1190726.4778533871,-255871.3256044690,
197678,1190706.8384081607,-255884.8151369779,1190725.0102803390,-255872.7583984607,
197679,1190705.6961068334,-255885.6899253079,1190725.1715292588,-255873.1345809763,
197680,1190704.5128452228,-255886.5325494818,1190724.7665565796,-255875.1031652988,
197681,1190703.4154813099,-255887.4592653815,1190725.0049283567,-255875.7145935956,
197682,1190702.3496663910,-255888.4194882519,1190718.8386941941,-255874.7928557452,
197683,1190701.2984246819,-255889.3386550088,1190713.4802441602,-255873.6093793158,
197684,1190700.2264151392,-255890.2112346511,1190709.4336275836,-255874.5205314581,
197685,1190699.0818770414,-255891.0858567278,1190695.7301341109,-255871.9120839781,
197686,1190697.9503172287,-255891.9682481426,1190692.1487865436,-255873.9443995812,
197687,1190696.7774922675,-255892.7760714037,1190690.8687721584,-255874.5150491945,
197688,1190695.5463974799,-255893.4928239588,1190689.4464814248,-255875.0409487129,
197689,1190694.2321575852,-255894.1938358537,1190690.3072553359,-255878.5135250955,
197690,1190692.9366099807,-255894.8849449890,1190688.5887041250,-255880.1967070355,
197691,1190691.6076689516,-255895.4995725603,1190687.8465641071,-255879.2530395191,
197692,1190690.2299160813,-255896.0020578198,1190686.7272190417,-255879.5835113461,
197693,1190688.8395587972,-255896.4855756190,1190686.8024527240,-255882.2367748925,
197694,1190687.4702525493,-255896.9459594130,1190687.8191855736,-255883.5199891244,
197695,1190686.1452410303,-255897.4731062680,1190687.3542665606,-255884.7680229778,
197696,1190684.8053196743,-255897.9783246730,1190686.9669868376,-255885.7286081540,
197697,1190683.4547834191,-255898.4267579186,1190686.0211205294,-255886.4269708061,
197698,1190682.1139098122,-255898.9153672355,1190685.0892084497,-255887.3158629069,
197699,1190680.7304934980,-255899.3970873618,1190683.6912113626,-255888.2953641182,
197700,1190679.3544656567,-255899.8524819778,1190677.4014741732,-255885.9418573789,
197701,1190677.9672809350,-255900.3905002760,1190673.2192942381,-255884.8095203168,
197702,1190676.5805780187,-255900.9136099058,1190671.8327516739,-255885.4055083438,
197703,1190675.2447596085,-255901.4255125980,1190670.6919240390,-255886.1132798232,
197704,1190673.9391281805,-255901.9330157261,1190665.8159561439,-255882.9032811206,
197705,1190672.6079749733,-255902.4127227316,1190661.4844719069,-255880.6623657948,
197706,1190671.2822936748,-255902.9070360230,1190658.9699416750,-255878.7878273473,
197707,1190669.9524114481,-255903.4167250105,1190657.0215062534,-255877.2059688459,
197708,1190668.6151180654,-255903.9024915418,1190655.6261821475,-255877.3596663257,
197709,1190667.2429199340,-255904.3791675583,1190654.6740250688,-255877.4161803562,
197710,1190665.8691093959,-255904.8521590715,1190653.3409470019,-255877.6260268353,
197711,1190664.4961752438,-255905.3747477528,1190651.6006850433,-255877.6856531289,
197712,1190663.1347575104,-255905.8860429934,1190649.6117740064,-255877.1674980329,
197713,1190661.7630108013,-255906.3694491611,1190648.5234362299,-255877.3725502999,
197714,1190660.4045428173,-255906.8604904998,1190647.4526851170,-255877.6380763731,
197715,1190659.0284772657,-255907.3198077268,1190645.6026642278,-255877.6448998929,
197716,1190657.7210739926,-255907.9002430119,1190644.4305951477,-255877.8856052044,
197717,1190656.4425259787,-255908.5037528261,1190643.2872452708,-255878.1316035155,
197718,1190655.2534431762,-255909.2539654353,1190640.5163416439,-255874.3840451873,
197719,1190654.0274472449,-255909.9352765470,1190638.9942608282,-255874.3267031009,
197720,1190652.6344081103,-255910.2133520333,1190637.8136877145,-255874.3315006201,
197721,1190651.2305604257,-255910.5093881941,1190636.5498303096,-255874.1373054935,
197722,1190649.8443174234,-255910.8493819451,1190635.1133068665,-255874.4950311889,
197723,1190648.4467152548,-255911.1946248351,1190634.3461843289,-255875.6632693244,
197724,1190646.9759302330,-255911.6453903538,1190635.3142558057,-255875.6675071672,
197725,1190645.5076347883,-255912.2087337768,1190633.9258599367,-255875.7581265952,
197726,1190644.0896139191,-255912.7237620917,1190632.7490145108,-255875.9451408911,
197727,1190642.6912058285,-255913.2555389262,1190631.7264870685,-255877.5616329668,
197728,1190641.3071700195,-255913.7752496559,1190630.7741306161,-255877.7895941673,
197729,1190639.9510687252,-255914.3220065156,1190629.5825145987,-255878.0293684065,
197730,1190638.5687738406,-255914.7991195094,1190628.4542852039,-255878.4895152207,
197731,1190637.1935076157,-255915.3832392969,1190626.3034285330,-255879.8695969338,
197732,1190635.8002827237,-255915.9397274637,1190625.1178732056,-255880.2167674677,
197733,1190634.4452470380,-255916.5058169061,1190623.6948024456,-255880.5465315624,
197734,1190633.0835447267,-255917.0030262800,1190622.7970705854,-255880.9290999625,
197735,1190631.6635546156,-255917.4855759364,1190622.8666270671,-255883.5311133697,
197736,1190630.2676822378,-255918.0625010663,1190621.5433693791,-255884.0319560444,
197737,1190628.9708955856,-255918.7032536250,1190620.4162312620,-255884.5141789981,
197738,1190627.7882049910,-255919.3632186090,1190619.2022535370,-255884.8021726716,
197739,1190626.4720354755,-255919.5598387559,1190618.1460868521,-255885.3034946548,
197740,1190625.0765267131,-255919.6579367709,1190616.5281819489,-255886.3424502032,
197741,1190623.8179915224,-255920.3887711857,1190617.0287619694,-255901.2622907555,
197742,1190622.5994347588,-255921.2666957487,1190616.0801470771,-255901.9112150958,
197743,1190621.3019542056,-255921.9980897847,1190615.2616516824,-255901.3169093695,
197744,1190619.9669264073,-255922.6093289678,1190614.1260371257,-255902.1475289068,
197745,1190618.6233413494,-255923.2183615716,1190612.9547499004,-255912.2721160342,
197746,1190617.2655005748,-255923.8225270524,1190612.0100206451,-255913.4588553563,
197747,1190615.8453993425,-255924.3200634140,1190610.7997421660,-255914.8866313596,
197748,1190614.4073591947,-255924.7022783416,1190609.6417901979,-255916.1227290576,
197749,1190613.0003945751,-255925.1902617139,1190608.0138115622,-255915.0837564993,
197750,1190611.6151778609,-255925.7140029603,1190606.7091441464,-255916.2661110816,
197751,1190610.1460829559,-255926.2882103085,1190606.3750792751,-255917.2316678634,
197752,1190608.6462068649,-255926.9328168755,1190604.7364788677,-255918.5562187138,
197753,1190607.1613278841,-255927.5370140541,1190603.4309888834,-255919.8909139348,
197754,1190605.6986501007,-255928.1923976840,1190603.6215736151,-255941.9861826340,
197755,1190604.2694139457,-255928.8655324291,1190601.2826119412,-255935.9724686287,
197756,1190602.8088656624,-255929.4351910910,1190599.3964188262,-255937.4204381065,
197757,1190601.3614917321,-255929.9323934058,1190597.8965719207,-255939.0113513289,
197758,1190599.8965106464,-255930.4246395935,1190596.7840916552,-255940.2767948596,
197759,1190598.4256083088,-255930.9493645524,1190595.9688962833,-255941.4577526762,
197760,1190596.9388981359,-255931.5292551784,1190595.8041890922,-255936.2881084527,
197761,1190595.4569682740,-255932.1160961953,1190594.8708929049,-255937.6608297899,
197762,1190594.0302333042,-255932.7177630017,1190594.3722736705,-255938.6595026612,
197764,1190591.1663500930,-255933.7647462145,1190592.5842474834,-255940.7018797515,
197765,1190589.7459846481,-255934.3403458722,1190590.7806239568,-255941.8780273177,
197767,1190586.8533171657,-255935.4179657583,1190588.9943746075,-255943.7306083394,
197768,1190585.4019109609,-255935.9708903762,1190588.3817225080,-255944.3854890393,
197769,1190583.9673970197,-255936.4985908742,1190587.2712808207,-255945.3913217354,
197770,1190582.5230307130,-255937.0363547157,1190587.5250362675,-255936.1436706724,
197771,1190581.1158149177,-255937.6352472290,1190591.3077821413,-255954.1968233378,
197772,1190579.6985055269,-255938.2345806509,1190571.2889237860,-255952.3716427683,
197773,1190578.2774138255,-255938.7845230815,1190579.1223887219,-255962.6285315881,
197774,1190576.8660245370,-255939.4019758879,1190581.3516537668,-255959.6274676840,
197775,1190575.4914892148,-255940.0897077557,1190581.8050728752,-255959.3414334508,
197776,1190574.0467880685,-255940.5954274897,1190580.8006211298,-255960.2216737134,
197777,1190572.6007190091,-255941.0568048824,1190580.2553238955,-255960.9110558922,
197778,1190571.1694473922,-255941.5547810686,1190579.1295686241,-255962.0519437058,
197780,1190568.3596089098,-255942.7033941043,1190563.5408626739,-255968.7251251147,
197781,1190566.9209998653,-255943.2791782669,1190562.4487118591,-255969.7744722608,
197782,1190565.4826800267,-255943.8364772547,1190560.8884082567,-255970.8536248844,
197783,1190564.1150618419,-255944.4605666078,1190559.8474770295,-255971.7480869265,
197784,1190562.7671134605,-255945.0549081183,1190558.4784053261,-255972.8644582949,
197786,1190560.0159150620,-255946.0442575229,1190555.7316600273,-255975.3435566478,
197787,1190558.6588220785,-255946.6582289451,1190554.9662933480,-255976.6503645515,
197788,1190557.3254636612,-255947.3204208996,1190554.2731884192,-255977.5368514860,
197789,1190555.9888637080,-255947.9733329774,1190550.6954795087,-255981.3296532609,
197790,1190554.6591180039,-255948.6532639275,1190548.3677017062,-255984.1719099309,
197791,1190553.3682835924,-255949.3681334091,1190532.9912123880,-255976.3588262526,
197792,1190552.0675986602,-255950.0340884307,1190523.1683719610,-255974.0338517153,
197793,1190550.7795068640,-255950.7035591702,1190521.4277521912,-255961.9516399892,
197794,1190549.4910160850,-255951.3501066178,1190521.1522182431,-255959.7185006738,
197795,1190548.2150831658,-255952.0240713548,1190519.2025795840,-255962.6525023523,
197796,1190546.9496583831,-255952.7195298588,1190517.6309458786,-255963.9018931825,
197797,1190545.6891365666,-255953.4227197710,1190518.4982905670,-255962.6347489366,
197798,1190544.4515088131,-255954.1399518336,1190518.3423044488,-255965.1837396181,
197799,1190543.2186108530,-255954.8242478588,1190518.7920906960,-255963.7896076303,
197800,1190541.9726832444,-255955.4550889839,1190521.6125787119,-255958.9228648969,
197801,1190540.7244455463,-255956.0710535684,1190521.6620884524,-255957.4540486701,
197802,1190539.4595903540,-255956.6357671263,1190535.3298043520,-255934.4876787683,
197803,1190538.2552778868,-255957.1811143812,1190533.3519720123,-255934.3278292614,
197804,1190537.1378385762,-255957.6920927516,1190544.8055192309,-255938.2388244625,
197808,1190533.6727566815,-255957.8440966892,1190294.0997206692,-255857.2803660549,
197809,1190532.9412854132,-255958.1352367949,1190337.4690461338,-255870.9107071234,
197815,1190529.9832490720,-255959.7222708125,1190435.8062784499,-255906.2145475064,
197816,1190529.8181108159,-255960.0132582629,1190347.5304035263,-255878.4395796442,
197818,1190529.6643908541,-255959.8870245951,1190471.4670828269,-255917.4508856086,
197819,1190529.4595268301,-255959.7546649595,1190427.2166304309,-255904.6351557092,
197838,1190517.2778044045,-255966.5672770438,1190311.9543539125,-255878.3387055129,
197839,1190516.1376915637,-255967.3361998456,1190488.8817047174,-255929.6447687158,
197840,1190514.9452812502,-255968.0327366689,1190412.2060354894,-255909.8825053342,
197842,1190512.5237877551,-255969.4393731266,1190486.0576922726,-255933.9654267099,
197898,1190442.4279274829,-256007.4926445438,1190185.6306791378,-255901.8904494472,
197914,1190422.4333177067,-256016.6922763596,1190235.9356368571,-255935.7146564152,
197916,1190419.8984118463,-256017.0753491907,1190155.4330191845,-255918.0044766495,
197922,1190412.5546369206,-256015.8911413874,1190181.0063665649,-255929.1927710650,
197923,1190411.4472442542,-256015.0842443208,1190473.1542861077,-256005.6462830835,
197924,1190410.5480578337,-256014.0253350684,1190466.9099090984,-256004.6675808624,
197925,1190409.6231083346,-256013.0276235870,1190463.2038852442,-255999.7994695157,
197926,1190408.7266666796,-256011.9742332319,1190441.9466156322,-255996.8705319522,
197927,1190407.9318249854,-256010.9115814349,1190416.9387401284,-255996.3155497087,
197928,1190407.1870470867,-256009.7861121273,1190371.8356820049,-255987.5052927471,
197929,1190406.4949580429,-256008.6057811910,1190378.6479060263,-255992.9967151163,
197930,1190405.8340641668,-256007.3937444327,1190367.8640697342,-255991.7017019748,
197931,1190405.2569807866,-256006.1313467696,1190362.9300174129,-255985.2616248880,
197932,1190404.7146020411,-256004.8593307647,1190330.4911062969,-255966.6646315499,
197933,1190404.0975196159,-256003.6303500539,1190344.6457554437,-255965.2503528903,
197934,1190403.3596859518,-256002.4553845124,1190500.5707385540,-255985.8475179491,
197935,1190402.5935140282,-256001.3171503844,1190406.6693141321,-255989.6169590256,
197936,1190401.8548854222,-256000.1501548944,1190400.9926581546,-255986.0315943777,
197937,1190401.1360210991,-255998.9703525909,1190402.1367269696,-255985.0974995396,
197938,1190400.3998171513,-255997.7165426357,1190397.6878015331,-255984.8631513918,
197939,1190399.6968780602,-255996.4900974886,1190539.3789053001,-255960.8142743137,
197940,1190398.9944926384,-255995.3053560024,1190528.2987985832,-255955.4013815805,
197941,1190398.2867312727,-255994.1345450775,1190532.6015846212,-255952.9869109479,
197942,1190397.5458340114,-255992.9858052826,1190530.1569593891,-255951.9065535211,
197943,1190396.8551161436,-255991.8108133805,1190530.7608182169,-255950.0836452797,
197944,1190396.2036719595,-255990.6131702466,1190218.6966543656,-256012.2409735327,
197945,1190395.5793461716,-255989.3381011212,1190247.1407886390,-256006.6866047457,
197946,1190394.8909853734,-255988.0709184197,1190242.0254910889,-256006.9347713492,
197948,1190393.3969318501,-255985.6862711485,1190208.1493042274,-256011.6690670523,
197949,1190392.6488854941,-255984.4803413359,1190196.2005729703,-256014.1164849425,
197950,1190391.9355008942,-255983.1891222931,1190199.0994834211,-256012.4187557356,
197951,1190391.3234263428,-255981.8620079140,1190191.7976593876,-256013.1979339285,
197952,1190390.7588373544,-255980.5797489766,1190188.5790367599,-256012.9732475958,
197953,1190390.2029368710,-255979.3043322590,1190184.3038386495,-256013.2411809370,
197954,1190389.7364564894,-255978.0042324479,1190181.2315418045,-256013.0859703222,
197955,1190389.3041658427,-255976.6772456878,1190180.3677806288,-256012.7557387968,
197956,1190388.7588612232,-255975.3945074964,1190177.8584920412,-256012.7634433498,
197957,1190388.1703108004,-255974.1323702409,1190176.9732001233,-256013.3065770745,
197958,1190387.5579800240,-255972.8897581728,1190173.5436728101,-256011.5999878006,
197959,1190386.9346103331,-255971.6486918712,1190237.5767526620,-255989.3750975471,
197960,1190386.4065225385,-255970.3602203653,1190179.3263675023,-256007.9107927647,
197961,1190385.8800741886,-255969.0476767993,1190242.7495125022,-255989.9925394471,
197962,1190385.3210867695,-255967.7421213487,1190179.0412357573,-256000.9980759605,
197963,1190384.7566498460,-255966.4415839841,1190189.7841424069,-255996.9240643089,
