442800,87.735140199,168.518283063  
442801,91.354664484,179.758187514  
442802,94.047914896,183.026972565  
442803,14.010100675,14.526621109  
442804,98.703428431,190.316775069  
442805,95.358921665,189.418528090  
442806,91.366659442,186.795239524  
442807,87.570184780,184.639284161  
442808,83.398946387,151.591865658  
442809,15.742933186,15.955608157  
442810,17.288441154,19.869512172  
442811,11.932618799,11.955087961  
442812,33.267236362,69.445707641  
442813,38.981542641,102.959858448  
442814,16.884561042,17.449552100  
442815,24.261565927,61.850084532  
442816,13.234507907,28.765078232  
442817,8.227017819,27.076858550  
442818,10.549262786,10.555294817  
442819,16.263411016,16.264640495  
442820,15.191132490,15.253594673  
442821,8.891670255,36.912031746  
442822,7.593944776,29.385290953  
442823,6.386597023,30.931975324  
442824,8.681966230,37.909012566  
442825,9.198500113,35.964260605  
442826,12.056071299,42.199816542  
442827,11.639417281,38.787774157  
442828,11.899212614,46.881592272  
442829,12.579922148,48.510564594  
442830,11.215719548,44.076216486  
442831,12.782634891,39.794559804  
442832,14.169134631,46.853889891  
442833,14.996607685,40.578293775  
442834,8.976354067,37.065299554  
442835,7.081304383,22.730280638  
442836,10.778415601,34.583128239  
442837,13.876491812,40.922846877  
442838,4.696778852,18.639579679  
442839,7.047682001,17.103317201  
442840,10.032211692,16.889633842  
442841,2.746900052,16.710202871  
442842,4.995977339,16.257159847  
442843,8.857936777,12.932804515  
442844,4.580652238,14.901816076  
442845,4.411274467,11.022449959  
442846,4.373727112,16.143770944  
442847,2.959925658,11.010194458  
442848,2.124739483,16.268702936  
442849,0.627075479,13.755959885  
442850,1.295520030,13.268770544  
442851,3.738492769,18.778158389  
442852,4.412581801,17.881050996  
442853,4.415999190,19.758603695  
442854,4.723470846,20.868455148  
442855,7.651019425,20.335609599  
442856,4.442669032,5.322705925  
442857,5.454162759,6.553162792  
442858,4.536669342,4.619140730  
442859,4.608228596,11.718579645  
442860,3.242453790,4.602410768  
442861,6.777477670,6.831767619  
442862,5.940774621,5.984104061  
442863,0.211531515,11.230013505  
442864,3.127664191,17.190487712  
442865,4.060068028,18.411968788  
442866,2.861453553,20.941244679  
442867,4.709857069,18.591060865  
442868,10.743053021,30.749637388  
442869,8.504400305,27.877640159  
442870,11.449383814,31.131593070  
442871,7.318312096,27.048817366  
442872,5.617243443,11.917620262  
442873,6.532211270,15.662247856  
442874,27.458762915,39.115259287  
442875,49.161689820,67.335186173  
442876,49.820619651,68.305957727  
442877,65.317659123,88.269283237  
442878,23.388522849,74.864692548  
442879,30.902903139,60.651889655  
442880,42.637491700,80.667782558  
442881,25.627371236,71.427453801  
442882,17.649622020,30.172032555  
442883,17.929334848,37.714822147  
442884,22.746502359,84.038112258  
442885,17.255024149,56.262043215  
442886,27.460488652,78.969243075  
442887,52.038948502,70.552020954  
442888,39.655772814,118.738432606  
442889,51.170074766,103.654018612  
442890,56.317719333,90.988382345  
442891,42.035634020,103.174421044  
442892,65.065848249,94.636334679  
442893,48.877520819,113.566404053  
442894,31.870186556,86.222327025  
442895,69.859859355,154.266960428  
442896,23.318986332,65.430516040  
442897,29.161440900,60.015280812  
442898,47.066520510,133.328622607  
442899,32.632108071,84.319935649  
442900,12.687643786,43.484343653  
442901,10.209338310,10.456790785  
442902,19.758107100,31.594126867  
442903,11.099696180,17.346991105  
442904,12.521278727,32.824551393  
442905,14.569235129,52.506259695  
442906,12.053648833,54.268695019  
442907,9.204046590,37.192010919  
442908,6.523706355,16.386086894  
442909,3.832767922,10.995689694  
442910,6.649047208,10.810544967  
442911,2.701339140,7.434566800  
442912,5.181085703,8.956976685  
442913,6.949291682,8.631547092  
442914,7.010520708,9.133148986  
442915,4.234031543,16.371857552  
442916,8.623837306,9.455062688  
442917,3.593610075,16.537623716  
442918,6.990201440,10.348794086  
442919,5.499752703,5.765351706  
442920,6.888538125,21.853071644  
442921,7.991841326,27.355845643  
442922,52.266004608,104.853461375  
442923,37.189764959,101.632353755  
442924,78.246318611,160.772477721  
442925,99.927507064,141.848704229  
442926,32.612027248,68.364813003  
442927,35.961176429,115.053904035  
442928,40.880266660,72.427863197  
