GPS Time(s),Lat(deg),Lon(deg),height(m),SD_E(m),SD_N(m),SD_U(m)
367067.00000000,31.25819511,121.61631305,20.02200000,0.54800000,0.46800000,1.00600000
367068.00000000,31.25820386,121.61629805,20.04900000,0.52000000,0.45900000,0.99800000
367069.00000000,31.25821344,121.61628617,20.05500000,0.50100000,0.45300000,0.99300000
367070.00000000,31.25822290,121.61627502,20.06200000,0.49000000,0.45000000,0.99200000
367071.00000000,31.25823222,121.61626535,20.08400000,0.48500000,0.44900000,0.99300000
367072.00000000,31.25824095,121.61625637,20.10100000,0.48300000,0.44900000,0.99600000
367073.00000000,31.25824998,121.61624713,20.11700000,0.48300000,0.44900000,1.00300000
367074.00000000,31.25825970,121.61623730,20.13700000,0.48400000,0.45000000,1.01400000
367075.00000000,31.25826912,121.61622726,20.15700000,0.48400000,0.45100000,1.02600000
367076.00000000,31.25827958,121.61621547,20.20000000,0.47300000,0.44800000,1.02500000
367077.00000000,31.25829000,121.61620485,20.23000000,0.46300000,0.44600000,1.02500000
367078.00000000,31.25829900,121.61619367,20.26000000,0.45400000,0.44300000,1.02400000
367079.00000000,31.25830832,121.61618270,20.28300000,0.44500000,0.44100000,1.02300000
367080.00000000,31.25831852,121.61617230,20.30400000,0.43700000,0.43900000,1.02100000
367081.00000000,31.25832824,121.61616151,20.32000000,0.43000000,0.43600000,1.02000000
367082.00000000,31.25833768,121.61615092,20.33900000,0.42300000,0.43400000,1.01900000
367083.00000000,31.25834684,121.61614069,20.36900000,0.41700000,0.43200000,1.01800000
367084.00000000,31.25835648,121.61613104,20.39200000,0.41100000,0.43000000,1.01600000
367085.00000000,31.25836646,121.61612091,20.38500000,0.40600000,0.42800000,1.01400000
367086.00000000,31.25837597,121.61611033,20.37100000,0.40100000,0.42600000,1.01300000
367087.00000000,31.25838468,121.61609932,20.35500000,0.39700000,0.42500000,1.01100000
367088.00000000,31.25839483,121.61608905,20.34000000,0.39300000,0.42300000,1.00900000
367089.00000000,31.25840500,121.61608001,20.32700000,0.38900000,0.42100000,1.00600000
367090.00000000,31.25841475,121.61607074,20.30400000,0.38500000,0.41900000,1.00300000
367091.00000000,31.25842429,121.61606160,20.28900000,0.38200000,0.41600000,1.00100000
367092.00000000,31.25843369,121.61605227,20.27500000,0.37900000,0.41400000,0.99800000
367093.00000000,31.25844341,121.61604319,20.25400000,0.37700000,0.41200000,0.99500000
367094.00000000,31.25845292,121.61603397,20.24100000,0.37500000,0.40900000,0.99200000
367095.00000000,31.25846244,121.61602417,20.21400000,0.37300000,0.40600000,0.98900000
367096.00000000,31.25847217,121.61601471,20.18700000,0.37100000,0.40400000,0.98600000
367097.00000000,31.25848101,121.61600416,20.15200000,0.37000000,0.40100000,0.98300000
367098.00000000,31.25848959,121.61599298,20.14900000,0.36900000,0.39900000,0.97900000
367099.00000000,31.25849891,121.61598236,20.11800000,0.36800000,0.39700000,0.97600000
367100.00000000,31.25850780,121.61597118,20.09400000,0.36800000,0.39400000,0.97200000
367101.00000000,31.25851673,121.61596006,20.07400000,0.36700000,0.39100000,0.96900000
367102.00000000,31.25852573,121.61594915,20.04600000,0.36700000,0.38900000,0.96500000
367103.00000000,31.25853437,121.61593845,20.01600000,0.36600000,0.38600000,0.96100000
367104.00000000,31.25854345,121.61592805,19.99900000,0.36600000,0.38300000,0.95800000
367105.00000000,31.25855235,121.61591746,19.97700000,0.36500000,0.38100000,0.95400000
367106.00000000,31.25856105,121.61590696,19.95200000,0.36500000,0.37800000,0.95000000
367107.00000000,31.25856999,121.61589641,19.92100000,0.36400000,0.37600000,0.94500000
367108.00000000,31.25857837,121.61588509,19.90500000,0.36300000,0.37300000,0.94100000
367109.00000000,31.25858713,121.61587451,19.87000000,0.36200000,0.37000000,0.93700000
367110.00000000,31.25859640,121.61586462,19.84700000,0.36000000,0.36800000,0.93300000
367111.00000000,31.25860525,121.61585455,19.82300000,0.35800000,0.36700000,0.92900000
367112.00000000,31.25861400,121.61584425,19.80100000,0.35600000,0.36500000,0.92400000
367113.00000000,31.25862280,121.61583347,19.77600000,0.35400000,0.36400000,0.91900000
367114.00000000,31.25863126,121.61582250,19.75700000,0.35100000,0.36200000,0.91500000
367115.00000000,31.25863949,121.61581167,19.74000000,0.34900000,0.35900000,0.91000000
367116.00000000,31.25864726,121.61580082,19.71900000,0.34600000,0.35700000,0.90500000
367117.00000000,31.25865496,121.61578980,19.67300000,0.34300000,0.35500000,0.90000000
367118.00000000,31.25866394,121.61578082,19.63100000,0.34000000,0.35100000,0.89500000
367119.00000000,31.25867313,121.61577173,19.59600000,0.33500000,0.34700000,0.89000000
367120.00000000,31.25868253,121.61576266,19.55600000,0.33100000,0.34300000,0.88500000
367121.00000000,31.25869166,121.61575327,19.51800000,0.32600000,0.33900000,0.88000000
367122.00000000,31.25870040,121.61574292,19.47900000,0.31500000,0.33200000,0.86800000
367123.00000000,31.25870963,121.61573351,19.44200000,0.31400000,0.33100000,0.87000000
367124.00000000,31.25871842,121.61572301,19.40000000,0.31100000,0.32800000,0.86500000
367125.00000000,31.25872626,121.61571142,19.37000000,0.30700000,0.32600000,0.85900000
367126.00000000,31.25873413,121.61570020,19.32400000,0.30400000,0.32500000,0.85400000
367127.00000000,31.25874208,121.61568907,19.27800000,0.30100000,0.32300000,0.84900000
367128.00000000,31.25874933,121.61567710,19.24500000,0.29800000,0.32200000,0.84400000
367129.00000000,31.25875696,121.61566587,19.20600000,0.29500000,0.32100000,0.83800000
367130.00000000,31.25876551,121.61565505,19.16600000,0.29100000,0.32000000,0.83300000
367131.00000000,31.25877411,121.61564428,19.12000000,0.28800000,0.31900000,0.82800000
367132.00000000,31.25878411,121.61563429,19.06400000,0.28300000,0.31500000,0.82200000
367133.00000000,31.25879358,121.61562385,19.00700000,0.27800000,0.31100000,0.81700000
367134.00000000,31.25880258,121.61561363,18.96000000,0.27400000,0.31000000,0.81100000
367135.00000000,31.25881122,121.61560365,18.92400000,0.27100000,0.30900000,0.80600000
367136.00000000,31.25882080,121.61559472,18.87900000,0.26600000,0.30600000,0.80000000
367137.00000000,31.25883079,121.61558618,18.82200000,0.26200000,0.30300000,0.79500000
367138.00000000,31.25884154,121.61557746,18.77400000,0.25700000,0.30000000,0.78900000
367139.00000000,31.25885242,121.61556938,18.72200000,0.25200000,0.29700000,0.78400000
367140.00000000,31.25886314,121.61556262,18.67000000,0.24800000,0.29400000,0.77800000
367141.00000000,31.25887439,121.61555727,18.63200000,0.24300000,0.29000000,0.77200000
367142.00000000,31.25888626,121.61555365,18.59700000,0.23900000,0.28700000,0.76700000
367143.00000000,31.25889894,121.61555251,18.53900000,0.23400000,0.28300000,0.76100000
367144.00000000,31.25891247,121.61555437,18.49100000,0.22900000,0.27700000,0.75500000
367145.00000000,31.25892571,121.61556019,18.44100000,0.22400000,0.27000000,0.75000000
367146.00000000,31.25893676,121.61556684,18.38600000,0.22000000,0.26500000,0.74400000
367147.00000000,31.25894633,121.61557299,18.36100000,0.21700000,0.26400000,0.73900000
367148.00000000,31.25895530,121.61557839,18.31400000,0.21500000,0.26400000,0.73300000
367149.00000000,31.25896569,121.61558591,18.27000000,0.21100000,0.26000000,0.72800000
367150.00000000,31.25897536,121.61559508,18.23100000,0.20800000,0.25500000,0.72200000
367151.00000000,31.25898442,121.61560499,18.18900000,0.20500000,0.25100000,0.71600000
367152.00000000,31.25899377,121.61561539,18.16300000,0.20100000,0.24400000,0.71000000
367153.00000000,31.25900336,121.61562592,18.12400000,0.19800000,0.23700000,0.70400000
367154.00000000,31.25900994,121.61563499,18.09700000,0.19700000,0.23700000,0.69900000
367155.00000000,31.25901792,121.61564543,18.05700000,0.19400000,0.23400000,0.69000000
367156.00000000,31.25902751,121.61565562,18.03400000,0.19000000,0.22600000,0.68000000
367157.00000000,31.25903816,121.61566575,17.99500000,0.18600000,0.21400000,0.67200000
367158.00000000,31.25904588,121.61567520,17.97700000,0.18300000,0.20900000,0.66600000
367159.00000000,31.25905273,121.61568407,17.97600000,0.18300000,0.21000000,0.66100000
367160.00000000,31.25906210,121.61569360,17.94600000,0.18000000,0.20400000,0.65500000
367161.00000000,31.25907341,121.61570306,17.90900000,0.17500000,0.19300000,0.64900000
367162.00000000,31.25908143,121.61571181,17.89100000,0.17400000,0.19100000,0.64300000
367163.00000000,31.25909073,121.61572133,17.84600000,0.17000000,0.18500000,0.63800000
367164.00000000,31.25909985,121.61573077,17.79400000,0.16700000,0.17900000,0.63100000
367165.00000000,31.25911108,121.61573964,17.74400000,0.16100000,0.16600000,0.62400000
367166.00000000,31.25911956,121.61574737,17.68500000,0.15900000,0.16500000,0.61800000
367167.00000000,31.25912951,121.61575476,17.62900000,0.15500000,0.15800000,0.61100000
367168.00000000,31.25913801,121.61576282,17.60500000,0.15100000,0.15100000,0.60300000
367169.00000000,31.25914577,121.61577128,17.56100000,0.14700000,0.14400000,0.59400000
367170.00000000,31.25915409,121.61577930,17.51400000,0.14200000,0.13700000,0.58200000
367171.00000000,31.25916230,121.61578709,17.43800000,0.13700000,0.13000000,0.56600000
367172.00000000,31.25917034,121.61579611,17.34100000,0.13200000,0.12300000,0.54200000
367173.00000000,31.25917839,121.61580462,17.28000000,0.12600000,0.11700000,0.52500000
367174.00000000,31.25918523,121.61581327,17.24100000,0.12100000,0.11000000,0.51000000
367175.00000000,31.25919212,121.61582127,17.20700000,0.11500000,0.10400000,0.50100000
367176.00000000,31.25920012,121.61582888,17.17900000,0.10900000,0.09700000,0.49000000
367177.00000000,31.25920815,121.61583729,17.18000000,0.10200000,0.09100000,0.47900000
367178.00000000,31.25921594,121.61584662,17.16300000,0.09600000,0.08500000,0.46800000
367179.00000000,31.25922360,121.61585621,17.14400000,0.09000000,0.08000000,0.45700000
367180.00000000,31.25923040,121.61586579,17.11600000,0.08300000,0.07400000,0.44400000
367181.00000000,31.25923861,121.61587467,17.08400000,0.07700000,0.06900000,0.43000000
367182.00000000,31.25924693,121.61588334,17.06200000,0.07100000,0.06300000,0.41400000
367183.00000000,31.25925504,121.61589260,17.04000000,0.06500000,0.05900000,0.39400000
367184.00000000,31.25926259,121.61590242,17.00600000,0.06000000,0.05400000,0.36900000
367185.00000000,31.25927020,121.61591225,16.97500000,0.05400000,0.04900000,0.33600000
367186.00000000,31.25927813,121.61592205,16.93100000,0.04900000,0.04500000,0.30100000
367187.00000000,31.25928595,121.61593201,16.90400000,0.04400000,0.04100000,0.26000000
367188.00000000,31.25929369,121.61594176,16.90100000,0.03900000,0.03700000,0.23000000
367189.00000000,31.25930128,121.61595174,16.90900000,0.03500000,0.03300000,0.20600000
367190.00000000,31.25930903,121.61596130,16.91700000,0.03000000,0.02900000,0.18300000
367191.00000000,31.25931798,121.61597035,16.89500000,0.02600000,0.02600000,0.16000000
