GPS Time(s),Lat(deg),Lon(deg),height(m),SD_E(m),SD_N(m),SD_U(m)
110744.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110745.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110746.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110747.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110748.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110749.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110750.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110751.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110752.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110753.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110754.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110755.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110756.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110757.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110758.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110759.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110760.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110761.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110762.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110763.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110764.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110765.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110766.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110767.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110768.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110769.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110770.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110771.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110772.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110773.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110774.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110775.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110776.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110777.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110778.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110779.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110780.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110781.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110782.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110783.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110784.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110785.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110786.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110787.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110788.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110789.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110790.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110791.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110792.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110793.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110794.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110795.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110796.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110797.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110798.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110799.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110800.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110801.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110802.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110803.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110804.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110805.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110806.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110807.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110808.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110809.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110810.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110811.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110812.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110813.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110814.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110815.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110816.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110817.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110818.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110819.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110820.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110821.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110822.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110823.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110824.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110825.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110826.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110827.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110828.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110829.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110830.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110831.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110832.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110833.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110834.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110835.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110836.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110837.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110838.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110839.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110840.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110841.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110842.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110843.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110844.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110845.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110846.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110847.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110848.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110849.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110850.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110851.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110852.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110853.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110854.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110855.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110856.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110857.00000000,34.19628721,108.83710922,370.72700000,0.06800000,0.04700000,0.07200000
110858.00000000,34.19628721,108.83710922,370.72800000,0.06800000,0.04700000,0.07200000
110859.00000000,34.19628721,108.83710922,370.73200000,0.06800000,0.04700000,0.07200000
110860.00000000,34.19628721,108.83710922,370.73600000,0.06800000,0.04700000,0.07300000
110861.00000000,34.19628721,108.83710922,370.74000000,0.06800000,0.04700000,0.07300000
110862.00000000,34.19628721,108.83710921,370.74400000,0.06800000,0.04700000,0.07300000
110863.00000000,34.19628701,108.83710880,370.64400000,0.07000000,0.04900000,0.07600000
110864.00000000,34.19628697,108.83710871,370.62500000,0.07000000,0.04900000,0.07600000
