549936,3.261203128,3.995946668  
549937,2.665747989,3.914885693  
549938,2.660802737,3.894419229  
549939,2.934180978,3.999720631  
549940,2.672533731,3.693025623  
549941,2.895675667,3.459473986  
549942,2.440677269,3.730420194  
549943,1.880828169,3.346973783  
549944,1.762027995,3.097427522  
549945,2.296122284,2.861801569  
549946,1.221264199,2.531881859  
549947,1.175597228,2.270934247  
549948,0.590755772,2.459740023  
549949,0.996332082,1.751413231  
549950,1.105823249,1.489572692  
549951,0.867401290,1.643953801  
549952,1.007486042,1.998692962  
549953,1.582537715,2.748548172  
549954,1.860905061,6.594219146  
549955,1.206826215,6.216538987  
549956,2.257459525,7.619272519  
549957,2.892804044,8.460077002  
549958,2.965012715,8.952817788  
549959,3.063177215,9.319946174  
549960,1.743028230,8.400550533  
549961,1.855225315,8.765032468  
549962,2.171381260,8.757336253  
549963,2.651452018,11.577815521  
549964,1.831952409,10.234475205  
549965,2.319124531,9.902426783  
549966,1.798502030,1.809133950  
549967,1.495496908,1.713271449  
549968,1.952876726,2.525371312  
549969,2.072979514,2.222392152  
549970,2.430479653,2.566804018  
549971,2.749960496,2.761926820  
549972,2.809917430,3.121679130  
549973,4.609991120,6.664333164  
549974,2.329505858,2.862131258  
549975,2.397155231,4.254684234  
549976,2.221970144,7.032219238  
549977,3.218861709,6.546245409  
549978,4.158233635,8.698985767  
549979,2.515357238,3.097403611  
549980,3.839424599,7.918966245  
549981,3.363661753,7.381678724  
549982,2.978946066,6.782304288  
549983,2.730299186,5.501805221  
549984,2.469061700,4.910021498  
549985,2.582431757,4.669227528  
549986,2.163727110,4.564309237  
549987,1.852768313,5.492569776  
549988,2.190998921,10.159015842  
549989,2.222128413,9.730341255  
549990,1.419214458,14.119404549  
549991,1.098730079,13.082057754  
549992,1.893644130,13.109622572  
549993,2.081876778,11.461733408  
549994,1.833087714,9.634935428  
549995,2.453684027,8.318669367  
549996,2.598832609,8.394570766  
549997,2.518644060,8.578567505  
549998,1.885633766,6.469417913  
549999,1.829801574,5.004475025  
550000,2.375657341,5.092165682  
550001,3.089686586,7.890193131  
550002,3.229280239,8.368089451  
550003,3.117866112,7.121903579  
550004,3.022314857,6.878983094  
550005,2.781080417,6.747345172  
550006,2.258717648,3.364034906  
550007,2.058790322,2.236181012  
550008,2.148272206,2.152056757  
550009,2.235050694,2.349743758  
550010,2.295189757,2.832937536  
550011,2.656739882,3.537691740  
550012,2.371887800,2.586251261  
550013,2.661784993,2.932058252  
550014,2.457210252,2.874877176  
550015,2.180499599,2.191426596  
550016,2.002829828,2.247001233  
550017,1.730227217,2.741998652  
550018,2.266552001,2.274305000  
550019,1.951421892,1.953661006  
550020,2.169470496,2.170573870  
550021,2.448889134,3.109527463  
550022,3.007552604,3.964518094  
550023,3.181988274,3.733042319  
550024,3.873238649,4.579514631  
550025,2.374692769,2.590369595  
550026,1.092988481,11.204290813  
550027,0.873513492,9.890861200  
550028,0.806833819,7.891782606  
550029,1.111295239,6.987519076  
550030,1.281910421,6.130078743  
550031,1.544556503,7.998744812  
550032,1.895739822,7.233322774  
550033,4.070824548,11.746046733  
550034,3.968770120,10.769437594  
550035,3.979484137,11.750563989  
550036,1.326545228,6.219132289  
550037,1.955737663,2.406310261  
550038,1.118575404,2.918863825  
550039,1.486325832,2.926991052  
550040,0.972765791,3.328697132  
550041,0.214918722,4.528669615  
550042,0.781118329,6.163223548  
550043,2.890252432,3.692424951  
550044,2.840306624,3.227334461  
550045,3.062785325,3.063206181  
550046,3.233649421,3.236569457  
550047,2.958367330,2.980833874  
550048,2.608697281,3.379948958  
550049,3.592497685,5.817226400  
550050,1.558195358,8.420441456  
550051,1.174335572,8.264806184  
550052,0.835787487,7.903500327  
550053,0.567566547,6.915383602  
550054,0.350877714,6.057094259  
550055,0.227068607,5.706526039  
550056,0.981942825,6.125060267  
550057,1.874035573,7.181640089  
550058,1.795815073,8.124717760  
550059,3.626847140,6.501054205  
550060,3.075216469,6.769750939  
550061,1.946963472,5.472566202  
550062,1.851178159,5.475350882  
