187368,187368,-nan,-nan,-6292741.6544055268
187443,187443,31.2260024543,121.5290509638,68.3879638403
187444,187444,31.2257110101,121.5293691140,166.8877482503
187445,187445,31.2260660086,121.5287906560,23.3752303379
187446,187446,31.2258060522,121.5291074703,138.5434314400
187447,187447,31.3839536410,121.7732061629,83805.9892238618
187449,187449,31.5086133086,121.7791230369,84155.8865845147
187450,187450,31.3970238361,121.8051702919,92075.9517258052
187451,187451,31.4285119975,121.7307375462,70004.1221552383
187453,187453,31.4539033682,121.6983267761,69048.7216772215
187454,187454,31.3862710843,121.9265942850,126281.8139148769
187455,187455,31.3611149184,121.8912269622,116250.4705265410
187456,187456,31.3016278253,121.8876363184,113333.6366691295
187457,187457,31.3901996377,122.0130759506,118815.3468385358
187459,187459,31.3754434833,122.2137675159,197462.7940009990
187460,187460,31.3479653349,121.9057998642,113689.1672026819
187461,187461,31.4425720755,121.8473748893,90279.6061574622
187462,187462,31.3206393922,121.9736118810,117429.6475968541
187463,187463,31.4626717376,121.8580500142,90492.3970344557
187464,187464,31.4799102263,121.8924715769,101270.3425682081
187465,187465,31.5152905992,121.8653303604,96635.9065564164
187466,187466,31.4245976601,121.8163109426,98208.9115539795
187467,187467,31.4199252743,121.8349914816,78169.9185595931
187468,187468,31.4410772133,121.8689938890,89398.2692591823
187470,187470,31.3878936092,121.8437139490,93639.0710419205
187471,187471,31.4313987528,121.8422625818,98989.9936401972
187472,187472,31.4084849827,121.8113496521,84060.7379933601
187474,187474,31.4192125282,121.8212928995,81002.7920809580
187475,187475,31.3786509574,121.7992924852,83431.6944539560
187476,187476,31.3726865986,121.7916548840,79583.3288910383
187478,187478,31.3155247555,121.8498968511,109111.5536225576
187479,187479,31.3091585209,121.7566298480,68982.6928273835
187480,187480,31.2679143756,121.8521577461,106725.2172760193
187481,187481,31.3134142186,121.8008024824,76262.6159654463
187482,187482,31.2970662752,121.7624894805,62350.8749666149
187483,187483,31.2131182006,121.8338806413,75689.4171436251
187484,187484,31.2495287831,121.8372239173,75582.8530146006
187486,187486,31.2839054322,121.8370405578,97283.9503332721
187487,187487,31.3135879359,121.8181694914,73873.2150334339
187488,187488,31.3422227486,121.8163931626,94591.2504901110
187489,187489,31.3357880916,121.7704728801,87304.5523016793
187490,187490,31.2923442916,121.8060327988,92176.6176466639
187491,187491,31.3539504652,121.7546776666,88246.8786794350
187492,187492,31.2255812748,121.5283909975,54.2064931772
187493,187493,31.2253812774,121.5284999932,203.5232822000
187494,187494,31.4295356580,121.7876048888,146680.8366521667
187496,187496,31.2255546194,121.5282144877,-25.4738647406
187497,187497,31.2253027060,121.5283485825,194.8276440300
187498,187498,31.4379721478,121.7865443566,108337.8987270639
187499,187499,31.3828191791,121.7528003224,145927.7744499351
187500,187500,31.3690239897,121.7292686118,132920.2638320707
187501,187501,31.2837125552,121.6329063765,221570.7006390406
187502,187502,31.2583860779,121.7222806673,113281.4107630040
187503,187503,31.3218062216,121.7662031552,190350.5504714190
187504,187504,31.3001068619,121.6368045043,220876.2509871786
187506,187506,31.3258447856,121.7081127607,197472.7580422323
187508,187508,31.1802083703,121.7601148159,293963.3828407493
187509,187509,31.1638540482,121.8011004161,226099.9026948857
187510,187510,31.2967540585,121.7815248669,146393.1023855940
187511,187511,31.2297189361,121.7574418909,119207.9549955306
187512,187512,31.3430307185,121.8012891441,133894.7285020768
187513,187513,31.2670679728,121.7821670579,148575.6055095306
187514,187514,31.3365493977,121.8077179176,162595.0654142681
187515,187515,31.2152163382,121.7408906109,159336.8109992937
187519,187519,31.2449197522,121.8499846714,143073.5253967212
187520,187520,31.2228167602,121.8711906384,154982.2708118679
187521,187521,31.3025477798,121.8662518141,122587.9166308606
187522,187522,31.2204563042,121.9075566384,216210.1219141506
187523,187523,31.3519650679,121.9018924827,165973.2602341412
187525,187525,31.2807230013,121.7286496651,127618.8920863362
187526,187526,31.2986091863,121.7496168599,130451.0560149508
187527,187527,31.3811983212,121.8055433110,129376.7256124900
187528,187528,31.3944354809,121.7302493867,103106.5614456893
187529,187529,31.3524339822,121.7362640363,109078.8998911148
187530,187530,31.3652551799,121.7035825312,125683.7690650091
187531,187531,31.3464146092,121.7006676707,89058.1046438685
