377054,377054,-nan,-nan,-nan
377240,377240,31.2415410993,121.5028199841,114.3572913183
377241,377241,31.2415785373,121.5027495368,106.5728682723
377242,377242,31.2415883265,121.5027149856,114.1616722464
377243,377243,31.2412090916,121.5024810747,5.3372288481
377244,377244,31.2412291639,121.5025529480,9.5153958599
377245,377245,31.2412670488,121.5025524222,13.6435137873
377246,377246,31.2413183572,121.5025701903,20.7528431721
377247,377247,31.2413221393,121.5025801183,27.4044669279
377248,377248,31.2414297345,121.5027021834,68.7857305404
377249,377249,31.2414142269,121.5025938952,43.4914903244
377250,377250,31.2414121036,121.5025938947,43.0759316875
377251,377251,31.2414342439,121.5027297589,64.7098591598
377252,377252,31.2414335429,121.5026282051,61.1550412704
377253,377253,31.2414894018,121.5026850820,59.0613687465
377254,377254,31.2415880579,121.5024010763,121.1254362760
377255,377255,31.2415954619,121.5023641243,119.1603388264
377256,377256,31.2416668069,121.5027040318,65.7192355238
377257,377257,31.2416716563,121.5026863744,67.2232726127
377258,377258,31.2414799600,121.5025444350,66.0490549772
377259,377259,31.2414469914,121.5026364630,44.5387420687
377260,377260,31.2422807707,121.5029062328,183.1708617701
377261,377261,31.2415083110,121.5025999389,57.0706201974
377262,377262,31.2415386555,121.5026130478,62.4873381057
377263,377263,31.2415629895,121.5026074886,68.6472051145
377264,377264,31.2415659057,121.5025760151,70.9814294079
377265,377265,31.2415759324,121.5025421755,65.6903032314
377266,377266,31.2416069963,121.5025450870,65.4367405998
377267,377267,31.2416224777,121.5025317947,66.5536698375
377268,377268,31.2416333132,121.5024990132,65.3088227643
377269,377269,31.2416489313,121.5025154122,68.5714701416
377270,377270,31.2416535621,121.5025190036,71.4580153373
377271,377271,31.2416834535,121.5025365023,73.8359935155
377272,377272,31.2416796827,121.5024921990,63.6945633474
377273,377273,31.2416394804,121.5024309313,38.1810872723
377274,377274,31.2416658964,121.5024542040,55.3660594825
377275,377275,31.2416588243,121.5023591513,39.8730416462
377276,377276,31.2416750292,121.5023408427,39.5028428343
377277,377277,31.2416854356,121.5022858653,36.0381643616
377278,377278,31.2417248647,121.5022545602,25.3901003497
377279,377279,31.2417150558,121.5022633512,24.0134163165
377280,377280,31.2416502985,121.5023221942,45.8646963686
377281,377281,31.2416068364,121.5022338362,25.7928743825
377282,377282,31.2415763597,121.5022711778,43.5635249327
377283,377283,31.2416107720,121.5023322863,43.1399121826
377284,377284,31.2416224618,121.5023574672,42.0274827236
377285,377285,31.2416466679,121.5023656945,39.7401557448
377286,377286,31.2416670200,121.5023270679,53.9310102700
377287,377287,31.2416968025,121.5023537887,60.4041654311
377288,377288,31.2420426878,121.5023416636,111.7798462521
377289,377289,31.2420992830,121.5023021114,128.0480643206
377290,377290,31.2421162909,121.5023165723,136.5768054318
377291,377291,31.2420971281,121.5023143338,135.2225707898
377292,377292,31.2421420054,121.5023093435,148.3008740345
377293,377293,31.2419032857,121.5025088283,76.6051300886
377294,377294,31.2419711074,121.5025268367,76.9503355028
377295,377295,31.2420009872,121.5025552660,75.7982206330
377296,377296,31.2419401216,121.5025397618,68.9815035727
377297,377297,31.2420181241,121.5025039563,75.0677025688
377298,377298,31.2420594776,121.5021811448,97.2158818480
377299,377299,31.2420469106,121.5021681166,91.9378015216
377300,377300,31.2422765131,121.5022298554,140.6225113527
377301,377301,31.2423595356,121.5020362037,160.9771979189
377302,377302,31.2425488275,121.5021872602,184.2362597726
377303,377303,31.2426275639,121.5021430551,183.4593173468
377304,377304,31.2425373719,121.5020263380,167.5453705241
377305,377305,31.2424513338,121.5017372817,127.7319771961
377306,377306,31.2424698339,121.5017294080,134.0011966389
377307,377307,31.2424380467,121.5019642058,125.4916159907
377308,377308,31.2424779688,121.5019218534,129.7520808672
377309,377309,31.2424609130,121.5018801523,131.3290864639
377310,377310,31.2424807923,121.5016101145,112.8865651638
377311,377311,31.2424917543,121.5022051595,169.5224012662
377312,377312,31.2424562828,121.5022412641,168.7592273528
377313,377313,31.2425152670,121.5021873340,157.6862819300
377314,377314,31.2425228654,121.5017735223,118.4802445209
377315,377315,31.2425618239,121.5017120868,108.1485452190
377316,377316,31.2425119882,121.5016277888,93.9407330180
377317,377317,31.2424964861,121.5016951386,91.6520161445
377318,377318,31.2423958342,121.5017842539,122.5930209901
377319,377319,31.2423765717,121.5012069881,124.3725945062
377320,377320,31.2423335137,121.5017094679,120.0644803961
377321,377321,31.2423475510,121.5011732674,124.6957765998
377322,377322,31.2422973903,121.5010668967,159.9156525724
377323,377323,31.2422844574,121.5017118329,166.2952696466
377324,377324,31.2423108042,121.5018873444,129.9361816947
377325,377325,31.2423153606,121.5020224667,117.7141977553
377326,377326,31.2423290963,121.5020959633,125.8417291976
377327,377327,31.2423327394,121.5022574078,153.5646808610
377328,377328,31.2423765127,121.5018743931,149.6015391435
377329,377329,31.2423769542,121.5018044254,145.6716673129
377330,377330,31.2426633113,121.5014897855,40.7349547826
377331,377331,31.2426063071,121.5015732480,67.1842174642
377332,377332,31.2425847042,121.5014532654,87.3646810238
377333,377333,31.2425501907,121.5015567534,109.2672520460
377334,377334,31.2423845868,121.5021702574,177.1742045929
377335,377335,31.2424065289,121.5021058795,180.0985407374
377336,377336,31.2423537187,121.5021460012,199.7329604099
377337,377337,31.2423241325,121.5027120059,302.3412976092
377338,377338,31.2424583589,121.5019508532,144.7929718954
377339,377339,31.2424104175,121.5021378951,200.6511529718
377340,377340,31.2422963274,121.5021748089,214.6814444844
377341,377341,31.2422945557,121.5021352436,215.2383953034
377342,377342,31.2422902266,121.5021497111,208.5582141494
377343,377343,31.2422848742,121.5022671337,224.2381586439
377344,377344,31.2422439497,121.5022518341,241.1641288079
377345,377345,31.2422506115,121.5022549178,232.1716450246
377346,377346,31.2423147425,121.5022997643,236.3446590123
377347,377347,31.2423628368,121.5023532297,239.6025285500
377348,377348,31.2423385108,121.5020504335,223.7040079820
377349,377349,31.2422871575,121.5024192706,301.7962156404
377350,377350,31.2423517128,121.5020747557,215.8857729642
377351,377351,31.2423617368,121.5020486226,212.4314408033
377352,377352,31.2424078704,121.5020091803,189.7516536925
377353,377353,31.2423235914,121.5024511231,272.5553080934
377354,377354,31.2423169091,121.5024691277,262.2905574871
377355,377355,31.2421700407,121.5023354199,240.8776391977
377356,377356,31.2421753281,121.5024054303,254.9948691330
377357,377357,31.2423508449,121.5020071331,161.1339576270
377358,377358,31.2422869369,121.5019642051,141.1512473326
377359,377359,31.2420797488,121.5022379490,210.1294934872
377360,377360,31.2422685319,121.5020263906,127.5531812860
377361,377361,31.2421422826,121.5022374849,168.3271794594
377362,377362,31.2423386936,121.5024395658,-50.5284651731
377363,377363,31.2423552137,121.5027328896,-166.2461956149
377364,377364,31.2422877500,121.5020270401,19.8829092769
377365,377365,31.2422781595,121.5019362987,32.3811814299
377366,377366,31.2422717231,121.5019449486,0.4517030532
377367,377367,31.2424841885,121.5021236134,-155.2748987190
377368,377368,31.2424510943,121.5020416724,-126.5368005334
377369,377369,31.2423901482,121.5018597473,-107.1145844188
377370,377370,31.2423862977,121.5018424931,-101.3999932882
377371,377371,31.2423081899,121.5016753264,-72.5183170358
377372,377372,31.2422345055,121.5016672915,-62.4008540759
377373,377373,31.2421391155,121.5016305785,-43.5624291109
377374,377374,31.2419402785,121.5017076920,-21.1544975274
377375,377375,31.2419568690,121.5016528558,-40.3816921668
377376,377376,31.2420257304,121.5014939834,-12.5593566420
377377,377377,31.2421035578,121.5014155102,-10.4762492416
377378,377378,31.2420591991,121.5013593248,-16.9051293082
377379,377379,31.2420115322,121.5012535435,6.2111101113
377380,377380,31.2421002330,121.5011819400,-11.2642111026
377381,377381,31.2421264087,121.5011089787,-17.1481632220
377382,377382,31.2419878547,121.5011127644,12.0397485843
377383,377383,31.2418267520,121.5010673470,82.3301616542
377384,377384,31.2417781662,121.5010222978,100.5799783899
377385,377385,31.2417217194,121.5010077803,124.2788413720
377386,377386,31.2416274175,121.5009714160,160.1645370299
377387,377387,31.2415989628,121.5009177741,177.0223268569
377388,377388,31.2416762823,121.5010674035,121.1696273421
377389,377389,31.2387981704,121.5003042881,929.3625321797
377390,377390,31.2413971807,121.5008569070,246.8367570669
377391,377391,31.2416040936,121.5010183855,137.2822360876
377392,377392,31.2414343315,121.5010819081,163.6570322407
377393,377393,31.2418039577,121.5012628633,67.8256791924
377394,377394,31.2415552323,121.5008360916,130.1681659373
377395,377395,31.2415683051,121.5006614305,126.2572345091
377396,377396,31.2416105347,121.5006908140,129.1918053643
377397,377397,31.2420533004,121.5011850874,27.5304796542
377398,377398,31.2421139841,121.5013703004,28.1828618967
377399,377399,31.2420085841,121.5010941434,22.2513347262
377400,377400,31.2420827775,121.5011903922,15.2663177587
377401,377401,31.2384783486,121.4977245877,750.1817162706
377402,377402,31.2421045614,121.5012457957,5.4559100291
377403,377403,31.2416536383,121.5006348740,134.6415617302
377404,377404,31.2414351485,121.5007634224,162.1707412385
377405,377405,31.2412370052,121.5009406515,205.8158437109
377406,377406,31.2418548998,121.5011767164,77.3243281298
377407,377407,31.2416473357,121.5006643167,127.5223136410
377408,377408,31.2416178062,121.5006870399,120.5865732973
377409,377409,31.2412998201,121.5009898516,198.7099573254
377410,377410,31.2418758676,121.5011918730,65.4168551306
377411,377411,31.2419089851,121.5012272251,50.9535116632
377412,377412,31.2418602038,121.5012021885,64.2857861224
377413,377413,31.2419593006,121.5010274033,21.8611402268
377414,377414,31.2418069396,121.5007468067,82.3632514380
377415,377415,31.2420311045,121.5010760968,16.3250956330
377416,377416,31.2418368471,121.5007373431,74.6707190841
377417,377417,31.2418391762,121.5007789214,77.9696850103
377418,377418,31.2416055849,121.5010205869,148.3469529483
377419,377419,31.2416201015,121.5010401993,136.8620304294
377420,377420,31.2387827083,121.4973449902,691.1128028334
377421,377421,31.2406775140,121.4967323667,814.2237783099
377422,377422,31.2411124887,121.5003991990,180.6129791866
377423,377423,31.2411415419,121.5005700148,210.3713748204
377424,377424,31.2415141207,121.5016943562,-104.6229486391
377425,377425,31.2401528086,121.4982956648,913.2662068913
377426,377426,31.2413816045,121.5017802369,-179.3884593031
377427,377427,31.2416665437,121.5015249078,-193.2179841048
377428,377428,31.2416742379,121.5015137501,-226.0470371771
377429,377429,31.2415740768,121.5014147531,-161.7183254821
377430,377430,31.2412610488,121.5016676837,-147.5924555229
377431,377431,31.2395132104,121.5004706221,728.5491286160
377432,377432,31.2396025330,121.4990233830,884.6352123718
377433,377433,31.2407650069,121.4987631971,890.4884315831
377434,377434,31.2396314032,121.4989350726,870.0016130727
377435,377435,31.2394895495,121.4990494770,851.5741289174
377436,377436,31.2404591145,121.4990533017,873.7684972275
377437,377437,31.2394675457,121.4991271322,852.6671440534
377438,377438,31.2394601207,121.4991548101,842.1415833120
377439,377439,31.2404513069,121.5003377571,308.8716256279
377440,377440,31.2412605026,121.5013725289,-74.6188413786
377441,377441,31.2412343225,121.5014426640,-92.7489392603
377442,377442,31.2412121531,121.5012956321,-45.8213635330
377443,377443,31.2412216509,121.5009263414,17.7689591855
377444,377444,31.2411700309,121.5008705100,38.0215504051
377445,377445,31.2412304069,121.5007999521,36.0933842266
377446,377446,31.2411864180,121.5008233179,45.5429904348
377447,377447,31.2406820912,121.5006265871,258.9428866412
377448,377448,31.2411019474,121.5009187636,60.3497827025
377449,377449,31.2406472693,121.5001206991,321.0334137153
377450,377450,31.2411872583,121.5009162061,-4.5791090564
377451,377451,31.2410663196,121.5010253453,38.5596815604
377452,377452,31.2410665515,121.5010491314,23.7266928191
377453,377453,31.2411814626,121.5008444773,2.5253387313
377454,377454,31.2411033537,121.5009269656,18.2883581822
377455,377455,31.2410258903,121.5010094260,34.6859793335
377456,377456,31.2410582884,121.5010118899,27.8196218828
377457,377457,31.2410542619,121.5009538218,40.2710772361
377458,377458,31.2410687569,121.5009622907,29.5450504577
377459,377459,31.2413549128,121.5007065483,-28.0981903834
377460,377460,31.2410656233,121.5007879332,60.6627406441
377461,377461,31.2411341971,121.5007465971,37.9581348267
377462,377462,31.2411302489,121.5007523501,49.4766029613
377463,377463,31.2412264269,121.5008209585,-15.7155830148
377464,377464,31.2411522885,121.5006893067,49.0083973912
377465,377465,31.2411479264,121.5006892834,45.4961714585
377466,377466,31.2411742550,121.5006323474,54.2843298727
377467,377467,31.2411425877,121.5005837978,69.3235311521
377468,377468,31.2411813083,121.5004788380,76.8372089451
377469,377469,31.2414450172,121.5001746073,28.5833360789
377470,377470,31.2414166362,121.5001261493,42.7173215124
377471,377471,31.2413884627,121.5001031832,57.1032948528
377472,377472,31.2414092752,121.5000314072,66.9207298810
377473,377473,31.2414671940,121.5002191668,44.8929211208
377474,377474,31.2412410530,121.5000094544,107.0657566761
377475,377475,31.2410628794,121.5005322835,74.4785155526
377476,377476,31.2410542130,121.5005193757,74.6664218773
377477,377477,31.2413363935,121.5004620106,13.4573610960
377478,377478,31.2413025232,121.5003821940,20.3129407341
377479,377479,31.2413211025,121.5003855210,12.5189199092
377480,377480,31.2413159586,121.5002601586,18.1433209627
377481,377481,31.2411314674,121.4991183322,90.8772748630
377482,377482,31.2411174849,121.4990983192,85.6135677666
377483,377483,31.2411555396,121.4990813235,85.7927905395
377484,377484,31.2411611999,121.4990259820,86.5414620908
377485,377485,31.2411675998,121.4990005103,89.8018162327
377486,377486,31.2629450102,121.3021797854,22745.1867168884
377487,377487,31.2630139477,121.3235913573,22821.6428478599
377488,377488,31.3636520531,121.4632399730,13077.4242675008
377489,377489,31.3441869181,121.4636672509,8929.9667198101
377490,377490,31.2486506144,121.2434389164,31501.1533633701
377491,377491,31.3448796530,121.4592401539,11700.5863180262
377492,377492,31.3484281765,121.4616712241,12784.9648981361
377493,377493,31.3334205512,121.4668948341,10941.0473168848
377494,377494,31.3006398821,121.4003298900,15873.3408068799
377495,377495,31.3495311833,121.4600085847,12419.8442225904
377496,377496,31.4090203364,121.4571924243,19003.7787042671
377497,377497,31.4359090887,121.4816864424,20022.1912311543
377498,377498,31.3073270092,121.4519910335,1908.4889906682
377499,377499,31.3363916284,121.4614430587,6505.7722488545
377500,377500,31.2405291062,121.4996623150,-43.3639840380
377501,377501,31.2818165058,121.4354473820,1118.1999833100
377502,377502,31.3032537090,121.4317124773,4586.3519802588
377503,377503,31.2199265215,121.4929713817,2716.1097611379
377504,377504,31.4107473311,121.3997425008,29198.6737797322
377505,377505,31.3205262374,121.4596575863,7913.3368298886
377506,377506,31.3200081218,121.4697728038,7593.5814444106
377507,377507,31.3202524516,121.4588286413,7441.1175708178
377508,377508,31.3346558476,121.4604424505,9019.0479594373
377509,377509,31.3393289973,121.4689381681,9071.6309000190
377510,377510,31.3202980037,121.4540432431,8369.6527253927
377511,377511,31.3202018483,121.4310041178,4467.1432482295
377512,377512,31.1444178384,121.4782409726,-5938.4946362453
377513,377513,31.2072599520,121.4442813485,3494.6254062472
377514,377514,31.3978841812,121.4174132437,23594.0987783619
377515,377515,31.4003037069,121.4035906394,27606.8093486641
377516,377516,31.3635644382,121.3687583196,17453.2670621138
377517,377517,31.3936062930,121.3773698014,22414.7501994466
377518,377518,31.3635132893,121.3897141075,18212.3605425294
377519,377519,31.4143449860,121.4175225920,25119.2208662691
377520,377520,31.3575483570,121.4352647539,20670.7812059182
377521,377521,31.3890547362,121.4146925186,20439.9860360888
377522,377522,31.4284838682,121.4058573344,26928.1579383895
377523,377523,31.4183187180,121.4108425826,25685.2811704501
377524,377524,31.4271775950,121.4053599734,26788.6807970427
377525,377525,31.3461302529,121.3878472616,13421.5059399127
377526,377526,31.3394616553,121.3999476485,12110.7080564892
377527,377527,31.3926283201,121.4123368882,25231.7782613646
377528,377528,31.3050425459,121.4497844252,7472.7955440697
377529,377529,31.3336398363,121.4056621076,11267.0899135489
377530,377530,31.2900889352,121.4163803832,2827.6853880286
377531,377531,31.2343505231,121.4181036641,-7036.1060257635
377532,377532,31.3296666748,121.4153755343,12078.5693080860
377533,377533,31.3573853139,121.4010524374,14883.1868292170
377534,377534,31.2186755117,121.4235343582,-3165.9239496729
377535,377535,31.3685910290,121.4119672437,17820.4875156255
377536,377536,31.3523956410,121.4444392370,16097.0419927941
377537,377537,31.3678853978,121.3931475652,17306.5685448607
377538,377538,31.3538857932,121.3941337146,14224.6066816252
377539,377539,31.2428972091,121.4995657770,166.6489421663
377540,377540,31.2421199430,121.4995259140,78.5879439270
377541,377541,31.2421882508,121.4995642876,100.5569811421
377542,377542,31.2421449001,121.4995084104,90.6926794777
377543,377543,31.2422436282,121.4995412846,112.1452073313
377544,377544,31.2422346144,121.4995249366,101.5501919188
377545,377545,31.2423320383,121.4994868349,113.2834795790
377546,377546,31.2423251442,121.4994541716,122.8027517493
377547,377547,31.2421721161,121.4994555363,95.7079237630
377548,377548,31.2419636251,121.4994171063,67.8009338864
377549,377549,31.2432913943,121.4989718752,288.9326707040
377550,377550,31.2425521856,121.4989179818,213.5614091843
377551,377551,31.2426331580,121.4987392275,207.0109332094
377552,377552,31.2435161408,121.4988367132,343.8565689982
377553,377553,31.2420415581,121.4993821924,75.4929199229
377554,377554,31.2420694062,121.4993664373,88.7761254889
377555,377555,31.2420839403,121.4993935912,73.7076582749
377556,377556,31.2420967567,121.4994114349,66.5981835686
377557,377557,31.2420804298,121.4994105013,65.9307952269
377558,377558,31.2420916944,121.4993867487,64.6552415385
377559,377559,31.2421118637,121.4993826005,61.2584785354
377560,377560,31.2421097517,121.4995251839,27.7582594065
377561,377561,31.2421812900,121.4994050854,46.4251884902
377562,377562,31.2422700060,121.4993695218,69.0683894015
377563,377563,31.2421774412,121.4993601940,47.3827761843
377564,377564,31.2421703925,121.4993795331,44.8213903088
377565,377565,31.2422675884,121.4994273432,48.5724865273
