39618,12.6266368400,58.8414068695,
39619,13.9093495855,57.1518844277,
39620,14.6024602075,54.4947049679,
39621,14.9322946394,53.2041765433,
39624,15.3139502728,49.3832668284,
39625,16.1175291714,46.5550419458,
39626,16.5466857817,44.8876120934,
39627,16.5272068008,43.3687713361,
39628,16.9393968887,41.2307938327,
39629,17.8249788371,38.8661934621,
39630,17.3871332992,37.1993068754,
39631,17.0750203391,35.6776841143,
39633,15.9554506642,35.0387874042,
39634,14.9863486428,35.1480701994,
39635,12.8249741940,35.1130731285,
39636,8.4579700399,35.1411419429,
39637,5.3837623763,36.4233458275,
39638,4.6699881100,38.7109674017,
39640,5.2778152122,40.6739221110,
39641,4.4066794949,41.3938350803,
39643,3.9620451831,43.1343496366,
39644,3.9406177496,42.2809086502,
39645,4.8356670763,42.1528406865,
39646,4.7963250735,43.5835486547,
39647,4.6723294144,45.0961256411,
39650,4.3326008570,43.0805974486,
39651,3.4724930000,41.9636687185,
39652,3.6010795407,40.4679575400,
39653,3.8281504084,37.4950134107,
39654,5.1536057381,35.5867917603,
39655,5.7041500746,33.5090493681,
39656,5.5425033911,33.0226440573,
39657,5.4018445642,32.0897009550,
39658,5.6864527569,29.6729989722,
39659,6.4384768304,27.6974613366,
39660,6.5752077954,25.2343084203,
39661,7.1502881192,23.6169799047,
39662,7.4319670467,22.2867002725,
39663,7.5372309839,21.8753819796,
39664,7.1211978514,21.1618554396,
39665,8.0866405533,20.8691928087,
39666,7.9334326575,20.3900217316,
39667,8.0816336927,22.1627677761,
39668,7.8859990901,24.2842480480,
39669,8.2330089102,26.8518254957,
39670,7.8056889388,30.7601837087,
39671,7.3778775375,32.5908746469,
39672,7.9005916215,34.1443582662,
39673,9.2188721968,35.5975977376,
39674,9.9112788909,37.0707905003,
39675,9.3850986467,38.5914587113,
39676,8.3205591304,38.0015432966,
39677,8.2578481519,40.2916148344,
39678,8.5925913822,40.1285841104,
39679,8.1437489727,38.0201496914,
39680,7.6365767763,37.1127632584,
39681,6.5744372207,35.9194721068,
39682,6.0626617450,36.2280453056,
39685,6.3086840702,39.1168022787,
39686,6.4695660530,42.7983241671,
39687,8.4401407148,44.7221018892,
39688,9.7885239840,44.9534315192,
39689,10.2006762290,46.6097305581,
