184411,184411,-nan,-nan,-nan
184682,184682,31.2340843308,121.5336260584,78.7772798347
184686,184686,31.2341196422,121.5335930769,83.1881139640
184687,184687,31.2341446129,121.5335271555,70.5976510711
184689,184689,31.2339285205,121.5332606174,60.5774326237
184690,184690,31.2339597145,121.5331670378,58.7985451857
184693,184693,31.2339855048,121.5332028881,61.7786506140
184694,184694,31.2340372005,121.5331871959,67.5357731338
184697,184697,31.2340569234,121.5331922324,67.1645320932
184698,184698,31.2342014577,121.5332372886,67.3684206818
184701,184701,31.2342136375,121.5331761228,67.7622238708
184702,184702,31.2342434750,121.5331076386,69.2970202114
184709,184709,31.2342493134,121.5331099462,66.8273758756
184710,184710,31.2343177835,121.5329512232,59.1577226810
184718,184718,31.2343205694,121.5329149016,59.8769153776
184719,184719,31.2344240573,121.5328726338,61.1292405092
184722,184722,31.2344297626,121.5328877007,69.3409546171
184723,184723,31.2344603562,121.5328902451,54.5144662447
184727,184727,31.2344618102,121.5328624808,50.5299423097
184728,184728,31.2346325005,121.5327078454,60.0129613515
184736,184736,31.2345914467,121.5327458435,60.9893166621
184737,184737,31.2346076570,121.5325986956,68.4442752187
184738,184738,31.2345759099,121.5326211492,72.9446059484
184741,184741,31.2345680518,121.5325830691,72.0098639119
184742,184742,31.2346382301,121.5324445513,70.2590397875
184750,184750,31.2346415771,121.5324457715,75.2182852500
184751,184751,31.2346145745,121.5324162694,43.7556912778
184754,184754,31.2346087587,121.5323812829,39.3104411705
184755,184755,31.2345647161,121.5324150566,30.5387719237
184759,184759,31.2345454696,121.5324148998,27.9748206440
184760,184760,31.2345278406,121.5322636499,18.0338745736
184768,184768,31.2345071118,121.5322524146,23.3710930031
184769,184769,31.2344872123,121.5321466005,28.7358484514
184770,184770,31.2345937473,121.5321003026,45.4334981337
184771,184771,31.2345917444,121.5321036992,50.4463516582
184773,184773,31.2345944456,121.5321137759,54.8983177628
184774,184774,31.2346268492,121.5320509048,45.8450189674
184778,184778,31.2345426834,121.5320779537,42.0258747118
184779,184779,31.2346671583,121.5319901311,41.2687174020
184782,184782,31.2346827501,121.5319187270,41.8610307534
184783,184783,31.2346800363,121.5318745578,49.3501074583
184784,184784,31.2346696965,121.5318606145,42.7862046266
184785,184785,31.2345615040,121.5319334719,49.2086545674
184787,184787,31.2345632520,121.5319132157,46.5977128772
184788,184788,31.2345347821,121.5318142957,46.2595632780
184792,184792,31.2345330172,121.5317980548,41.8506614832
184797,184797,31.2345444463,121.5317830434,40.9643530644
184798,184798,31.2345387774,121.5317364559,29.2383066711
184799,184799,31.2346322502,121.5316370452,25.7318281924
184801,184801,31.2346337279,121.5315989566,23.2514787832
184806,184806,31.2346525405,121.5315729081,17.9245407348
184807,184807,31.2345808040,121.5315685630,12.6501326680
184811,184811,31.2346032663,121.5315290215,15.0339945113
184812,184812,31.2345487631,121.5314868969,37.6830088620
184813,184813,31.2346271279,121.5312730578,64.1307296031
184815,184815,31.2346849336,121.5311965853,80.9634464030
184816,184816,31.2347860889,121.5309790366,126.5574690336
184820,184820,31.2346672802,121.5309554802,124.7991984099
184821,184821,31.2346303221,121.5308834078,144.1910617706
184826,184826,31.2345996406,121.5308785001,133.8673121977
184827,184827,31.2344689955,121.5308066900,136.9150781352
184829,184829,31.2345070723,121.5307705190,147.6861372960
184830,184830,31.2344545580,121.5307510469,140.5696912276
184833,184833,31.2344421115,121.5307231091,152.0752123347
184834,184834,31.2343742878,121.5308200761,125.1932210849
184838,184838,31.2343457779,121.5307137917,148.4578412954
184839,184839,31.2342849553,121.5308555232,94.2742755078
184844,184844,31.2342353199,121.5309979733,20.3364585975
184845,184845,31.2341641984,121.5310357780,12.3100718321
184847,184847,31.2341271841,121.5309975377,21.9070579107
184848,184848,31.2340547309,121.5310127872,36.6988265821
184851,184851,31.2340543246,121.5309910135,39.6016467932
184852,184852,31.2340272054,121.5309758576,36.7234466841
184855,184855,31.2340046704,121.5309696016,40.2448900745
184856,184856,31.2340146954,121.5308567084,22.5060460838
184860,184860,31.2339942516,121.5308928446,23.9898716784
184861,184861,31.2339688008,121.5308928021,22.8721350908
184865,184865,31.2339456753,121.5308762360,24.2280500708
184866,184866,31.2338933556,121.5308477321,28.3244453349
184869,184869,31.2338646149,121.5308634145,28.2975623692
184870,184870,31.2337786901,121.5308439358,31.8356065072
184874,184874,31.2337688845,121.5308627012,30.9039921637
184875,184875,31.2337672236,121.5308309941,24.7043373864
184879,184879,31.2337524007,121.5307857374,27.2089754362
184880,184880,31.2336890457,121.5307951149,41.7971875000
184883,184883,31.2336851478,121.5307954585,35.1646828779
184884,184884,31.2336625568,121.5307107537,39.4904563619
184887,184887,31.2336216626,121.5307020685,48.6844387524
184888,184888,31.2335138005,121.5306882147,62.8616949746
184892,184892,31.2334874828,121.5306437808,71.0073234451
184893,184893,31.2334622507,121.5305979671,80.6503181076
184898,184898,31.2334436467,121.5306140808,71.4699078483
184899,184899,31.2334234169,121.5306066289,66.3493514668
184901,184901,31.2333835300,121.5306106401,79.8292449858
184902,184902,31.2333342931,121.5306373983,73.3071482279
184905,184905,31.2333238867,121.5306482590,72.6948973775
184906,184906,31.2332400563,121.5306120107,82.6928103655
184909,184909,31.2332383585,121.5306028077,74.6343434745
184910,184910,31.2332281248,121.5306078641,61.3704462923
184914,184914,31.2332174395,121.5306263008,64.5568760356
184915,184915,31.2332179894,121.5306975660,53.3839344959
184920,184920,31.2332168173,121.5307667571,44.6191030398
184921,184921,31.2331536269,121.5308175593,43.9689089180
184923,184923,31.2331493377,121.5308299756,37.6176438409
184924,184924,31.2330912746,121.5307348721,60.2965406002
184927,184927,31.2330759323,121.5307282703,61.2276290625
184928,184928,31.2330975865,121.5307993908,32.7638055888
184931,184931,31.2330744515,121.5307714046,42.3201194571
184932,184932,31.2330287624,121.5307864143,25.7276872653
184935,184935,31.2330563030,121.5308186819,15.7427450592
184936,184936,31.2330521796,121.5308162482,1.5107955775
184939,184939,31.2330042367,121.5307381552,11.1636977132
184940,184940,31.2329069302,121.5307427044,36.3392615917
184943,184943,31.2328810766,121.5307834924,47.0313561056
184944,184944,31.2327977938,121.5308714323,63.3809254963
184947,184947,31.2327566865,121.5308728727,69.3607793227
184948,184948,31.2327226467,121.5309434120,75.9044874488
184951,184951,31.2326736200,121.5309755909,102.1422400852
184952,184952,31.2326296228,121.5309710158,97.8790422178
184955,184955,31.2326214917,121.5309882587,90.1041909263
184956,184956,31.2327129717,121.5311398420,40.2173007555
184959,184959,31.2327024722,121.5311340675,36.7044519844
184960,184960,31.2326872209,121.5311324853,41.8969661726
184963,184963,31.2326760128,121.5311543607,37.4533281190
184964,184964,31.2326702388,121.5311867691,42.2456944155
184967,184967,31.2326599403,121.5312050116,42.8319499409
184968,184968,31.2326009592,121.5312228938,43.6906227867
184971,184971,31.2325839306,121.5312021672,33.8982624851
184972,184972,31.2324811775,121.5312293618,69.9757382978
184975,184975,31.2324539564,121.5312312349,75.6863635246
184976,184976,31.2324318675,121.5312589059,67.7953549135
184979,184979,31.2324100160,121.5312466120,69.6764282586
184980,184980,31.2323874392,121.5313354589,64.0622114692
184984,184984,31.2323864327,121.5313532226,63.0122460864
184985,184985,31.2323405388,121.5314194421,46.9813015914
184990,184990,31.2323051372,121.5314086909,70.0765962810
184991,184991,31.2322601381,121.5314948358,67.3062780043
184993,184993,31.2322057619,121.5314407186,58.8730388943
184994,184994,31.2321973897,121.5315387880,76.8293969369
184997,184997,31.2321902558,121.5315515978,72.6130498814
184998,184998,31.2322031654,121.5316058844,70.8541499173
185002,185002,31.2322043837,121.5316229103,63.1657156684
185003,185003,31.2322555026,121.5317156586,35.7608440347
185008,185008,31.2321959522,121.5317376454,42.6447525247
185009,185009,31.2321862986,121.5317759438,46.5158763363
185011,185011,31.2321577347,121.5317881136,47.6873412041
185012,185012,31.2321325807,121.5318008930,43.6079895791
185015,185015,31.2321206550,121.5318411537,51.5717595140
185016,185016,31.2320520273,121.5319406966,51.5780192954
185019,185019,31.2320494710,121.5319382639,50.2898424357
185020,185020,31.2321017875,121.5319083904,40.8384741474
185023,185023,31.2321031459,121.5319243180,44.1124101818
185024,185024,31.2321284121,121.5320318772,43.3407657458
185027,185027,31.2321304564,121.5320720706,43.2757213389
185028,185028,31.2320463183,121.5321923350,48.4144281241
185032,185032,31.2320325787,121.5322058427,57.1692482167
185033,185033,31.2320211992,121.5322556443,43.8143495891
185038,185038,31.2320000983,121.5322919763,45.2289501228
185039,185039,31.2320280507,121.5323810899,36.2212592472
185042,185042,31.2320345254,121.5323958410,30.7748572178
185043,185043,31.2320283571,121.5324293345,34.6228003828
185046,185046,31.2320383173,121.5324594364,36.3348574119
185047,185047,31.2320561339,121.5325356624,40.1644401225
185050,185050,31.2320464736,121.5325642976,49.7414273827
185051,185051,31.2320373508,121.5326266954,55.3056395810
185054,185054,31.2320459776,121.5326331853,50.8728868584
185055,185055,31.2320769272,121.5326982992,46.2291032165
185058,185058,31.2320791097,121.5327360982,48.4031958775
185059,185059,31.2320950162,121.5327755564,47.2518163566
185062,185062,31.2321046868,121.5327757450,43.5868670324
185063,185063,31.2321657220,121.5328387828,42.1717936000
185066,185066,31.2322202216,121.5328071766,35.5025929759
185067,185067,31.2322504733,121.5328801199,37.0825407241
185070,185070,31.2322771002,121.5328930623,44.1439371771
185071,185071,31.2322872957,121.5328710103,38.8904443421
185074,185074,31.2322850230,121.5329091341,44.1684180110
185075,185075,31.2323134510,121.5329197773,29.7540122858
185078,185078,31.2323219353,121.5329410446,30.7143992519
185079,185079,31.2323604304,121.5330009103,34.5140754237
185082,185082,31.2323517251,121.5330236887,33.5915160435
185083,185083,31.2323426655,121.5330567625,48.7665163362
185087,185087,31.2323558623,121.5330723991,44.7309993150
185088,185088,31.2324409143,121.5331127922,46.9693546909
185093,185093,31.2324697527,121.5331238464,42.1040263287
185094,185094,31.2325375103,121.5330609779,38.3316953895
185096,185096,31.2325378383,121.5330864867,55.8269707154
185097,185097,31.2326295951,121.5330505051,53.9639984236
185100,185100,31.2326435336,121.5330591095,55.3570859818
185101,185101,31.2327093244,121.5331288796,61.2686510527
185104,185104,31.2327370038,121.5331336537,50.3205496845
185105,185105,31.2328077176,121.5332033934,66.9403604661
185108,185108,31.2328303010,121.5331537276,55.0586349850
185109,185109,31.2328611445,121.5331369527,47.3774019362
185113,185113,31.2328849314,121.5332041768,45.7547858842
185114,185114,31.2329152109,121.5331212565,43.4816247529
185117,185117,31.2328988324,121.5332355978,65.4182573434
185118,185118,31.2329689688,121.5332555529,51.9791145415
185119,185119,31.2329812980,121.5332271008,43.9086537780
185120,185120,31.2330412669,121.5331516859,36.6806157950
185123,185123,31.2330784423,121.5331573382,34.4047562034
185124,185124,31.2331012612,121.5332458238,36.1252095745
185127,185127,31.2330788517,121.5331726236,32.2952174822
185128,185128,31.2331371964,121.5332402643,36.5998952667
185131,185131,31.2331781864,121.5332813800,37.2593158607
185132,185132,31.2332225130,121.5333395138,45.5652248482
185135,185135,31.2332293690,121.5333510788,46.6862950062
185139,185139,31.2332419136,121.5333182826,38.5963185768
185140,185140,31.2332691786,121.5332863807,41.1294490580
185143,185143,31.2332687721,121.5332898793,48.7348763134
185144,185144,31.2332885681,121.5332290703,44.3584311476
185147,185147,31.2333024629,121.5332448690,44.4536996239
185148,185148,31.2332884672,121.5331749786,43.1376715577
185151,185151,31.2332976768,121.5331672376,41.8417227139
185152,185152,31.2334447247,121.5333427672,45.9685020874
185155,185155,31.2334521831,121.5333993958,63.6676501096
185156,185156,31.2334936976,121.5335188574,78.2843407757
185159,185159,31.2335259005,121.5334571997,62.9401692590
185160,185160,31.2335744967,121.5334421319,72.8603110114
185163,185163,31.2335559755,121.5334622879,77.5274175489
185164,185164,31.2337265944,121.5336326590,88.2020598802
185167,185167,31.2337311376,121.5336830200,89.2890657828
185168,185168,31.2338357885,121.5336850122,88.4433447766
185171,185171,31.2338061415,121.5336700522,93.4894343854
185172,185172,31.2339279898,121.5336841541,85.3035169711
185175,185175,31.2339494498,121.5336988226,92.5681584613
185176,185176,31.2339767517,121.5336999833,90.7159560239
185179,185179,31.2339717938,121.5336279461,94.6543902577
185180,185180,31.2340483300,121.5335959935,90.2271937970
185183,185183,31.2340615924,121.5336344116,86.6667184043
185184,185184,31.2340722893,121.5335832727,97.2786292705
185187,185187,31.2340838661,121.5335357841,85.7904202071
185188,185188,31.2340780011,121.5335660683,74.1035129810
185191,185191,31.2341129419,121.5334778292,65.2368266558
185192,185192,31.2341315216,121.5332860488,78.0586591254
185195,185195,31.2341376843,121.5332759551,78.6067903227
185196,185196,31.2341663891,121.5332549972,86.3872056402
185199,185199,31.2341686819,121.5332069741,82.3917406142
185200,185200,31.2341884457,121.5331735715,56.4818929445
185203,185203,31.2342053460,121.5331250758,50.5614930708
185204,185204,31.2342166309,121.5330205355,48.0054104962
185207,185207,31.2342385356,121.5330451658,49.7562313030
185208,185208,31.2342867856,121.5330635483,52.3305524790
185211,185211,31.2343103901,121.5330538430,53.9390531230
185212,185212,31.2342929857,121.5330261151,67.4776872689
185215,185215,31.2343093178,121.5330449317,71.7730395254
185216,185216,31.2343768980,121.5329914072,63.4371329143
185219,185219,31.2343558806,121.5329829195,67.7174978320
185220,185220,31.2344262574,121.5329113376,64.5382758603
185223,185223,31.2344945537,121.5328446457,52.2707735234
185224,185224,31.2345206688,121.5327653145,59.8579272470
185227,185227,31.2344703581,121.5327722751,55.5569915998
185228,185228,31.2345011215,121.5327797168,64.6936785853
185231,185231,31.2344777955,121.5327649185,62.2270014297
185232,185232,31.2345093099,121.5326835493,61.9998428560
185235,185235,31.2345246284,121.5326636235,67.5096343031
185236,185236,31.2344696675,121.5325556178,50.6998086784
185239,185239,31.2344849797,121.5325559683,51.6722307287
185243,185243,31.2345099398,121.5325483654,60.5720690369
185244,185244,31.2345772498,121.5324038251,74.1409108447
185247,185247,31.2345304040,121.5323999601,67.5565204886
185248,185248,31.2345214865,121.5323783745,62.2899138202
185251,185251,31.2345196922,121.5323851573,62.9097959395
185252,185252,31.2345314115,121.5323618570,64.1693790822
185255,185255,31.2345380314,121.5323638884,62.3569794449
185256,185256,31.2345329870,121.5323041727,41.5394039888
185259,185259,31.2345507892,121.5323055121,47.6904764216
185260,185260,31.2345318255,121.5322234995,29.0897170345
185264,185264,31.2345102198,121.5322426501,31.9896327765
185265,185265,31.2345539896,121.5322116417,44.4079358965
185270,185270,31.2345831179,121.5321936298,38.9725218950
185271,185271,31.2347120397,121.5320952895,64.9204816948
185273,185273,31.2347039006,121.5320600311,66.0993815886
185274,185274,31.2347014110,121.5320479942,62.7277529504
185278,185278,31.2347417096,121.5320297810,71.1127222420
185279,185279,31.2347527579,121.5319545558,85.2280077741
185284,185284,31.2346419297,121.5319621507,42.1198820891
185285,185285,31.2347507573,121.5318793438,88.8821255879
185287,185287,31.2347023427,121.5319050062,96.5985138951
185288,185288,31.2347667521,121.5318029985,107.6913405292
185291,185291,31.2347929392,121.5317571354,122.8106638403
185292,185292,31.2347493404,121.5317151626,96.0779687188
185296,185296,31.2347797167,121.5317091127,99.8129643583
185297,185297,31.2347514064,121.5316373085,50.2769310530
185301,185301,31.2347476412,121.5316287158,40.1653646795
185302,185302,31.2346588654,121.5315257461,17.6631917325
185303,185303,31.2346699806,121.5315365914,10.2894513015
185305,185305,31.2346630811,121.5315224645,13.3981223029
185306,185306,31.2346228951,121.5314916680,14.6617089080
185310,185310,31.2346537558,121.5314362949,15.0922890611
185311,185311,31.2346587767,121.5313125509,37.0465956456
185314,185314,31.2345871336,121.5313402534,29.6781245049
185315,185315,31.2345927839,121.5312634628,19.8734015492
185316,185316,31.2345628217,121.5312554620,19.5230874370
185317,185317,31.2345624290,121.5312228796,-0.6586253798
185319,185319,31.2345158659,121.5312222866,-1.9470878918
185320,185320,31.2344127278,121.5311220323,8.0594408937
185324,185324,31.2344399665,121.5310837821,4.6059732332
185325,185325,31.2344193008,121.5309875941,14.2304280747
185330,185330,31.2343967164,121.5310239567,18.1843623901
185331,185331,31.2342918729,121.5309873282,27.0886717795
185333,185333,31.2342987465,121.5309717108,22.2515653666
185334,185334,31.2343350710,121.5309195389,31.4252257507
185337,185337,31.2343194779,121.5309080621,32.5793537817
185338,185338,31.2342833199,121.5308807793,21.7422378430
185345,185345,31.2342288008,121.5308934793,31.9206509724
185346,185346,31.2341255376,121.5308300200,26.4389916628
185354,185354,31.2341080655,121.5308739717,18.3934400068
185355,185355,31.2340320347,121.5309200662,15.9285803616
185356,185356,31.2340144389,121.5309614679,8.1070414784
185360,185360,31.2340463161,121.5308877176,10.0332549853
185361,185361,31.2339307520,121.5308424337,29.7676812406
185364,185364,31.2339588168,121.5308279356,14.4487120592
185365,185365,31.2339421058,121.5307969804,17.4540078589
185368,185368,31.2339469912,121.5308140115,11.4786583591
185369,185369,31.2338539043,121.5308408880,16.6058635429
185372,185372,31.2338337426,121.5308321715,15.7166848473
185373,185373,31.2337719184,121.5308277053,19.6168435981
185376,185376,31.2337608288,121.5307693634,26.2569675712
185377,185377,31.2336784512,121.5307097830,38.5094741075
185380,185380,31.2336396213,121.5305927493,63.3454861437
185381,185381,31.2336150704,121.5306110473,71.1811611808
185388,185388,31.2336256554,121.5307221937,51.4132055067
185389,185389,31.2336153593,121.5306276979,58.8906194927
185392,185392,31.2336178562,121.5306167519,53.7715162853
185393,185393,31.2335370040,121.5306788048,48.4964337037
185396,185396,31.2335027350,121.5306282763,53.3821076475
185397,185397,31.2334504505,121.5305679131,66.3242519944
185400,185400,31.2334302991,121.5305986564,59.4215563787
185401,185401,31.2334014452,121.5305902294,50.9784022362
185405,185405,31.2333710930,121.5305877281,54.8506410961
185406,185406,31.2333449698,121.5305959371,58.6430480953
185408,185408,31.2333673931,121.5306119205,43.5637445209
185409,185409,31.2332030686,121.5306271150,79.1862298929
185412,185412,31.2331713655,121.5306412797,80.8895000606
185413,185413,31.2331240087,121.5306934120,93.4414571715
185417,185417,31.2331351302,121.5306982165,88.8887377099
185418,185418,31.2330954713,121.5307553083,74.9776932704
185421,185421,31.2330772848,121.5307262168,76.7877586279
185423,185423,31.2331014272,121.5307224054,68.1107393076
185424,185424,31.2331320247,121.5307374271,51.5245345702
185427,185427,31.2331186785,121.5307024018,62.2209559518
185428,185428,31.2330628684,121.5307052511,52.0974086874
185431,185431,31.2330310317,121.5307236293,58.2010078585
185432,185432,31.2329469747,121.5307227516,60.2624105160
185436,185436,31.2329727333,121.5307196690,43.9190953605
185437,185437,31.2329384654,121.5306678809,56.6293283744
185442,185442,31.2329213985,121.5306709249,61.3700395260
185443,185443,31.2329006752,121.5307117149,47.5761321091
185446,185446,31.2328601829,121.5307643957,52.4516307586
185447,185447,31.2328119490,121.5309531501,45.2516033987
185450,185450,31.2327261395,121.5308862236,84.2416234448
185451,185451,31.2326667482,121.5308952111,87.1020281756
185454,185454,31.2326537568,121.5308650775,87.3025666674
185455,185455,31.2326417589,121.5309395989,93.8128187715
185458,185458,31.2326339106,121.5309640830,96.5490919210
185459,185459,31.2326646360,121.5310897626,43.9916061644
185462,185462,31.2326803411,121.5311125528,44.1824606019
185463,185463,31.2326817070,121.5311199151,46.2702024952
185466,185466,31.2326628611,121.5311295923,45.3693387218
185467,185467,31.2326045902,121.5311476144,55.1095225027
185470,185470,31.2325814454,121.5311432267,52.0729832589
185471,185471,31.2325575257,121.5312854947,38.4707110031
185474,185474,31.2325526143,121.5313040327,34.0598345845
185475,185475,31.2325069478,121.5313041257,29.8034206811
185478,185478,31.2324832906,121.5312943222,36.3652973570
185479,185479,31.2324357046,121.5312993780,26.0566834029
185482,185482,31.2324294258,121.5313278155,37.1035867276
185483,185483,31.2323581482,121.5313900173,37.9549099842
185486,185486,31.2323253954,121.5313605545,38.7104109514
185487,185487,31.2323342011,121.5313948507,36.6501504545
185490,185490,31.2323125379,121.5314321006,44.9325773483
185491,185491,31.2323037335,121.5314238310,32.9402195802
185494,185494,31.2322652512,121.5314481791,39.7853465649
185495,185495,31.2322901163,121.5315248413,51.5694698972
185498,185498,31.2322939510,121.5315404644,47.0007722802
185499,185499,31.2322352602,121.5315648774,56.8817895765
185502,185502,31.2322337031,121.5315557462,56.1598899934
185503,185503,31.2321820236,121.5316102289,58.9073291714
185506,185506,31.2321839291,121.5316303148,62.3909711084
185507,185507,31.2321515031,121.5316469982,66.2815867192
185510,185510,31.2321420501,121.5316698729,69.2230912148
185511,185511,31.2321279399,121.5317213022,65.5723949379
185514,185514,31.2321018672,121.5317317931,56.8704543837
185515,185515,31.2321102660,121.5318160312,40.5355595100
185518,185518,31.2320885111,121.5318662168,41.9490885770
185519,185519,31.2320984029,121.5318863657,34.4723737621
185522,185522,31.2320720521,121.5319157880,45.0005240926
185523,185523,31.2321933551,121.5319252782,35.8356341916
