184413,184413,-16.0779752597,68.8323504342,-6295568.1957027046,339.9844962098,877.9269952203,-131.0036852078,0.0011243904,-0.0003664103,0.0012457707,0.0000000000,0.0000000000,0.0000000000,6
184413,184413,-16.0839443681,68.8304225988,-6295568.1501555080,340.0081023576,877.8997421111,-131.0527656400,0.0011286442,-0.0003950193,0.0012456729,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,40.9039116699,88.2470793079,-6297201.4353668671,37.5294713871,1226.3483604584,502.3084023209,0.0004540076,-0.0004630732,0.0003417808,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319820656,121.5320527054,3.3682027292,-0.2579262689,0.6302972455,0.2933188876,0.0006512143,-0.0008988746,-0.0003778474,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319849435,121.5320458446,3.4186909243,-0.1637148625,0.4693023816,0.2599005975,0.0005724941,-0.0008395654,-0.0004705111,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319759493,121.5320287565,11.8049693832,-0.1889155456,0.4790315357,0.2334532469,0.0006217527,-0.0008460715,-0.0004027533,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319762562,121.5320279777,12.6423459639,-0.1484739228,0.3815449362,0.1873557548,0.0006140163,-0.0008138872,-0.0004047316,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319763098,121.5320274036,13.3173901999,-0.1049971162,0.2917349381,0.1363219713,0.0005985421,-0.0007935215,-0.0003954348,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319763248,121.5320268577,12.9332929017,-0.0310714378,0.1845217868,0.0997926695,0.0005311808,-0.0007709022,-0.0004401768,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319757809,121.5320271288,13.9528385304,-0.0538572671,0.1951009759,0.0922255750,0.0005699838,-0.0007683602,-0.0004066455,0.0000000000,0.0000000000,0.0000000000,6
184414,184414,31.2319762750,121.5320270006,14.4441210137,-0.0222338787,0.1349559538,0.0493535905,0.0005581974,-0.0007616857,-0.0003871157,0.0000000000,0.0000000000,0.0000000000,6
184415,184415,31.2319741898,121.5320285856,14.6487510595,-0.1167136879,0.2413665621,0.2270121085,-0.0036855309,0.0065355450,0.0084422629,0.0000000000,0.0000000000,0.0000000000,6
184415,184415,31.2319721094,121.5320287700,14.2590733119,-0.2134333248,0.4139567324,0.4584386197,-0.0037231717,0.0065781489,0.0081410274,0.0000000000,0.0000000000,0.0000000000,6
184415,184415,31.2319706256,121.5320281326,14.2804793854,-0.2114377682,0.4164106121,0.4635673037,-0.0037340066,0.0065777492,0.0081302227,0.0000000000,0.0000000000,0.0000000000,6
184415,184415,31.2319693782,121.5320274541,14.2969825651,-0.2110153598,0.4174147874,0.4675184104,-0.0037387728,0.0065791638,0.0081221323,0.0000000000,0.0000000000,0.0000000000,6
184415,184415,31.2319683316,121.5320267737,14.3176578282,-0.2117321459,0.4186048345,0.4713750356,-0.0037405703,0.0065810829,0.0081152475,0.0000000000,0.0000000000,0.0000000000,6
