2182,545205.0,22.3041549,114.1784354,0.1,NaN,20211106072627.00
2182,545206.0,22.3041568,114.1784363,-0.1,NaN,20211106072628.00
2182,545207.0,22.3041578,114.1784353,0.1,NaN,20211106072629.00
2182,545208.0,22.3041586,114.1784321,0.1,NaN,20211106072630.00
2182,545209.0,22.3041597,114.1784311,-0.2,NaN,20211106072631.00
2182,545210.0,22.3041581,114.1784305,-0.3,NaN,20211106072632.00
2182,545211.0,22.3041577,114.1784308,-0.6,NaN,20211106072633.00
2182,545212.0,22.3041681,114.1784405,-3.4,NaN,20211106072634.00
2182,545213.0,22.3041673,114.1784394,-3.0,NaN,20211106072635.00
2182,545214.0,22.3041661,114.1784395,-2.6,NaN,20211106072636.00
2182,545215.0,22.3041654,114.1784421,-2.0,NaN,20211106072637.00
2182,545216.0,22.3041657,114.1784410,-1.8,NaN,20211106072638.00
2182,545217.0,22.3041649,114.1784409,-1.7,NaN,20211106072639.00
2182,545218.0,22.3041636,114.1784422,-1.4,NaN,20211106072640.00
2182,545219.0,22.3041656,114.1784403,-0.8,NaN,20211106072641.00
2182,545220.0,22.3041654,114.1784404,-0.8,NaN,20211106072642.00
2182,545221.0,22.3041655,114.1784400,-0.8,NaN,20211106072643.00
2182,545222.0,22.3041654,114.1784397,-0.7,NaN,20211106072644.00
2182,545223.0,22.3041656,114.1784398,-0.7,NaN,20211106072645.00
2182,545224.0,22.3041658,114.1784403,-0.7,NaN,20211106072646.00
2182,545225.0,22.3041665,114.1784405,-0.6,NaN,20211106072647.00
2182,545226.0,22.3041670,114.1784401,-0.5,NaN,20211106072648.00
2182,545227.0,22.3041733,114.1784211,2.4,NaN,20211106072649.00
2182,545228.0,22.3041737,114.1784220,2.6,NaN,20211106072650.00
2182,545229.0,22.3041739,114.1784220,2.3,NaN,20211106072651.00
2182,545230.0,22.3041728,114.1784258,2.0,NaN,20211106072652.00
2182,545231.0,22.3041726,114.1784254,1.8,NaN,20211106072653.00
2182,545232.0,22.3041749,114.1784294,1.2,NaN,20211106072654.00
2182,545233.0,22.3041760,114.1784345,0.9,NaN,20211106072655.00
2182,545234.0,22.3041682,114.1784282,-1.5,NaN,20211106072656.00
2182,545235.0,22.3041693,114.1784249,-1.3,NaN,20211106072657.00
2182,545236.0,22.3041703,114.1784216,-1.1,NaN,20211106072658.00
2182,545237.0,22.3041715,114.1784186,-1.0,NaN,20211106072659.00
2182,545238.0,22.3041699,114.1784134,-0.5,NaN,20211106072700.00
2182,545239.0,22.3041703,114.1784105,-0.5,NaN,20211106072701.00
2182,545240.0,22.3041767,114.1784122,-1.2,NaN,20211106072702.00
2182,545241.0,22.3041800,114.1784102,-1.3,NaN,20211106072703.00
2182,545252.0,22.3041621,114.1785263,7.5,NaN,20211106072714.00
2182,545253.0,22.3041646,114.1785241,7.2,NaN,20211106072715.00
2182,545254.0,22.3041645,114.1785235,7.8,NaN,20211106072716.00
2182,545255.0,22.3041643,114.1785238,7.9,NaN,20211106072717.00
2182,545256.0,22.3041651,114.1785262,7.3,NaN,20211106072718.00
2182,545257.0,22.3041650,114.1785305,6.7,NaN,20211106072719.00
2182,545258.0,22.3041652,114.1785360,5.8,NaN,20211106072720.00
2182,545259.0,22.3041654,114.1785344,5.3,NaN,20211106072721.00
2182,545260.0,22.3041665,114.1785351,5.0,NaN,20211106072722.00
2182,545261.0,22.3041671,114.1785364,5.2,NaN,20211106072723.00
2182,545262.0,22.3041676,114.1785368,5.7,NaN,20211106072724.00
2182,545263.0,22.3041873,114.1785542,-5.2,NaN,20211106072725.00
2182,545264.0,22.3041856,114.1785461,-5.8,NaN,20211106072726.00
2182,545265.0,22.3041851,114.1785452,-5.7,NaN,20211106072727.00
2182,545266.0,22.3041845,114.1785443,-5.7,NaN,20211106072728.00
2182,545267.0,22.3041832,114.1785431,-5.3,NaN,20211106072729.00
2182,545268.0,22.3041831,114.1785431,-4.9,NaN,20211106072730.00
2182,545269.0,22.3041831,114.1785414,-4.5,NaN,20211106072731.00
2182,545270.0,22.3041838,114.1785430,-4.3,NaN,20211106072732.00
2182,545271.0,22.3041976,114.1785707,-9.4,NaN,20211106072733.00
2182,545272.0,22.3041992,114.1785754,-10.3,NaN,20211106072734.00
2182,545273.0,22.3041982,114.1785760,-10.0,NaN,20211106072735.00
2182,545274.0,22.3041981,114.1785778,-9.9,NaN,20211106072736.00
2182,545275.0,22.3041975,114.1785796,-10.1,NaN,20211106072737.00
2182,545276.0,22.3041997,114.1785845,-10.5,NaN,20211106072738.00
2182,545277.0,22.3042004,114.1785897,-10.4,NaN,20211106072739.00
2182,545278.0,22.3041999,114.1785909,-10.6,NaN,20211106072740.00
2182,545279.0,22.3041997,114.1785910,-10.7,NaN,20211106072741.00
2182,545280.0,22.3041992,114.1785895,-10.7,NaN,20211106072742.00
2182,545281.0,22.3041978,114.1785878,-10.5,NaN,20211106072743.00
2182,545282.0,22.3041956,114.1785905,-10.1,NaN,20211106072744.00
2182,545283.0,22.3041943,114.1785928,-10.1,NaN,20211106072745.00
2182,545284.0,22.3041937,114.1785931,-10.1,NaN,20211106072746.00
2182,545285.0,22.3041931,114.1785932,-10.5,NaN,20211106072747.00
2182,545286.0,22.3041777,114.1785696,-5.8,NaN,20211106072748.00
2182,545287.0,22.3041755,114.1785681,-5.2,NaN,20211106072749.00
2182,545288.0,22.3041738,114.1785661,-4.5,NaN,20211106072750.00
2182,545289.0,22.3041720,114.1785646,-3.6,NaN,20211106072751.00
2182,545290.0,22.3041721,114.1785635,-3.4,NaN,20211106072752.00
2182,545291.0,22.3041731,114.1785630,-3.5,NaN,20211106072753.00
2182,545292.0,22.3041742,114.1785640,-3.1,NaN,20211106072754.00
2182,545293.0,22.3041845,114.1785720,-6.2,NaN,20211106072755.00
2182,545294.0,22.3041843,114.1785718,-6.0,NaN,20211106072756.00
2182,545295.0,22.3041834,114.1785713,-5.3,NaN,20211106072757.00
2182,545296.0,22.3041830,114.1785709,-4.9,NaN,20211106072758.00
2182,545297.0,22.3041840,114.1785688,-5.4,NaN,20211106072759.00
2182,545298.0,22.3041849,114.1785665,-6.0,NaN,20211106072800.00
2182,545299.0,22.3041844,114.1785609,-6.1,NaN,20211106072801.00
2182,545300.0,22.3041852,114.1785524,-6.0,NaN,20211106072802.00
2182,545301.0,22.3041831,114.1785484,-6.0,NaN,20211106072803.00
2182,545302.0,22.3041814,114.1785445,-6.0,NaN,20211106072804.00
2182,545303.0,22.3041792,114.1785386,-6.3,NaN,20211106072805.00
2182,545304.0,22.3041789,114.1785349,-6.6,NaN,20211106072806.00
2182,545305.0,22.3041775,114.1785346,-6.9,NaN,20211106072807.00
2182,545306.0,22.3041767,114.1785399,-7.2,NaN,20211106072808.00
2182,545307.0,22.3041789,114.1785496,-7.5,NaN,20211106072809.00
2182,545308.0,22.3041685,114.1785016,-1.4,NaN,20211106072810.00
2182,545309.0,22.3041695,114.1785056,-1.4,NaN,20211106072811.00
2182,545310.0,22.3041671,114.1785075,-0.6,NaN,20211106072812.00
2182,545311.0,22.3041673,114.1785097,-0.3,NaN,20211106072813.00
2182,545312.0,22.3041681,114.1785114,-0.2,NaN,20211106072814.00
2182,545313.0,22.3041694,114.1785127,-0.1,NaN,20211106072815.00
2182,545314.0,22.3041713,114.1784976,0.6,NaN,20211106072816.00
2182,545315.0,22.3041616,114.1784828,4.7,NaN,20211106072817.00
2182,545316.0,22.3041620,114.1784841,4.5,NaN,20211106072818.00
2182,545317.0,22.3041617,114.1784829,4.4,NaN,20211106072819.00
2182,545318.0,22.3041426,114.1783043,64.3,NaN,20211106072820.00
2182,545319.0,22.3041421,114.1783037,64.3,NaN,20211106072821.00
2182,545320.0,22.3041420,114.1783029,64.3,NaN,20211106072822.00
2182,545321.0,22.3041424,114.1783038,64.2,NaN,20211106072823.00
2182,545322.0,22.3041425,114.1783041,64.1,NaN,20211106072824.00
2182,545323.0,22.3041412,114.1783047,64.1,NaN,20211106072825.00
2182,545324.0,22.3041412,114.1783046,64.1,NaN,20211106072826.00
2182,545325.0,22.3041329,114.1783741,50.3,NaN,20211106072827.00
2182,545326.0,22.3041362,114.1783794,50.4,NaN,20211106072828.00
2182,545327.0,22.3041383,114.1783833,50.8,NaN,20211106072829.00
2182,545328.0,22.3041403,114.1783875,51.0,NaN,20211106072830.00
2182,545329.0,22.3041421,114.1783913,51.0,NaN,20211106072831.00
2182,545330.0,22.3041433,114.1783945,51.0,NaN,20211106072832.00
2182,545331.0,22.3041423,114.1783791,51.1,NaN,20211106072833.00
2182,545332.0,22.3041475,114.1783750,50.4,NaN,20211106072834.00
2182,545333.0,22.3041470,114.1783705,49.7,NaN,20211106072835.00
2182,545334.0,22.3041467,114.1783695,49.1,NaN,20211106072836.00
2182,545335.0,22.3041486,114.1783667,45.7,NaN,20211106072837.00
2182,545336.0,22.3042032,114.1782775,60.8,NaN,20211106072838.00
