377089,377089,-nan,-nan,-6292741.6544055268
377678,377678,31.2412813184,121.4997730766,154.0574730999
377679,377679,31.2411582457,121.4999174422,158.6643150877
377684,377684,31.2411744921,121.4998555645,144.6154039040
377685,377685,31.2410667630,121.4997285731,134.6891966975
377688,377688,31.2413517938,121.4996998650,175.4030221618
377689,377689,31.2414059062,121.4997716852,243.1017070904
377692,377692,31.2412302512,121.4996423524,192.1963465470
377693,377693,31.2413019260,121.4994364042,208.8048074619
377696,377696,31.2416751674,121.4995668322,277.2861435673
377697,377697,31.2413910899,121.4985062914,155.0632922582
377700,377700,31.2413807636,121.4985097778,145.1595778488
377701,377701,31.2414532227,121.4986720993,145.2946545756
377704,377704,31.2414573014,121.4986501744,143.3578720721
377705,377705,31.2413689246,121.4986040178,149.2867646785
377708,377708,31.2413496165,121.4985937215,151.7633569797
377709,377709,31.2412197512,121.4985615712,165.0273841668
377712,377712,31.2408493686,121.4989529511,303.9134938817
377713,377713,31.2409162900,121.4990249155,298.9745270059
377716,377716,31.2408721855,121.4990747650,300.5722137329
377717,377717,31.2410756391,121.4991933269,256.6519088720
377721,377721,31.2411607463,121.4992608686,242.1302631127
377722,377722,31.2408156452,121.4991713035,313.4611800208
377727,377727,31.2407121697,121.4991048624,345.1877011192
377728,377728,31.2407492617,121.4983428508,221.6476572968
377730,377730,31.2389235599,121.4961342363,655.5810924261
377731,377731,31.2410674326,121.4988006123,154.7279420918
377739,377739,31.2408316958,121.4984672618,206.4060299606
377740,377740,31.2411633602,121.4989032576,134.0594766976
377741,377741,31.2411086309,121.4988054902,153.5713882756
377742,377742,31.2404839048,121.4989956297,147.8797029621
377745,377745,31.2405572133,121.4990245232,128.4429260488
377746,377746,31.2405406716,121.4989713641,122.4315994146
377749,377749,31.2405867319,121.4990115415,125.2658666989
377750,377750,31.2407763417,121.4992897972,77.4577854913
377753,377753,31.2409382970,121.4995896857,41.0927261330
377754,377754,31.2407431500,121.4994337770,54.8399702169
377757,377757,31.2408928664,121.4996148868,48.0017933823
377758,377758,31.2407401135,121.4995223534,40.2723980729
377761,377761,31.2408912985,121.4996340196,39.0861844636
377762,377762,31.2407656327,121.4996105178,28.4073285315
377765,377765,31.2408217632,121.4995648539,31.0794028830
377766,377766,31.2405178009,121.4995198914,26.0505097349
377770,377770,31.2405937662,121.4995228536,31.2719192520
377771,377771,31.2388236290,121.5012706202,319.6786098961
377776,377776,31.2404991565,121.4996379472,59.3541377859
377777,377777,31.2401429078,121.5001628937,89.1102115442
377779,377779,31.2401803408,121.5001292988,113.4424270298
377780,377780,31.2382943232,121.5012463956,837.7494008852
377784,377784,31.2387006336,121.5022354729,492.4887129265
377785,377785,31.2404334747,121.5004358872,-7.2911923315
377788,377788,31.2401300063,121.5003752318,136.4565701277
377789,377789,31.2404072211,121.5004462443,9.1237584101
377790,377790,31.2407109215,121.5000273568,-22.5973668369
377791,377791,31.2407430592,121.4999974608,-15.9018916160
377793,377793,31.2407202695,121.5000432783,-11.1744372032
377794,377794,31.2403747597,121.4999204853,901.6448528558
377797,377797,31.2401805130,121.5001771931,878.0807225792
377798,377798,31.2410479165,121.4999316999,129.7478323564
377801,377801,31.2412834258,121.5002218448,-135.5937526353
377802,377802,31.2412864651,121.5000452879,65.6646522456
377805,377805,31.2414423097,121.5004108651,-156.3745147312
377806,377806,31.2412500829,121.5000703003,65.6691747916
377810,377810,31.2411991999,121.4999989795,66.8247796635
377811,377811,31.2410451212,121.4996876948,85.1109987120
377816,377816,31.2410787577,121.4996087683,41.4851753346
377817,377817,31.2412763519,121.4998443374,83.1422522030
377820,377820,31.2412516834,121.4997061170,111.3397214453
377821,377821,31.2412508965,121.4996449702,76.6516537330
377824,377824,31.2412456844,121.4996154094,98.1140388661
377825,377825,31.2413036661,121.4994849521,93.5054589232
377829,377829,31.2413597283,121.4993759467,111.4769453708
377830,377830,31.2415421755,121.4994293976,85.9543320961
377835,377835,31.2417573665,121.4993250194,140.8503293228
377836,377836,31.7591174359,121.7596923486,153656.4094888754
377838,377838,31.8128823071,121.7379752677,143411.4780136074
377839,377839,31.3708947537,121.8537789201,94463.1956577832
377842,377842,32.0526790554,121.8877250776,166344.8596278003
377843,377843,31.1040204912,121.8394856860,95518.5916554880
377847,377847,31.1917453431,121.6894030550,89137.4794861414
377848,377848,31.3584959628,121.9531745656,169260.0475514783
377853,377853,31.3748755158,121.9274209535,160943.5582186994
377854,377854,31.1414925051,121.8842071234,157196.6786864355
377856,377856,31.1090132617,122.0682750155,146082.4567802166
377857,377857,31.0940232575,121.9314453499,127882.8523457599
377860,377860,31.1573276094,121.8786226609,146101.8755039906
377861,377861,31.1710042845,122.0400713844,161806.5643475851
377864,377864,31.2811441923,121.9233347378,191446.3398854699
377865,377865,31.1706589327,121.9524287318,146589.5417067483
377873,377873,31.1897213642,121.9857869906,159498.1979756177
377874,377874,31.1074702019,122.0139831562,171613.6958709272
377875,377875,31.1875875513,121.9989241069,136807.6419605428
377878,377878,31.3624125548,122.0480238865,141107.0874472705
377879,377879,31.1593986995,121.7604205849,67822.6266946630
377887,377887,31.2193167357,121.7068870072,51917.6654846367
377888,377888,31.0648315098,121.6497216419,55903.3846847888
377889,377889,31.0919290039,121.7166224951,63777.4810146757
377890,377890,31.0847780593,121.8434050008,111049.4754906204
377892,377892,30.9766363365,121.7692000458,121120.1175716008
377893,377893,31.0049506855,121.7821669351,168656.5084808073
377896,377896,31.1165017160,121.8518347209,127629.4499562484
377897,377897,31.1670971353,121.6189845090,104320.6152365711
377901,377901,31.0334290417,121.6020223359,67756.8878263636
377902,377902,31.1236881059,121.6713205406,68627.5733561269
377905,377905,31.1457550943,121.6572074731,63107.6113837876
377906,377906,30.9424917019,121.8113601553,75545.8164700693
377907,377907,31.0236403403,121.6415151141,74651.3002955361
377908,377908,30.9823039489,121.5833995443,67945.8993879296
377910,377910,31.1327986721,121.6356098381,54879.7407387615
377911,377911,31.2417314251,121.4987096754,141.9968317137
377915,377915,31.2417587371,121.4988089715,125.0485872374
377916,377916,31.2418430270,121.4990296136,115.2050711332
377921,377921,31.2418449967,121.4990645280,120.0227464095
377922,377922,31.2417499116,121.4990582183,124.4340240223
377924,377924,31.2417501223,121.4990562740,121.2844859685
377925,377925,30.9798751392,121.7818109535,70416.6483312336
377928,377928,31.0048820705,121.7267067483,66029.2824277313
377929,377929,30.9649449337,121.7668715280,77149.5553356400
377933,377933,30.9400745467,121.8222915329,93364.3387997760
377934,377934,30.9375761893,121.7064315170,97282.7606026151
377939,377939,30.9713055677,121.6860604470,79510.5006072828
377940,377940,30.9729127700,121.8500825100,91990.8084642006
377943,377943,30.9864310418,121.7134080684,86097.5428355862
377944,377944,30.8939504218,121.1028632504,335092.3819803097
377947,377947,31.0175950453,121.5485861959,135629.1211157325
377948,377948,31.0687588436,121.6883981586,125350.9651571107
377951,377951,31.0559920041,121.7098392395,126733.3599863616
377952,377952,31.0096715747,121.7609226191,90669.0095932217
377955,377955,31.0101018090,121.6703409419,113349.1156112885
377956,377956,30.9623636249,121.7935929562,103288.8316993492
377959,377959,30.9299296308,121.8003021586,95700.4253214221
377960,377960,30.9836297039,121.7940854821,79614.5487570622
377963,377963,31.0369185043,121.6741023349,74925.1898267882
377964,377964,31.0415288147,121.6239958279,128954.6972661912
377967,377967,31.0289653993,121.7838509674,74895.1114906561
377968,377968,31.0181700637,121.7496377355,79748.7133010682
377971,377971,31.0420113692,121.7305188536,114055.5261980535
377972,377972,31.0389004061,121.9293990024,83540.6438189636
377975,377975,31.2061809105,122.0193285108,101564.3700707530
377976,377976,31.0766832375,121.7611988273,60165.9102662895
377979,377979,31.0131369797,121.8721070737,73123.8819800019
377980,377980,31.0376623562,121.8280730687,61766.7345539247
377983,377983,31.0701454266,121.9366175447,90558.4265971604
377984,377984,30.9770690509,121.6399439650,95287.4814834195
377987,377987,31.2414171873,121.4984176653,125.5029314037
377991,377991,31.2414185485,121.4985092623,110.8170010907
377992,377992,31.2414233968,121.4984125040,117.4421607748
377999,377999,31.2414208973,121.4984126678,116.5192983482
378000,378000,31.2414204795,121.4983468186,121.8807635788
378001,378001,31.2413251710,121.4984176346,131.3414645545
378002,378002,30.8086074056,121.9179171270,199422.9221579149
378004,378004,30.5081784786,121.7522997584,277373.1986526483
378005,378005,30.8886759815,121.4376254081,245306.4607949011
378008,378008,31.1333003393,121.7777645276,181629.6780830848
378009,378009,30.9969456287,121.6702099546,130737.9199203866
378013,378013,31.0422750887,121.8084777711,111685.7689319576
378014,378014,30.7695912716,121.6132385681,175287.3233453992
378019,378019,30.7770316424,121.4585804874,153469.2345655317
378020,378020,31.2410225696,121.4988734900,143.8488291506
378023,378023,31.2411638778,121.4994891725,48.3342538679
378024,378024,31.2402825976,121.4980457931,324.7455300489
378027,378027,31.2402091451,121.4979732556,339.1062525959
378028,378028,31.2411939588,121.4989131096,136.4109690648
378031,378031,31.2413251117,121.4988646517,115.0395572938
378032,378032,31.5206756789,121.2892755387,17201.9281310730
378035,378035,31.5730347387,121.3051567304,5542.8538090902
378036,378036,31.4885420725,121.3107191826,3604.8663541604
378039,378039,31.2419292481,121.4991468067,48.4623944640
378040,378040,31.2419210929,121.4994211371,66.0420856314
378044,378044,31.2418636768,121.4994270822,68.3675985180
378045,378045,31.2419370110,121.4993618859,54.1266662393
378050,378050,31.2419076230,121.4994361668,69.2382103081
378051,378051,31.2420378478,121.4994643291,47.6797648127
378053,378053,31.2419758151,121.4996035936,79.8993832237
378054,378054,31.2419486568,121.4998742288,154.4264322536
378058,378058,31.5138577285,121.5480262804,43015.5987189751
378059,378059,31.2415500154,121.4997061465,37.7864828953
378064,378064,31.2416056036,121.4997184382,51.1110683770
378065,378065,31.2414907242,121.5003016737,-226.2138678870
378068,378068,31.2419784034,121.4994670523,-414.0852143680
378069,378069,31.2414072726,121.5002983934,-340.2460787791
378072,378072,31.2413682358,121.5003583136,-315.5659910930
378076,378076,31.2413782965,121.5003133595,-209.1483537807
378077,378077,31.2412437401,121.5004744400,-226.8337963839
378080,378080,31.2412561058,121.5003966946,-214.5356521428
378081,378081,31.2409734289,121.5006726222,-174.0727343288
378084,378084,31.2409403515,121.5005956790,-171.0519568180
378085,378085,31.2407356347,121.5005412449,-41.0029393664
378088,378088,31.2407009553,121.5006606198,-36.0619530778
378089,378089,31.2409151120,121.5003410995,-84.0837250646
378092,378092,31.2409731271,121.5002729522,-100.8880751701
378093,378093,31.2409826432,121.4998872014,81.0332063802
378096,378096,31.2409946434,121.4998573347,79.2956868673
378097,378097,31.3229397653,121.2321940954,7081.5754534753
378101,378101,31.0197922638,121.7986384500,104619.6232476220
378102,378102,31.0105370024,121.8749640195,141590.3947207481
378105,378105,31.0681141081,121.8379066093,126479.4102534713
378107,378107,31.1089105700,121.7182654374,113683.1943238862
378108,378108,31.0699499622,121.7954347591,148433.1268579945
378110,378110,31.1584306604,121.7450010317,108480.3387830246
378111,378111,31.0940429815,121.8759663190,147573.9497736761
378115,378115,31.1416101311,121.7271752796,123415.8719959994
378119,378119,31.0437985905,121.6995333577,112956.2679652196
378120,378120,30.9653692965,121.7658869887,141600.9874074542
378121,378121,30.9680934373,121.7726136155,152832.6560956131
378122,378122,30.9667255239,121.9519920342,105141.9994860994
378124,378124,31.0619582323,121.8077846938,93533.9039739482
378125,378125,31.1281796740,121.9011239649,117761.3661143361
378128,378128,31.1013798635,121.9442419091,131489.9408832712
378129,378129,31.1334494770,121.9726677977,139846.9341962748
378132,378132,31.0903109623,121.9678086510,150672.8580486398
378133,378133,31.2514667296,122.0839348035,169885.8821267774
378137,378137,31.1442242707,122.0565288737,139782.8068179770
378138,378138,31.3225476348,122.1190451077,166818.6582687437
378142,378142,31.2461332812,122.1042687971,142456.4135118346
378143,378143,30.8608681981,122.0826259857,132591.3737378973
378144,378144,30.8760833630,122.1924952661,146459.8341777707
378147,378147,31.0850923043,122.1846530583,176610.9391021483
378148,378148,31.1011510674,121.9891902698,154132.0443324028
378151,378151,31.0871237243,122.0005892404,133715.2693309785
378152,378152,30.8846605153,122.0086018987,157432.5663461937
378155,378155,30.9026431882,121.7887041343,115867.8671138817
378156,378156,31.1637035052,122.1844673913,180153.6631574890
378159,378159,31.2220667557,122.0429853379,179189.7045047776
378160,378160,31.1878444298,122.1410154726,166899.3800514578
378163,378163,31.0553701365,121.9450637546,173412.7848070436
378164,378164,31.0071085558,121.9566324168,142306.8417323609
378167,378167,31.1573603438,122.2366332580,174385.5450894089
378168,378168,31.0682018171,121.9163503659,103052.2077287154
