365580,706451.5019032264,1002815.4646693270,706454.6740519379,1002811.7729381631,
365581,706451.5086993997,1002815.4640617373,706464.3171061028,1002824.3912868901,
365582,706451.5199074595,1002815.4525489318,706462.8575292605,1002829.3291039724,
365583,706451.5521399400,1002815.4616155234,706465.5753065611,1002821.3747775449,
365584,706451.6005065097,1002815.4631924722,706455.0441288690,1002827.7762173247,
365585,706451.7400229787,1002815.4721548539,706449.3379976479,1002826.6103461403,
365586,706452.0960920576,1002815.6151930720,706445.2426402487,1002834.7742652482,
365587,706452.5235288220,1002815.9596603941,706452.4851978073,1002828.4920261891,
365588,706452.6212860092,1002816.0569459472,706454.4257019270,1002831.7147675237,
365589,706452.6421720758,1002816.0617308256,706458.3991901976,1002817.5181684922,
365590,706452.6198457791,1002816.0837862280,706459.7979151080,1002816.9935378623,
365591,706452.4664815323,1002815.8996284935,706459.3345154527,1002818.0560832598,
365592,706451.8618987210,1002815.6481051011,706459.1637643467,1002827.9085551321,
365593,706451.3242009876,1002815.5775196385,706457.2131484218,1002820.8045718137,
365594,706450.7466933737,1002815.8306610505,706464.8644038893,1002817.4883410260,
365595,706450.4267322118,1002816.2070560271,706466.4494797264,1002823.1767141118,
365596,706450.4507488401,1002816.2870957560,706487.3979076406,1002840.8952164004,
365597,706450.4053020417,1002816.3371702682,706472.4134348556,1002823.3213232169,
365598,706450.3345243845,1002816.3343265350,706476.8741842976,1002822.1819322582,
365599,706450.7081846942,1002816.1341589626,706477.9306999224,1002821.5072745255,
365600,706451.2302246636,1002815.6415843957,706477.4576316599,1002824.3344262537,
365601,706451.4603377051,1002815.6000601640,706479.5967368488,1002830.7184883347,
365602,706451.6766580089,1002815.5658694215,706460.4002505661,1002792.4742791734,
365603,706451.8258205487,1002815.5826854936,706476.9753065371,1002849.0715924354,
365604,706452.2963688739,1002815.9088427043,706458.3075111534,1002785.4756924219,
365605,706452.4445214875,1002815.9946998416,706475.5154977937,1002851.4092206769,
365606,706452.5046067815,1002815.9897851341,706473.2684197634,1002855.5891809579,
365607,706452.4922864926,1002815.9363252220,706454.3735647863,1002792.0963868921,
365608,706452.4919817152,1002815.9261906638,706447.8061074254,1002771.9564493779,
365609,706452.5073321941,1002815.9066832662,706451.3276620423,1002807.3273549688,
365610,706452.4383298175,1002815.8673890738,706459.4632083199,1002851.7368032269,
365611,706452.2519299160,1002815.7262986228,706458.1200097274,1002848.8707529225,
365612,706452.1913784109,1002815.6453640346,706457.3965154910,1002826.8837425278,
365613,706452.1374043885,1002815.6422892766,706456.2443419602,1002841.3309156836,
365614,706452.1269730795,1002815.6513114157,706453.6663850432,1002844.3430000491,
365615,706452.1171814275,1002815.6502458460,706454.2813958705,1002840.9016891753,
365616,706452.1217678462,1002815.6563865620,706455.0274290300,1002827.6768697063,
365617,706452.0780455840,1002815.6515361276,706455.6562506373,1002823.6773669770,
365618,706452.1338433616,1002815.6867014228,706457.9134743043,1002818.2705839518,
365619,706452.1272582763,1002815.6685152951,706458.2294193947,1002819.5318036641,
365620,706452.1192218643,1002815.6698536102,706465.3066415524,1002813.2546698286,
365621,706452.1150376678,1002815.6702858476,706475.7839067217,1002809.6976557430,
365622,706452.1487372098,1002815.6799425059,706478.7921378161,1002804.2404007056,
365623,706452.1794209192,1002815.7120951430,706470.8290250623,1002807.6055288283,
365624,706452.1762003643,1002815.7425959657,706472.4628335466,1002806.4288317456,
