365579,365579,-nan,-nan,-6292741.6544055268
365787,365787,31.2585515272,121.6165386735,56.4662211707
365788,365788,31.2585463752,121.6165724589,52.6087040501
365789,365789,31.2585584565,121.6165555467,47.5664310891
365790,365790,31.2585904895,121.6165657318,47.6061314768
365791,365791,31.2586661696,121.6165415206,34.4593599210
365792,365792,31.2586968562,121.6165466488,40.4098790527
365793,365793,31.2584120819,121.6166489519,52.0940096202
365794,365794,31.2584628056,121.6167022529,49.7195627532
365795,365795,31.2584408208,121.6168433258,84.0556407746
365796,365796,31.2584351693,121.6167469052,61.1652985807
365797,365797,31.2587963782,121.6166922694,49.2702899324
365798,365798,31.2587494513,121.6166632567,43.6812236256
365799,365799,31.2587808208,121.6166964199,46.4160307691
365800,365800,30.5211898885,122.3717269238,19053.6932544117
365801,365801,31.2587535645,121.6167998597,67.6238939273
365802,365802,31.2587652701,121.6169181123,73.5284261217
365803,365803,30.1846914380,123.1199176174,61773.0706215183
365804,365804,31.2587965584,121.6168668372,69.1086263858
365805,365805,30.3231933084,123.0864756276,64891.1053014854
365806,365806,31.2587802069,121.6168785066,65.0803462936
365807,365807,31.2587326753,121.6169786218,73.8039010292
365808,365808,31.2587095082,121.6170221568,79.9312152382
365809,365809,31.2587111370,121.6170528384,87.7500723280
365810,365810,31.2586738883,121.6170714927,77.9096720393
365811,365811,31.2587235993,121.6171201979,81.6885010217
365812,365812,31.2587717634,121.6171346239,96.1506366204
365813,365813,31.2587311976,121.6171941759,154.7948079582
365814,365814,31.2586470659,121.6170269801,88.1545714361
365815,365815,31.2586226516,121.6169747799,87.2726711844
365816,365816,31.2586210327,121.6169573722,78.7631203254
365817,365817,31.2586745289,121.6169599263,76.7244157203
365818,365818,31.2586939165,121.6170005971,76.0736347426
365819,365819,31.2589058498,121.6171551368,95.7378791685
365820,365820,31.2584969574,121.6170001622,64.1979623355
365821,365821,31.2584993232,121.6169900406,55.7667097606
365822,365822,31.2584981989,121.6170464942,57.6743347509
365823,365823,29.1060978871,124.9814301675,146582.7680371871
365824,365824,31.2585004748,121.6170505671,73.7583873026
365825,365825,29.2289634356,123.5729359119,406008.1564842220
365826,365826,28.9466788306,123.3467300381,398592.0259168415
365827,365827,28.7084410565,123.4247168797,366127.6511932930
365828,365828,28.6171210537,123.5163517642,391570.4267832639
365829,365829,28.6866495661,123.5855483485,402059.2946424971
365830,365830,28.7942323026,123.4705394052,414815.4360039042
365831,365831,27.7525423710,123.8003759417,610745.7238620709
365832,365832,27.9795529573,123.5814076423,540992.3453955220
365833,365833,27.6718428692,123.7356763672,666836.1681054247
365834,365834,29.1173940124,123.0903569555,249112.3542492376
365835,365835,29.1994082261,123.0858991385,259706.6771554878
365836,365836,29.6173171080,122.8764355305,179452.8253919271
365837,365837,29.4576011652,123.0100299165,180289.1172608756
365838,365838,29.6520583714,122.9055578454,236987.3331882240
365839,365839,29.7290771110,122.5554649678,202174.5877213776
365840,365840,29.6724090563,122.4076652647,95336.5685109433
365841,365841,29.8538123371,122.4290485644,131646.8984495896
365842,365842,29.9468186885,122.0578104706,54122.9930715049
365843,365843,29.5104857592,122.1802909011,89410.2942109938
365844,365844,29.8020147383,122.0243098911,77197.2065836109
365845,365845,28.7490100710,122.7923836653,-146549.9987445959
365846,365846,29.2627364441,122.7510504188,12236.1684032280
365847,365847,29.3238974155,122.9025767367,-58544.5903914562
365848,365848,28.7619322899,122.9299588575,-150791.5661788626
365849,365849,28.2152440807,123.1401541652,-297133.8407063587
365850,365850,31.2581183999,121.6169347714,26.7271944442
365851,365851,31.2581390712,121.6169415744,20.1516280887
365852,365852,31.2581529135,121.6171786019,38.7416485450
365853,365853,31.2580649363,121.6169474974,13.7327517870
365854,365854,31.2581156687,121.6169991960,17.5092979728
365855,365855,31.2581137619,121.6169783257,18.1644698640
365856,365856,31.2580602144,121.6171945657,45.0540893775
365857,365857,31.2580680917,121.6171842792,39.7319147954
365858,365858,31.2581104115,121.6171434347,28.7554845658
365859,365859,31.2580443734,121.6170963443,19.4637993579
365860,365860,31.2580275610,121.6171215249,24.6203065703
365861,365861,29.2446648564,121.2572338265,80090.3198771836
365862,365862,28.3828669050,121.2258940863,27583.4061218398
365863,365863,28.2595713512,121.1838857541,20371.1868742178
365864,365864,28.0903720830,121.1539411477,6325.1109643374
365865,365865,28.3121523946,121.2372055187,5538.3875832954
365866,365866,28.3703168057,120.9306338054,-20498.8956011486
365867,365867,28.0463027875,120.9780656879,-57112.3382765226
365868,365868,28.8506096449,121.4024512731,75231.5662516585
365869,365869,28.2353450107,120.9952053761,3297.6915506778
365870,365870,29.2192609980,121.5802489486,60007.5055973666
365871,365871,28.4670842470,121.7951003838,13451.4126940304
365872,365872,28.6659150002,122.7846746701,239607.9186182284
365873,365873,29.2596926626,121.3265107548,69285.4983891386
365874,365874,28.7341032255,121.3864208384,20536.0412097385
365875,365875,29.1597885941,121.4947525041,26861.2729670261
365876,365876,31.2579438782,121.6172711556,11.0875933209
365877,365877,31.2579485719,121.6173161864,12.2593833708
365878,365878,31.2579362198,121.6173202794,13.3744598797
365879,365879,31.2579083193,121.6173078892,15.9248738942
365880,365880,29.2895321307,121.4365164544,86250.2240465164
365881,365881,29.3527484420,121.4349208894,23437.5258899371
365882,365882,29.6938843589,121.9074182945,35849.2370063345
365883,365883,29.9150762046,121.9274694929,6496.5082639653
365884,365884,29.7187405035,122.0308099118,33085.6527284775
365885,365885,30.1408700148,121.6831641760,66353.0780829522
365886,365886,30.1290530624,122.2109482011,65035.5510457598
365887,365887,30.2087947478,122.2670329901,92408.8107959885
365888,365888,30.1887384995,122.2880161030,109415.3199597689
365889,365889,30.3433663994,122.1466800758,111661.2274384053
365890,365890,30.2035692021,122.1982238384,48741.6815291920
365891,365891,29.9596113318,122.4838620736,102215.2136585147
365892,365892,29.5053853648,122.2423878451,81659.1388402801
365893,365893,29.5793077072,121.8747905922,16039.6840692293
365894,365894,29.7048590554,121.8786100662,-5212.3623550972
365895,365895,31.2577898438,121.6176666646,77.8574245548
365896,365896,31.2578397948,121.6175385169,61.1282536902
365897,365897,31.2578562705,121.6174308128,43.8759616508
365898,365898,31.2578611178,121.6173180871,28.4556114277
365899,365899,31.2578862845,121.6172657532,26.2974609339
365900,365900,31.2579984840,121.6172868969,32.5199359997
365901,365901,31.2580567572,121.6173248682,40.0091038334
365902,365902,31.2581317218,121.6173999918,45.1796812324
365903,365903,31.2577646721,121.6172181934,16.2617872362
365904,365904,31.2579071059,121.6172183634,20.6718448476
365905,365905,31.2581981994,121.6172998216,37.8660356753
365906,365906,31.2582137438,121.6173018085,39.3110745990
365907,365907,31.2582355251,121.6174726981,57.8098836408
365908,365908,31.2579368997,121.6171966849,23.6469825508
365909,365909,31.2579377026,121.6171984701,29.1051997725
365910,365910,31.2581046463,121.6172383534,35.7079667502
365911,365911,31.2583488892,121.6174896995,69.2619812666
365912,365912,31.2580455833,121.6171859403,26.3382140550
365913,365913,31.2580610170,121.6171877907,19.6084590606
365914,365914,31.2584482809,121.6174821116,64.0029292263
365915,365915,31.2582950228,121.6172639671,32.2864858065
365916,365916,31.2580472185,121.6171604369,17.6641233271
365917,365917,31.2580387553,121.6171554474,20.9730881776
365918,365918,31.2580397926,121.6171542212,20.9898399021
365919,365919,31.2580576813,121.6171452689,20.6544981688
365920,365920,31.2580841433,121.6171298324,22.2385155932
365921,365921,31.2584740975,121.6174605959,66.7984020459
365922,365922,31.2581403079,121.6171494479,26.3506998195
365923,365923,31.2587684367,121.6175210309,79.4451775613
365924,365924,31.2586143060,121.6175161151,67.4516367842
365925,365925,31.2588425774,121.6174253640,58.9709526235
365926,365926,31.2588850213,121.6175253454,77.7371736152
365927,365927,31.2588380089,121.6175492891,83.8043107498
365928,365928,31.2586978901,121.6173348713,90.8493275984
365929,365929,31.2587097536,121.6173303860,95.4493456492
365930,365930,31.2588027175,121.6172878073,87.1172888444
365931,365931,31.2589692185,121.6173758800,70.7604323242
365932,365932,31.2588479255,121.6173405462,102.6304737971
365933,365933,31.2588175439,121.6171939680,73.1803895193
365934,365934,31.2588290435,121.6172065349,93.4838292085
365935,365935,31.2587515754,121.6170523859,78.8867635882
365936,365936,31.2587566327,121.6170322915,77.4425898475
365937,365937,31.2588378528,121.6170366622,81.9854785245
365938,365938,31.2589612876,121.6170770281,80.9193799168
365939,365939,31.2587688478,121.6170364314,81.6725181372
365940,365940,31.2587613930,121.6169799603,77.9656154006
365941,365941,31.2587862508,121.6169274162,73.2288876179
365942,365942,31.2588973060,121.6168402466,93.6542081855
365943,365943,31.2587344730,121.6168488070,78.7111615855
365944,365944,31.2588910989,121.6167833230,94.8188592982
365945,365945,31.2586670574,121.6168510702,67.4679203866
365946,365946,31.2587840171,121.6167377520,79.1157453792
365947,365947,31.2588035945,121.6167399366,84.4094181180
365948,365948,31.2586591256,121.6168050927,72.2993166518
365949,365949,31.2586243958,121.6168270011,68.3436681641
365950,365950,31.2586587528,121.6168106164,68.3576709016
365951,365951,31.2587438895,121.6167552176,63.6052113315
365952,365952,31.2587218038,121.6167423845,69.6922997207
365953,365953,31.2587740532,121.6167564909,65.8824830024
365954,365954,31.2587293945,121.6167375926,73.4414093131
365955,365955,31.2589543288,121.6165903179,82.8970397974
365956,365956,31.2588167386,121.6167693388,79.2141231673
365957,365957,31.2588522976,121.6167636732,69.2325261566
365958,365958,31.2587817414,121.6168398759,77.6649199000
365959,365959,31.2588707612,121.6169395282,91.0618358545
365960,365960,31.2588661720,121.6169606110,98.7677709819
